epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1570470492142,2019-10-07T13.48.12.142,2.500,-22.241,-2.012,-5.701
1570470492162,2019-10-07T13.48.12.162,2.520,-11.387,4.543,-3.003
1570470492182,2019-10-07T13.48.12.182,2.540,-6.707,1.890,-2.668
1570470492202,2019-10-07T13.48.12.202,2.560,-1.982,-0.473,-2.317
1570470492222,2019-10-07T13.48.12.222,2.580,2.088,3.277,-1.402
1570470492242,2019-10-07T13.48.12.242,2.600,4.314,5.869,-1.265
1570470492262,2019-10-07T13.48.12.262,2.620,5.518,2.927,-1.845
1570470492282,2019-10-07T13.48.12.282,2.640,5.747,-1.524,-2.256
1570470492302,2019-10-07T13.48.12.302,2.660,5.762,-2.820,-2.561
1570470492322,2019-10-07T13.48.12.322,2.680,5.732,-2.027,-3.186
1570470492342,2019-10-07T13.48.12.342,2.700,5.335,-2.927,-3.613
1570470492362,2019-10-07T13.48.12.362,2.720,4.634,-4.665,-3.567
1570470492382,2019-10-07T13.48.12.382,2.740,3.720,-3.537,-3.064
1570470492402,2019-10-07T13.48.12.402,2.760,2.805,1.570,-2.210
1570470492422,2019-10-07T13.48.12.422,2.780,2.378,6.250,-1.997
1570470492442,2019-10-07T13.48.12.442,2.800,2.713,6.433,-2.409
1570470492462,2019-10-07T13.48.12.462,2.820,3.171,4.817,-2.668
1570470492482,2019-10-07T13.48.12.482,2.840,3.613,3.659,-2.668
1570470492502,2019-10-07T13.48.12.502,2.860,4.055,2.241,-3.049
1570470492522,2019-10-07T13.48.12.522,2.880,4.375,3.095,-3.095
1570470492542,2019-10-07T13.48.12.542,2.900,4.101,5.762,-3.018
1570470492562,2019-10-07T13.48.12.562,2.920,3.582,6.296,-3.018
1570470492582,2019-10-07T13.48.12.582,2.940,2.973,7.012,-2.713
1570470492602,2019-10-07T13.48.12.602,2.960,2.378,8.064,-2.439
1570470492622,2019-10-07T13.48.12.622,2.980,2.226,5.625,-2.530
1570470492642,2019-10-07T13.48.12.642,3.000,2.378,1.098,-2.561
1570470492662,2019-10-07T13.48.12.662,3.020,2.104,-2.134,-2.454
1570470492682,2019-10-07T13.48.12.682,3.040,1.326,-1.966,-2.180
1570470492702,2019-10-07T13.48.12.702,3.060,0.381,0.442,-1.662
1570470492722,2019-10-07T13.48.12.722,3.080,0.213,1.845,-1.143
1570470492742,2019-10-07T13.48.12.742,3.100,0.259,-0.061,-0.793
1570470492762,2019-10-07T13.48.12.762,3.120,-0.030,-2.439,-0.518
1570470492782,2019-10-07T13.48.12.782,3.140,-0.076,-3.750,-0.274
1570470492802,2019-10-07T13.48.12.802,3.160,-0.183,-5.381,-0.168
1570470492822,2019-10-07T13.48.12.822,3.180,-0.213,-6.616,0.107
1570470492842,2019-10-07T13.48.12.842,3.200,-0.107,-5.442,0.579
1570470492862,2019-10-07T13.48.12.862,3.220,0.091,-3.979,1.006
1570470492882,2019-10-07T13.48.12.882,3.240,-0.091,-3.582,1.280
1570470492902,2019-10-07T13.48.12.902,3.260,-0.442,-3.491,1.662
1570470492922,2019-10-07T13.48.12.922,3.280,-0.625,-1.570,2.134
1570470492942,2019-10-07T13.48.12.942,3.300,-0.579,-1.174,2.363
1570470492962,2019-10-07T13.48.12.962,3.320,-0.716,-2.881,2.332
1570470492982,2019-10-07T13.48.12.982,3.340,-0.503,-4.405,2.332
1570470493002,2019-10-07T13.48.13.002,3.360,0.076,-4.817,2.515
1570470493022,2019-10-07T13.48.13.022,3.380,0.351,-5.396,2.652
1570470493042,2019-10-07T13.48.13.042,3.400,0.137,-5.274,2.774
1570470493062,2019-10-07T13.48.13.062,3.420,-0.061,-4.482,2.957
1570470493082,2019-10-07T13.48.13.082,3.440,0.213,-4.131,3.232
1570470493102,2019-10-07T13.48.13.102,3.460,0.640,-3.979,3.506
1570470493122,2019-10-07T13.48.13.122,3.480,1.098,-4.345,3.521
1570470493142,2019-10-07T13.48.13.142,3.500,1.250,-5.122,3.643
1570470493162,2019-10-07T13.48.13.162,3.520,1.174,-5.061,3.796
1570470493182,2019-10-07T13.48.13.182,3.540,0.976,-4.893,3.887
1570470493202,2019-10-07T13.48.13.202,3.560,0.823,-4.101,4.024
1570470493222,2019-10-07T13.48.13.222,3.580,0.976,-2.729,4.177
1570470493242,2019-10-07T13.48.13.242,3.600,1.235,-2.774,4.238
1570470493262,2019-10-07T13.48.13.262,3.620,1.372,-2.546,4.070
1570470493282,2019-10-07T13.48.13.282,3.640,1.662,-2.165,4.040
1570470493302,2019-10-07T13.48.13.302,3.660,1.265,-1.433,3.948
1570470493322,2019-10-07T13.48.13.322,3.680,0.991,-1.006,3.521
1570470493342,2019-10-07T13.48.13.342,3.700,0.869,-1.174,3.034
1570470493362,2019-10-07T13.48.13.362,3.720,0.518,-0.488,2.774
1570470493382,2019-10-07T13.48.13.382,3.740,0.046,0.945,2.500
1570470493402,2019-10-07T13.48.13.402,3.760,-0.091,2.165,2.180
1570470493422,2019-10-07T13.48.13.422,3.780,-0.213,2.530,1.646
1570470493442,2019-10-07T13.48.13.442,3.800,-0.244,1.936,1.021
1570470493462,2019-10-07T13.48.13.462,3.820,-0.152,1.951,0.549
1570470493482,2019-10-07T13.48.13.482,3.840,-0.152,2.348,0.183
1570470493502,2019-10-07T13.48.13.502,3.860,-0.137,2.744,-0.274
1570470493522,2019-10-07T13.48.13.522,3.880,-0.046,3.186,-0.655
1570470493542,2019-10-07T13.48.13.542,3.900,0.168,2.851,-1.113
1570470493562,2019-10-07T13.48.13.562,3.920,0.290,2.378,-1.357
1570470493582,2019-10-07T13.48.13.582,3.940,0.290,2.363,-1.402
1570470493602,2019-10-07T13.48.13.602,3.960,0.351,2.256,-1.601
1570470493622,2019-10-07T13.48.13.622,3.980,0.427,1.174,-1.890
1570470493642,2019-10-07T13.48.13.642,4.000,0.335,-0.015,-1.921
1570470493662,2019-10-07T13.48.13.662,4.020,0.274,0.473,-1.753
1570470493682,2019-10-07T13.48.13.682,4.040,0.366,0.473,-1.829
1570470493702,2019-10-07T13.48.13.702,4.060,0.381,-0.686,-1.814
1570470493722,2019-10-07T13.48.13.722,4.080,0.274,-0.930,-1.662
1570470493742,2019-10-07T13.48.13.742,4.100,0.107,-0.549,-1.524
1570470493762,2019-10-07T13.48.13.762,4.120,-0.015,-1.250,-1.463
1570470493782,2019-10-07T13.48.13.782,4.140,0.030,-2.058,-1.433
1570470493802,2019-10-07T13.48.13.802,4.160,-0.137,-1.951,-1.235
1570470493822,2019-10-07T13.48.13.822,4.180,-0.259,-0.610,-0.899
1570470493842,2019-10-07T13.48.13.842,4.200,-0.015,-0.305,-0.716
1570470493862,2019-10-07T13.48.13.862,4.220,0.076,-1.463,-0.625
1570470493882,2019-10-07T13.48.13.882,4.240,0.076,-1.662,-0.564
1570470493902,2019-10-07T13.48.13.902,4.260,0.076,-1.311,-0.320
1570470493922,2019-10-07T13.48.13.922,4.280,0.183,-0.564,-0.061
1570470493942,2019-10-07T13.48.13.942,4.300,0.442,-0.290,0.229
1570470493962,2019-10-07T13.48.13.962,4.320,0.381,-0.183,0.473
1570470493982,2019-10-07T13.48.13.982,4.340,0.183,0.229,0.762
1570470494002,2019-10-07T13.48.14.002,4.360,-0.061,0.183,0.823
1570470494022,2019-10-07T13.48.14.022,4.380,-0.351,-0.290,0.869
1570470494042,2019-10-07T13.48.14.042,4.400,-0.229,-0.960,0.854
1570470494062,2019-10-07T13.48.14.062,4.420,-0.534,-1.570,0.976
1570470494082,2019-10-07T13.48.14.082,4.440,-0.823,-1.707,1.037
1570470494102,2019-10-07T13.48.14.102,4.460,-0.915,-0.884,1.098
1570470494122,2019-10-07T13.48.14.122,4.480,-0.625,0.183,1.250
1570470494142,2019-10-07T13.48.14.142,4.500,-0.015,0.808,1.448
1570470494162,2019-10-07T13.48.14.162,4.520,0.457,0.152,1.387
1570470494182,2019-10-07T13.48.14.182,4.540,0.838,-0.701,1.250
1570470494202,2019-10-07T13.48.14.202,4.560,1.113,-1.006,1.189
1570470494222,2019-10-07T13.48.14.222,4.580,0.838,-0.808,1.113
1570470494242,2019-10-07T13.48.14.242,4.600,0.396,-0.396,1.037
1570470494262,2019-10-07T13.48.14.262,4.620,0.076,0.015,0.945
1570470494282,2019-10-07T13.48.14.282,4.640,0.091,-0.259,0.869
1570470494302,2019-10-07T13.48.14.302,4.660,-0.015,-0.488,0.716
1570470494322,2019-10-07T13.48.14.322,4.680,-0.046,-0.198,0.610
1570470494342,2019-10-07T13.48.14.342,4.700,0.122,0.427,0.473
1570470494362,2019-10-07T13.48.14.362,4.720,0.107,0.671,0.488
1570470494382,2019-10-07T13.48.14.382,4.740,-0.030,0.564,0.351
1570470494402,2019-10-07T13.48.14.402,4.760,0.168,0.869,0.259
1570470494422,2019-10-07T13.48.14.422,4.780,0.351,0.869,0.091
1570470494442,2019-10-07T13.48.14.442,4.800,0.457,-0.091,-0.183
1570470494462,2019-10-07T13.48.14.462,4.820,0.457,-1.250,-0.412
1570470494482,2019-10-07T13.48.14.482,4.840,0.412,-1.113,-0.534
1570470494502,2019-10-07T13.48.14.502,4.860,0.412,-0.884,-0.640
1570470494522,2019-10-07T13.48.14.522,4.880,0.244,-0.899,-0.777
1570470494542,2019-10-07T13.48.14.542,4.900,0.107,-0.473,-0.869
1570470494562,2019-10-07T13.48.14.562,4.920,0.000,-0.076,-0.945
1570470494582,2019-10-07T13.48.14.582,4.940,-0.244,-0.473,-1.052
1570470494602,2019-10-07T13.48.14.602,4.960,-0.457,-0.732,-1.067
1570470494622,2019-10-07T13.48.14.622,4.980,-0.640,-0.015,-1.006
1570470494642,2019-10-07T13.48.14.642,5.000,-0.747,0.854,-0.945
1570470494662,2019-10-07T13.48.14.662,5.020,-0.686,0.747,-1.006
1570470494682,2019-10-07T13.48.14.682,5.040,-0.686,0.320,-1.006
1570470494702,2019-10-07T13.48.14.702,5.060,-0.503,-0.061,-0.976
1570470494722,2019-10-07T13.48.14.722,5.080,-0.198,-0.290,-0.960
1570470494742,2019-10-07T13.48.14.742,5.100,0.015,-0.442,-0.899
1570470494762,2019-10-07T13.48.14.762,5.120,0.183,-0.777,-0.884
1570470494782,2019-10-07T13.48.14.782,5.140,0.259,-0.762,-0.671
1570470494802,2019-10-07T13.48.14.802,5.160,0.046,-0.198,-0.503
1570470494822,2019-10-07T13.48.14.822,5.180,-0.137,-0.107,-0.518
1570470494842,2019-10-07T13.48.14.842,5.200,-0.320,-0.259,-0.549
1570470494862,2019-10-07T13.48.14.862,5.220,-0.305,-0.229,-0.564
1570470494882,2019-10-07T13.48.14.882,5.240,-0.229,-0.290,-0.610
1570470494902,2019-10-07T13.48.14.902,5.260,-0.046,-0.457,-0.762
1570470494922,2019-10-07T13.48.14.922,5.280,0.168,-0.823,-0.854
1570470494942,2019-10-07T13.48.14.942,5.300,0.046,-0.747,-1.006
1570470494962,2019-10-07T13.48.14.962,5.320,0.229,-0.107,-1.250
1570470494982,2019-10-07T13.48.14.982,5.340,0.274,-1.235,-1.616
1570470495002,2019-10-07T13.48.15.002,5.360,-0.061,-2.012,-1.875
1570470495022,2019-10-07T13.48.15.022,5.380,-0.549,-1.677,-2.195
1570470495042,2019-10-07T13.48.15.042,5.400,-1.052,-2.805,-2.530
1570470495062,2019-10-07T13.48.15.062,5.420,-1.860,-3.018,-2.668
1570470495082,2019-10-07T13.48.15.082,5.440,-2.424,-1.143,-2.744
1570470495102,2019-10-07T13.48.15.102,5.460,-2.866,0.960,-2.668
1570470495122,2019-10-07T13.48.15.122,5.480,-3.460,0.930,-2.835
1570470495142,2019-10-07T13.48.15.142,5.500,-4.116,0.427,-2.957
1570470495162,2019-10-07T13.48.15.162,5.520,-4.299,1.738,-2.835
1570470495182,2019-10-07T13.48.15.182,5.540,-4.253,2.790,-2.896
1570470495202,2019-10-07T13.48.15.202,5.560,-4.238,2.363,-3.003
1570470495222,2019-10-07T13.48.15.222,5.580,-4.390,1.951,-2.957
1570470495242,2019-10-07T13.48.15.242,5.600,-4.482,2.561,-3.003
1570470495262,2019-10-07T13.48.15.262,5.620,-4.512,3.110,-3.034
1570470495282,2019-10-07T13.48.15.282,5.640,-4.466,3.110,-2.927
1570470495302,2019-10-07T13.48.15.302,5.660,-4.741,2.957,-2.835
1570470495322,2019-10-07T13.48.15.322,5.680,-4.771,3.049,-2.912
1570470495342,2019-10-07T13.48.15.342,5.700,-4.314,2.957,-3.064
1570470495362,2019-10-07T13.48.15.362,5.720,-4.085,2.805,-3.034
1570470495382,2019-10-07T13.48.15.382,5.740,-4.223,2.988,-2.973
1570470495402,2019-10-07T13.48.15.402,5.760,-4.207,3.750,-2.942
1570470495422,2019-10-07T13.48.15.422,5.780,-4.070,3.963,-2.988
1570470495442,2019-10-07T13.48.15.442,5.800,-3.598,3.521,-3.232
1570470495462,2019-10-07T13.48.15.462,5.820,-2.744,2.073,-3.293
1570470495482,2019-10-07T13.48.15.482,5.840,-2.043,1.402,-3.201
1570470495502,2019-10-07T13.48.15.502,5.860,-1.540,1.463,-3.293
1570470495522,2019-10-07T13.48.15.522,5.880,-0.701,2.393,-3.430
1570470495542,2019-10-07T13.48.15.542,5.900,0.244,3.354,-3.232
1570470495562,2019-10-07T13.48.15.562,5.920,0.488,5.595,-2.744
1570470495582,2019-10-07T13.48.15.582,5.940,0.686,6.570,-2.957
1570470495602,2019-10-07T13.48.15.602,5.960,0.762,4.924,-3.354
1570470495622,2019-10-07T13.48.15.622,5.980,0.503,2.729,-3.780
1570470495642,2019-10-07T13.48.15.642,6.000,0.457,1.936,-4.085
1570470495662,2019-10-07T13.48.15.662,6.020,0.549,3.537,-4.116
1570470495682,2019-10-07T13.48.15.682,6.040,0.610,4.619,-4.223
1570470495702,2019-10-07T13.48.15.702,6.060,0.534,3.994,-4.451
1570470495722,2019-10-07T13.48.15.722,6.080,0.244,3.186,-4.558
1570470495742,2019-10-07T13.48.15.742,6.100,0.137,5.061,-4.482
1570470495762,2019-10-07T13.48.15.762,6.120,0.777,7.485,-4.497
1570470495782,2019-10-07T13.48.15.782,6.140,1.540,6.159,-4.802
1570470495802,2019-10-07T13.48.15.802,6.160,2.012,3.659,-4.985
1570470495822,2019-10-07T13.48.15.822,6.180,2.744,5.320,-4.604
1570470495842,2019-10-07T13.48.15.842,6.200,3.659,7.790,-4.390
1570470495862,2019-10-07T13.48.15.862,6.220,4.680,6.174,-5.046
1570470495882,2019-10-07T13.48.15.882,6.240,5.534,3.445,-5.701
1570470495902,2019-10-07T13.48.15.902,6.260,6.052,1.524,-6.052
1570470495922,2019-10-07T13.48.15.922,6.280,6.143,2.470,-6.174
1570470495942,2019-10-07T13.48.15.942,6.300,5.808,3.689,-6.433
1570470495962,2019-10-07T13.48.15.962,6.320,3.750,1.402,-6.982
1570470495982,2019-10-07T13.48.15.982,6.340,1.402,2.881,-6.982
1570470496002,2019-10-07T13.48.16.002,6.360,-0.412,7.957,-6.905
1570470496022,2019-10-07T13.48.16.022,6.380,-1.905,9.909,-6.982
1570470496042,2019-10-07T13.48.16.042,6.400,-3.064,10.000,-6.890
1570470496062,2019-10-07T13.48.16.062,6.420,-2.790,11.174,-6.540
1570470496082,2019-10-07T13.48.16.082,6.440,-1.845,14.817,-6.204
1570470496102,2019-10-07T13.48.16.102,6.460,-1.143,18.720,-6.082
1570470496122,2019-10-07T13.48.16.122,6.480,-0.061,14.604,-6.677
1570470496142,2019-10-07T13.48.16.142,6.500,2.591,3.689,-8.247
1570470496162,2019-10-07T13.48.16.162,6.520,3.491,-4.436,-8.780
1570470496182,2019-10-07T13.48.16.182,6.540,1.784,1.250,-7.561
1570470496202,2019-10-07T13.48.16.202,6.560,0.960,11.128,-6.143
1570470496222,2019-10-07T13.48.16.222,6.580,1.616,8.826,-6.037
1570470496242,2019-10-07T13.48.16.242,6.600,1.433,-3.369,-5.869
1570470496262,2019-10-07T13.48.16.262,6.620,0.640,-6.357,-4.329
1570470496282,2019-10-07T13.48.16.282,6.640,0.320,-3.948,-2.912
1570470496302,2019-10-07T13.48.16.302,6.660,-0.274,-6.601,-2.287
1570470496322,2019-10-07T13.48.16.322,6.680,-1.021,-10.122,-1.692
1570470496342,2019-10-07T13.48.16.342,6.700,-1.951,-6.631,-0.381
1570470496362,2019-10-07T13.48.16.362,6.720,-2.927,1.235,1.067
1570470496382,2019-10-07T13.48.16.382,6.740,-3.628,5.473,1.860
1570470496402,2019-10-07T13.48.16.402,6.760,-4.085,4.390,1.845
1570470496422,2019-10-07T13.48.16.422,6.780,-3.643,1.845,1.616
1570470496442,2019-10-07T13.48.16.442,6.800,-2.973,1.143,1.799
1570470496462,2019-10-07T13.48.16.462,6.820,-3.049,1.220,2.027
1570470496482,2019-10-07T13.48.16.482,6.840,-3.643,-0.091,2.332
1570470496502,2019-10-07T13.48.16.502,6.860,-4.299,0.366,2.668
1570470496522,2019-10-07T13.48.16.522,6.880,-5.061,1.113,3.186
1570470496542,2019-10-07T13.48.16.542,6.900,-5.747,2.485,4.192
1570470496562,2019-10-07T13.48.16.562,6.920,-5.899,3.079,4.832
1570470496582,2019-10-07T13.48.16.582,6.940,-5.183,-1.067,4.588
1570470496602,2019-10-07T13.48.16.602,6.960,-5.701,-7.515,4.116
1570470496622,2019-10-07T13.48.16.622,6.980,-6.402,-10.366,3.735
1570470496642,2019-10-07T13.48.16.642,7.000,-6.494,-11.326,3.521
1570470496662,2019-10-07T13.48.16.662,7.020,-7.195,-11.021,3.567
1570470496682,2019-10-07T13.48.16.682,7.040,-8.186,-8.369,3.643
1570470496702,2019-10-07T13.48.16.702,7.060,-9.238,-5.823,3.872
1570470496722,2019-10-07T13.48.16.722,7.080,-11.189,-1.692,4.451
1570470496742,2019-10-07T13.48.16.742,7.100,-13.232,0.442,4.512
1570470496762,2019-10-07T13.48.16.762,7.120,-13.674,-1.768,4.207
1570470496782,2019-10-07T13.48.16.782,7.140,-12.226,-3.186,4.268
1570470496802,2019-10-07T13.48.16.802,7.160,-10.412,-0.701,4.680
