epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1570468977851,2019-10-07T13.22.57.851,1.433,0.503,-0.960,-0.351
1570468977871,2019-10-07T13.22.57.871,1.453,0.168,0.046,-0.274
1570468977891,2019-10-07T13.22.57.891,1.473,-0.091,0.701,-0.213
1570468977911,2019-10-07T13.22.57.911,1.493,-0.152,0.168,-0.366
1570468977932,2019-10-07T13.22.57.932,1.514,-0.213,-0.579,-0.427
1570468977952,2019-10-07T13.22.57.952,1.534,-0.335,-0.625,-0.366
1570468977971,2019-10-07T13.22.57.971,1.553,-0.503,-0.030,-0.320
1570468977992,2019-10-07T13.22.57.992,1.574,-0.381,0.412,-0.259
1570468978012,2019-10-07T13.22.58.012,1.594,-0.396,0.427,-0.244
1570468978033,2019-10-07T13.22.58.033,1.615,-0.366,0.518,-0.259
1570468978053,2019-10-07T13.22.58.053,1.635,-0.122,0.274,-0.290
1570468978072,2019-10-07T13.22.58.072,1.654,-0.046,-0.457,-0.427
1570468978093,2019-10-07T13.22.58.093,1.675,-0.107,-0.884,-0.595
1570468978113,2019-10-07T13.22.58.113,1.695,0.015,-1.143,-0.625
1570468978134,2019-10-07T13.22.58.134,1.716,0.152,-1.311,-0.671
1570468978153,2019-10-07T13.22.58.153,1.735,0.152,-1.280,-0.686
1570468978173,2019-10-07T13.22.58.173,1.755,0.076,-0.991,-0.671
1570468978194,2019-10-07T13.22.58.194,1.776,0.030,-0.564,-0.762
1570468978214,2019-10-07T13.22.58.214,1.796,0.213,-0.534,-0.701
1570468978233,2019-10-07T13.22.58.233,1.815,0.442,-0.655,-0.747
1570468978254,2019-10-07T13.22.58.254,1.836,0.610,-0.412,-0.747
1570468978274,2019-10-07T13.22.58.274,1.856,0.747,-0.244,-0.716
1570468978295,2019-10-07T13.22.58.295,1.877,0.808,-0.244,-0.671
1570468978315,2019-10-07T13.22.58.315,1.897,0.655,-0.229,-0.701
1570468978334,2019-10-07T13.22.58.334,1.916,0.595,-0.320,-0.655
1570468978355,2019-10-07T13.22.58.355,1.937,0.564,-0.564,-0.640
1570468978375,2019-10-07T13.22.58.375,1.957,0.488,-0.869,-0.671
1570468978396,2019-10-07T13.22.58.396,1.978,0.305,-0.854,-0.625
1570468978415,2019-10-07T13.22.58.415,1.997,0.244,-0.290,-0.488
1570468978435,2019-10-07T13.22.58.435,2.017,0.351,-0.107,-0.442
1570468978456,2019-10-07T13.22.58.456,2.038,0.503,-0.473,-0.351
1570468978476,2019-10-07T13.22.58.476,2.058,0.457,-0.381,-0.320
1570468978495,2019-10-07T13.22.58.495,2.077,0.274,-0.122,-0.351
1570468978516,2019-10-07T13.22.58.516,2.098,0.229,-0.305,-0.503
1570468978536,2019-10-07T13.22.58.536,2.118,0.015,-0.655,-0.473
1570468978557,2019-10-07T13.22.58.557,2.139,0.168,-0.198,-0.457
1570468978578,2019-10-07T13.22.58.578,2.160,0.488,-0.107,-0.335
1570468978597,2019-10-07T13.22.58.597,2.179,0.473,0.015,-0.351
1570468978617,2019-10-07T13.22.58.617,2.199,0.564,-0.076,-0.396
1570468978638,2019-10-07T13.22.58.638,2.220,0.671,-0.168,-0.305
1570468978658,2019-10-07T13.22.58.658,2.240,0.640,0.061,-0.213
1570468978677,2019-10-07T13.22.58.677,2.259,0.610,0.335,-0.168
1570468978698,2019-10-07T13.22.58.698,2.280,0.625,0.091,-0.198
1570468978718,2019-10-07T13.22.58.718,2.300,0.473,-0.244,-0.229
1570468978739,2019-10-07T13.22.58.739,2.321,0.366,-0.244,-0.229
1570468978758,2019-10-07T13.22.58.758,2.340,0.259,-0.320,-0.244
1570468978778,2019-10-07T13.22.58.778,2.360,0.229,-0.412,-0.183
1570468978799,2019-10-07T13.22.58.799,2.381,0.213,-0.152,-0.168
1570468978819,2019-10-07T13.22.58.819,2.401,0.091,0.122,-0.122
1570468978840,2019-10-07T13.22.58.840,2.422,0.030,0.259,-0.061
1570468978859,2019-10-07T13.22.58.859,2.441,0.076,0.183,-0.061
1570468978879,2019-10-07T13.22.58.879,2.461,0.137,-0.076,-0.122
1570468978900,2019-10-07T13.22.58.900,2.482,0.168,-0.076,-0.137
1570468978920,2019-10-07T13.22.58.920,2.502,0.122,-0.030,-0.183
1570468978939,2019-10-07T13.22.58.939,2.521,0.107,-0.168,-0.183
1570468978960,2019-10-07T13.22.58.960,2.542,0.061,-0.381,-0.076
1570468978980,2019-10-07T13.22.58.980,2.562,0.046,-0.549,-0.076
1570468979001,2019-10-07T13.22.59.001,2.583,0.198,-0.366,-0.076
1570468979020,2019-10-07T13.22.59.020,2.602,0.259,-0.381,-0.122
1570468979040,2019-10-07T13.22.59.040,2.622,0.244,-0.473,-0.061
1570468979061,2019-10-07T13.22.59.061,2.643,0.213,-0.396,0.000
1570468979081,2019-10-07T13.22.59.081,2.663,0.183,-0.320,-0.030
1570468979102,2019-10-07T13.22.59.102,2.684,0.213,-0.427,-0.061
1570468979121,2019-10-07T13.22.59.121,2.703,0.351,-0.518,-0.091
1570468979141,2019-10-07T13.22.59.141,2.723,0.442,-0.732,-0.061
1570468979162,2019-10-07T13.22.59.162,2.744,0.427,-0.915,-0.061
1570468979182,2019-10-07T13.22.59.182,2.764,0.366,-0.625,-0.030
1570468979202,2019-10-07T13.22.59.202,2.784,0.290,-0.091,0.061
1570468979222,2019-10-07T13.22.59.222,2.804,0.244,-0.030,0.061
1570468979243,2019-10-07T13.22.59.243,2.825,0.198,-0.290,0.030
1570468979263,2019-10-07T13.22.59.263,2.845,0.030,-0.229,0.030
1570468979282,2019-10-07T13.22.59.282,2.864,0.198,-0.366,0.046
1570468979303,2019-10-07T13.22.59.303,2.885,0.290,-0.381,0.168
1570468979323,2019-10-07T13.22.59.323,2.905,0.412,-0.030,0.213
1570468979344,2019-10-07T13.22.59.344,2.926,0.534,-0.244,0.183
1570468979364,2019-10-07T13.22.59.364,2.946,0.457,-0.305,0.107
1570468979383,2019-10-07T13.22.59.383,2.965,0.366,-0.015,0.290
1570468979404,2019-10-07T13.22.59.404,2.986,0.290,0.244,0.290
1570468979424,2019-10-07T13.22.59.424,3.006,0.381,-0.091,0.122
1570468979445,2019-10-07T13.22.59.445,3.027,0.366,-0.473,0.107
1570468979464,2019-10-07T13.22.59.464,3.046,0.320,-0.686,0.015
1570468979484,2019-10-07T13.22.59.484,3.066,0.351,-0.595,-0.015
1570468979505,2019-10-07T13.22.59.505,3.087,0.335,-0.442,-0.046
1570468979525,2019-10-07T13.22.59.525,3.107,0.198,-0.076,-0.061
1570468979544,2019-10-07T13.22.59.544,3.126,0.030,0.412,-0.030
1570468979565,2019-10-07T13.22.59.565,3.147,0.122,0.183,-0.030
1570468979585,2019-10-07T13.22.59.585,3.167,0.213,-0.030,-0.030
1570468979606,2019-10-07T13.22.59.606,3.188,0.229,0.030,-0.137
1570468979626,2019-10-07T13.22.59.626,3.208,0.183,-0.183,-0.107
1570468979645,2019-10-07T13.22.59.645,3.227,0.137,-0.122,-0.168
1570468979666,2019-10-07T13.22.59.666,3.248,0.168,0.351,-0.076
1570468979686,2019-10-07T13.22.59.686,3.268,0.381,0.488,-0.091
1570468979707,2019-10-07T13.22.59.707,3.289,0.640,0.000,-0.183
1570468979726,2019-10-07T13.22.59.726,3.308,0.838,0.442,-0.213
1570468979746,2019-10-07T13.22.59.746,3.328,0.884,0.808,-0.259
1570468979767,2019-10-07T13.22.59.767,3.349,0.854,0.427,-0.274
1570468979787,2019-10-07T13.22.59.787,3.369,0.808,0.335,-0.320
1570468979807,2019-10-07T13.22.59.807,3.389,0.793,0.777,-0.320
1570468979827,2019-10-07T13.22.59.827,3.409,0.671,0.838,-0.320
1570468979848,2019-10-07T13.22.59.848,3.430,0.701,0.396,-0.412
1570468979868,2019-10-07T13.22.59.868,3.450,0.854,0.015,-0.488
1570468979889,2019-10-07T13.22.59.889,3.471,0.915,-0.290,-0.534
1570468979908,2019-10-07T13.22.59.908,3.490,0.762,-0.091,-0.427
1570468979928,2019-10-07T13.22.59.928,3.510,0.671,0.412,-0.396
1570468979949,2019-10-07T13.22.59.949,3.531,0.640,0.473,-0.381
1570468979969,2019-10-07T13.22.59.969,3.551,0.396,0.259,-0.503
1570468979988,2019-10-07T13.22.59.988,3.570,0.168,0.503,-0.427
1570468980009,2019-10-07T13.23.00.009,3.591,0.198,0.457,-0.503
1570468980029,2019-10-07T13.23.00.029,3.611,-0.061,0.168,-0.518
1570468980050,2019-10-07T13.23.00.050,3.632,-0.015,-0.122,-0.503
1570468980069,2019-10-07T13.23.00.069,3.651,0.061,-0.564,-0.473
1570468980089,2019-10-07T13.23.00.089,3.671,0.107,0.152,-0.335
1570468980110,2019-10-07T13.23.00.110,3.692,0.122,1.204,-0.168
1570468980130,2019-10-07T13.23.00.130,3.712,0.274,1.052,-0.274
1570468980151,2019-10-07T13.23.00.151,3.733,0.564,0.244,-0.366
1570468980170,2019-10-07T13.23.00.170,3.752,0.762,-0.412,-0.381
1570468980190,2019-10-07T13.23.00.190,3.772,0.915,-0.762,-0.412
1570468980211,2019-10-07T13.23.00.211,3.793,0.854,-0.838,-0.427
1570468980231,2019-10-07T13.23.00.231,3.813,0.579,-0.290,-0.427
1570468980250,2019-10-07T13.23.00.250,3.832,0.488,0.640,-0.229
1570468980271,2019-10-07T13.23.00.271,3.853,0.655,0.991,-0.183
1570468980291,2019-10-07T13.23.00.291,3.873,0.762,0.457,-0.213
1570468980312,2019-10-07T13.23.00.312,3.894,0.777,0.107,-0.305
1570468980331,2019-10-07T13.23.00.331,3.913,0.747,0.107,-0.335
1570468980351,2019-10-07T13.23.00.351,3.933,0.503,-0.030,-0.366
1570468980372,2019-10-07T13.23.00.372,3.954,0.366,-0.030,-0.488
1570468980392,2019-10-07T13.23.00.392,3.974,0.457,-0.808,-0.579
1570468980413,2019-10-07T13.23.00.413,3.995,0.488,-0.259,-0.396
1570468980432,2019-10-07T13.23.00.432,4.014,0.488,0.488,-0.320
1570468980453,2019-10-07T13.23.00.453,4.035,0.473,0.274,-0.320
1570468980473,2019-10-07T13.23.00.473,4.055,0.351,-0.229,-0.351
1570468980494,2019-10-07T13.23.00.494,4.076,0.183,-0.183,-0.457
1570468980513,2019-10-07T13.23.00.513,4.095,0.168,0.198,-0.427
1570468980533,2019-10-07T13.23.00.533,4.115,0.290,0.122,-0.412
1570468980554,2019-10-07T13.23.00.554,4.136,0.305,-0.061,-0.396
1570468980574,2019-10-07T13.23.00.574,4.156,0.122,-0.122,-0.396
1570468980593,2019-10-07T13.23.00.593,4.175,0.000,-0.091,-0.442
1570468980614,2019-10-07T13.23.00.614,4.196,0.046,-0.122,-0.457
1570468980634,2019-10-07T13.23.00.634,4.216,0.091,-0.015,-0.396
1570468980655,2019-10-07T13.23.00.655,4.237,0.122,0.107,-0.366
1570468980675,2019-10-07T13.23.00.675,4.257,0.198,-0.015,-0.335
1570468980694,2019-10-07T13.23.00.694,4.276,0.061,-0.015,-0.442
1570468980715,2019-10-07T13.23.00.715,4.297,0.213,-0.061,-0.366
1570468980735,2019-10-07T13.23.00.735,4.317,0.366,0.168,-0.320
1570468980756,2019-10-07T13.23.00.756,4.338,0.457,0.488,-0.366
1570468980775,2019-10-07T13.23.00.775,4.357,0.564,0.259,-0.351
1570468980795,2019-10-07T13.23.00.795,4.377,0.655,0.122,-0.305
1570468980816,2019-10-07T13.23.00.816,4.398,0.777,0.244,-0.244
1570468980836,2019-10-07T13.23.00.836,4.418,0.777,-0.229,-0.259
1570468980855,2019-10-07T13.23.00.855,4.437,0.671,-0.290,-0.122
1570468980876,2019-10-07T13.23.00.876,4.458,0.457,0.869,-0.122
1570468980896,2019-10-07T13.23.00.896,4.478,0.198,0.274,-0.259
1570468980917,2019-10-07T13.23.00.917,4.499,-0.229,-0.320,-0.244
1570468980937,2019-10-07T13.23.00.937,4.519,-0.412,0.198,-0.091
1570468980956,2019-10-07T13.23.00.956,4.538,-0.412,0.762,-0.046
1570468980977,2019-10-07T13.23.00.977,4.559,-0.427,0.244,0.030
1570468980997,2019-10-07T13.23.00.997,4.579,-0.137,0.671,0.046
1570468981018,2019-10-07T13.23.01.018,4.600,0.183,0.290,0.046
1570468981037,2019-10-07T13.23.01.037,4.619,0.213,-0.305,0.061
1570468981057,2019-10-07T13.23.01.057,4.639,0.152,-0.335,0.000
1570468981078,2019-10-07T13.23.01.078,4.660,0.152,-0.335,0.061
1570468981099,2019-10-07T13.23.01.099,4.681,0.122,-0.534,0.030
1570468981118,2019-10-07T13.23.01.118,4.700,0.229,-0.793,0.000
1570468981138,2019-10-07T13.23.01.138,4.720,0.290,-0.854,0.015
1570468981159,2019-10-07T13.23.01.159,4.741,0.351,-0.640,0.015
1570468981179,2019-10-07T13.23.01.179,4.761,0.534,-0.137,0.107
1570468981200,2019-10-07T13.23.01.200,4.782,0.534,-0.061,0.091
1570468981219,2019-10-07T13.23.01.219,4.801,0.381,-0.320,-0.015
1570468981239,2019-10-07T13.23.01.239,4.821,0.396,-0.610,-0.107
1570468981260,2019-10-07T13.23.01.260,4.842,0.534,-0.838,-0.183
1570468981280,2019-10-07T13.23.01.280,4.862,0.564,-0.808,-0.183
1570468981299,2019-10-07T13.23.01.299,4.881,0.534,-0.930,-0.183
1570468981320,2019-10-07T13.23.01.320,4.902,0.579,-0.823,-0.274
1570468981340,2019-10-07T13.23.01.340,4.922,0.732,-0.762,-0.137
1570468981361,2019-10-07T13.23.01.361,4.943,0.823,-0.503,0.198
1570468981380,2019-10-07T13.23.01.380,4.962,0.991,-0.534,0.152
1570468981400,2019-10-07T13.23.01.400,4.982,1.784,-0.015,0.046
1570468981421,2019-10-07T13.23.01.421,5.003,1.951,0.747,0.259
1570468981441,2019-10-07T13.23.01.441,5.023,0.945,0.716,0.579
1570468981462,2019-10-07T13.23.01.462,5.044,1.021,1.936,0.945
1570468981481,2019-10-07T13.23.01.481,5.063,1.753,1.982,0.686
1570468981501,2019-10-07T13.23.01.501,5.083,1.601,-1.418,0.671
1570468981522,2019-10-07T13.23.01.522,5.104,0.823,-2.759,1.143
1570468981542,2019-10-07T13.23.01.542,5.124,0.198,-2.104,1.433
1570468981561,2019-10-07T13.23.01.561,5.143,-0.854,-3.445,1.570
1570468981582,2019-10-07T13.23.01.582,5.164,-2.759,-4.192,1.799
1570468981602,2019-10-07T13.23.01.602,5.184,-4.040,-2.835,2.210
1570468981623,2019-10-07T13.23.01.623,5.205,-5.091,-3.506,2.591
1570468981642,2019-10-07T13.23.01.642,5.224,-6.037,-5.457,2.774
1570468981662,2019-10-07T13.23.01.662,5.244,-6.113,-5.686,3.140
1570468981683,2019-10-07T13.23.01.683,5.265,-6.372,-5.442,3.430
1570468981703,2019-10-07T13.23.01.703,5.285,-7.027,-4.619,3.689
1570468981724,2019-10-07T13.23.01.724,5.306,-7.896,-3.521,3.887
1570468981743,2019-10-07T13.23.01.743,5.325,-8.613,-4.695,3.918
1570468981764,2019-10-07T13.23.01.764,5.346,-9.024,-6.159,3.628
1570468981784,2019-10-07T13.23.01.784,5.366,-9.726,-7.759,3.430
1570468981805,2019-10-07T13.23.01.805,5.387,-11.951,-9.070,3.338
1570468981824,2019-10-07T13.23.01.824,5.406,-16.265,-9.162,3.445
1570468981844,2019-10-07T13.23.01.844,5.426,-24.604,-11.799,3.018
1570468981865,2019-10-07T13.23.01.865,5.447,-37.271,-13.125,4.238
1570468981885,2019-10-07T13.23.01.885,5.467,-47.607,-3.567,7.988
1570468981904,2019-10-07T13.23.01.904,5.486,-60.183,-0.015,9.634
1570468981925,2019-10-07T13.23.01.925,5.507,-78.506,-6.280,8.521
1570468981945,2019-10-07T13.23.01.945,5.527,-96.387,-15.640,4.680
1570468981966,2019-10-07T13.23.01.966,5.548,-101.402,-27.805,2.149
1570468981986,2019-10-07T13.23.01.986,5.568,-91.387,-24.284,3.049
1570468982005,2019-10-07T13.23.02.005,5.587,-81.280,-9.070,-1.204
1570468982026,2019-10-07T13.23.02.026,5.608,-65.076,-3.811,-12.729
1570468982046,2019-10-07T13.23.02.046,5.628,-35.076,-20.213,-23.095
1570468982067,2019-10-07T13.23.02.067,5.649,-0.320,-50.137,-30.305
1570468982086,2019-10-07T13.23.02.086,5.668,33.598,-63.125,-38.369
1570468982106,2019-10-07T13.23.02.106,5.688,62.591,-51.098,-43.476
1570468982127,2019-10-07T13.23.02.127,5.709,87.774,-34.390,-44.619
1570468982147,2019-10-07T13.23.02.147,5.729,109.345,-23.384,-43.155
1570468982166,2019-10-07T13.23.02.166,5.748,127.104,-13.110,-40.107
1570468982187,2019-10-07T13.23.02.187,5.769,139.466,0.076,-37.515
1570468982207,2019-10-07T13.23.02.207,5.789,143.384,11.357,-31.662
1570468982228,2019-10-07T13.23.02.228,5.810,137.500,6.540,-22.973
1570468982248,2019-10-07T13.23.02.248,5.830,125.213,-2.729,-14.710
1570468982267,2019-10-07T13.23.02.267,5.849,111.143,-8.079,-7.348
1570468982288,2019-10-07T13.23.02.288,5.870,97.470,-5.274,-0.823
1570468982308,2019-10-07T13.23.02.308,5.890,83.674,10.534,5.595
1570468982329,2019-10-07T13.23.02.329,5.911,70.305,34.817,11.037
1570468982348,2019-10-07T13.23.02.348,5.930,59.177,48.780,14.771
1570468982369,2019-10-07T13.23.02.369,5.951,47.043,42.698,15.412
1570468982389,2019-10-07T13.23.02.389,5.971,31.098,19.802,14.604
1570468982410,2019-10-07T13.23.02.410,5.992,9.146,13.445,16.265
1570468982429,2019-10-07T13.23.02.429,6.011,-16.997,42.500,18.704
1570468982449,2019-10-07T13.23.02.449,6.031,-40.457,57.271,19.954
1570468982470,2019-10-07T13.23.02.470,6.052,-61.052,31.585,17.012
1570468982490,2019-10-07T13.23.02.490,6.072,-77.470,5.351,9.131
1570468982511,2019-10-07T13.23.02.511,6.093,-123.125,-28.247,1.784
1570468982530,2019-10-07T13.23.02.530,6.112,-150.442,50.960,12.500
1570468982550,2019-10-07T13.23.02.550,6.132,-93.841,116.235,-4.878
1570468982571,2019-10-07T13.23.02.571,6.153,-66.768,56.098,-32.744
1570468982591,2019-10-07T13.23.02.591,6.173,-77.226,-8.155,-30.686
1570468982610,2019-10-07T13.23.02.610,6.192,-73.643,-12.698,-10.610
1570468982631,2019-10-07T13.23.02.631,6.213,-61.357,8.613,-2.073
1570468982651,2019-10-07T13.23.02.651,6.233,-64.009,36.265,-6.204
1570468982672,2019-10-07T13.23.02.672,6.254,-37.637,49.482,-1.189
1570468982691,2019-10-07T13.23.02.691,6.273,-10.107,27.027,4.177
1570468982711,2019-10-07T13.23.02.711,6.293,-26.204,-7.241,-1.479
1570468982732,2019-10-07T13.23.02.732,6.314,-35.884,-38.277,-8.704
1570468982752,2019-10-07T13.23.02.752,6.334,-26.052,-50.152,-7.744
1570468982773,2019-10-07T13.23.02.773,6.355,-19.649,-38.049,-2.683
1570468982792,2019-10-07T13.23.02.792,6.374,-19.314,-18.338,-3.887
1570468982812,2019-10-07T13.23.02.812,6.394,-22.226,-1.448,-7.424
1570468982833,2019-10-07T13.23.02.833,6.415,-29.741,0.305,-6.387
1570468982853,2019-10-07T13.23.02.853,6.435,-41.601,-3.811,-1.646
1570468982872,2019-10-07T13.23.02.872,6.454,-58.308,9.101,4.009
1570468982893,2019-10-07T13.23.02.893,6.475,-76.799,36.540,7.607
1570468982913,2019-10-07T13.23.02.913,6.495,-97.119,49.924,7.942
1570468982934,2019-10-07T13.23.02.934,6.516,-122.851,51.326,4.527
1570468982953,2019-10-07T13.23.02.953,6.535,-150.107,11.936,-4.116
1570468982974,2019-10-07T13.23.02.974,6.556,-152.073,-37.104,-5.915
1570468982994,2019-10-07T13.23.02.994,6.576,-148.095,-39.436,-4.573
1570468983015,2019-10-07T13.23.03.015,6.597,-149.588,-37.424,-11.829
1570468983035,2019-10-07T13.23.03.035,6.617,-149.802,-6.616,-14.482
1570468983054,2019-10-07T13.23.03.054,6.636,-156.189,29.192,-5.976
1570468983075,2019-10-07T13.23.03.075,6.657,-166.021,1.418,-4.238
1570468983095,2019-10-07T13.23.03.095,6.677,-168.430,-40.564,-9.726
1570468983116,2019-10-07T13.23.03.116,6.698,-167.912,-52.591,-23.521
1570468983135,2019-10-07T13.23.03.135,6.717,-165.808,-82.393,-27.927
1570468983155,2019-10-07T13.23.03.155,6.737,-138.171,-105.595,-14.070
1570468983176,2019-10-07T13.23.03.176,6.758,-92.454,-89.009,0.244
1570468983196,2019-10-07T13.23.03.196,6.778,-41.280,-53.918,4.329
1570468983215,2019-10-07T13.23.03.215,6.797,19.284,-5.198,-1.555
1570468983236,2019-10-07T13.23.03.236,6.818,97.393,67.774,-5.930
1570468983256,2019-10-07T13.23.03.256,6.838,171.128,97.149,-1.037
1570468983277,2019-10-07T13.23.03.277,6.859,213.659,40.640,-0.838
1570468983296,2019-10-07T13.23.03.296,6.878,252.027,-21.326,-7.957
1570468983316,2019-10-07T13.23.03.316,6.898,292.439,-54.680,-17.774
1570468983337,2019-10-07T13.23.03.337,6.919,317.805,-71.463,-31.524
1570468983357,2019-10-07T13.23.03.357,6.939,305.549,-88.491,-51.006
1570468983378,2019-10-07T13.23.03.378,6.960,277.851,-96.631,-59.223
1570468983397,2019-10-07T13.23.03.397,6.979,264.665,-34.558,-45.213
1570468983417,2019-10-07T13.23.03.417,6.999,247.591,64.954,-24.451
1570468983438,2019-10-07T13.23.03.438,7.020,199.787,89.268,-13.034
1570468983458,2019-10-07T13.23.03.458,7.040,138.125,34.436,-9.253
1570468983477,2019-10-07T13.23.03.477,7.059,95.610,-29.497,-9.024
1570468983498,2019-10-07T13.23.03.498,7.080,70.884,-25.168,-3.140
1570468983518,2019-10-07T13.23.03.518,7.100,50.168,19.390,6.067
1570468983539,2019-10-07T13.23.03.539,7.121,24.116,43.216,13.841
1570468983558,2019-10-07T13.23.03.558,7.140,-0.351,54.101,17.058
1570468983578,2019-10-07T13.23.03.578,7.160,-20.122,63.994,15.274
1570468983599,2019-10-07T13.23.03.599,7.181,-112.088,38.064,7.957
1570468983620,2019-10-07T13.23.03.620,7.202,-175.076,102.287,17.088
1570468983640,2019-10-07T13.23.03.640,7.222,-94.375,98.750,-1.570
