epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1570468881530,2019-10-07T13.21.21.530,0.000,1.494,-1.662,-1.723
1570468881551,2019-10-07T13.21.21.551,0.021,1.082,-1.433,-2.073
1570468881571,2019-10-07T13.21.21.571,0.041,1.067,-2.256,-1.494
1570468881590,2019-10-07T13.21.21.590,0.060,0.640,-1.997,-1.402
1570468881611,2019-10-07T13.21.21.611,0.081,0.335,-1.448,-1.159
1570468881631,2019-10-07T13.21.21.631,0.101,0.152,-0.625,-0.686
1570468881652,2019-10-07T13.21.21.652,0.122,-0.091,0.427,-0.259
1570468881671,2019-10-07T13.21.21.671,0.141,-0.488,0.640,0.030
1570468881691,2019-10-07T13.21.21.691,0.161,-0.701,0.091,0.290
1570468881712,2019-10-07T13.21.21.712,0.182,-0.686,-0.625,0.534
1570468881732,2019-10-07T13.21.21.732,0.202,-0.473,-0.991,0.701
1570468881752,2019-10-07T13.21.21.752,0.222,-0.091,-0.579,0.915
1570468881772,2019-10-07T13.21.21.772,0.242,0.122,0.564,1.235
1570468881793,2019-10-07T13.21.21.793,0.263,-0.015,2.073,1.433
1570468881813,2019-10-07T13.21.21.813,0.283,-0.213,3.155,1.463
1570468881834,2019-10-07T13.21.21.834,0.304,-0.198,3.079,1.220
1570468881853,2019-10-07T13.21.21.853,0.323,-0.168,1.601,1.037
1570468881873,2019-10-07T13.21.21.873,0.343,0.152,0.823,0.915
1570468881894,2019-10-07T13.21.21.894,0.364,0.534,0.960,0.747
1570468881914,2019-10-07T13.21.21.914,0.384,0.671,1.326,0.655
1570468881933,2019-10-07T13.21.21.933,0.403,0.777,1.845,0.595
1570468881954,2019-10-07T13.21.21.954,0.424,0.686,2.439,0.503
1570468881974,2019-10-07T13.21.21.974,0.444,0.579,2.287,0.366
1570468881995,2019-10-07T13.21.21.995,0.465,0.396,0.655,0.213
1570468882014,2019-10-07T13.21.22.014,0.484,0.320,-0.457,-0.015
1570468882034,2019-10-07T13.21.22.034,0.504,0.259,-0.076,-0.046
1570468882055,2019-10-07T13.21.22.055,0.525,0.305,0.503,0.000
1570468882075,2019-10-07T13.21.22.075,0.545,0.534,-0.259,-0.244
1570468882096,2019-10-07T13.21.22.096,0.566,1.174,-1.936,-0.595
1570468882115,2019-10-07T13.21.22.115,0.585,1.799,-3.857,-0.960
1570468882135,2019-10-07T13.21.22.135,0.605,2.393,-5.107,-1.280
1570468882156,2019-10-07T13.21.22.156,0.626,2.820,-5.152,-1.463
1570468882176,2019-10-07T13.21.22.176,0.646,2.912,-4.070,-1.463
1570468882195,2019-10-07T13.21.22.195,0.665,2.652,-3.155,-1.387
1570468882216,2019-10-07T13.21.22.216,0.686,2.226,-2.317,-1.220
1570468882236,2019-10-07T13.21.22.236,0.706,1.555,-1.280,-1.082
1570468882257,2019-10-07T13.21.22.257,0.727,0.930,-0.427,-0.960
1570468882276,2019-10-07T13.21.22.276,0.746,0.427,0.320,-0.854
1570468882296,2019-10-07T13.21.22.296,0.766,0.030,1.189,-0.579
1570468882317,2019-10-07T13.21.22.317,0.787,-0.183,2.256,-0.213
1570468882337,2019-10-07T13.21.22.337,0.807,-0.549,3.323,0.000
1570468882358,2019-10-07T13.21.22.358,0.828,-0.747,3.735,0.168
1570468882377,2019-10-07T13.21.22.377,0.847,-0.899,3.095,0.137
1570468882398,2019-10-07T13.21.22.398,0.868,-1.113,2.302,0.168
1570468882418,2019-10-07T13.21.22.418,0.888,-1.128,2.988,0.381
1570468882439,2019-10-07T13.21.22.439,0.909,-0.732,3.232,0.366
1570468882458,2019-10-07T13.21.22.458,0.928,-0.610,1.098,0.137
1570468882478,2019-10-07T13.21.22.478,0.948,-0.518,0.076,0.168
1570468882499,2019-10-07T13.21.22.499,0.969,-0.534,1.707,0.305
1570468882519,2019-10-07T13.21.22.519,0.989,-0.488,2.088,0.213
1570468882538,2019-10-07T13.21.22.538,1.008,-0.427,1.479,0.213
1570468882559,2019-10-07T13.21.22.559,1.029,-0.213,2.546,0.427
1570468882579,2019-10-07T13.21.22.579,1.049,-0.213,1.936,0.274
1570468882600,2019-10-07T13.21.22.600,1.070,-0.610,0.122,0.137
1570468882620,2019-10-07T13.21.22.620,1.090,-0.823,-0.183,0.107
1570468882639,2019-10-07T13.21.22.639,1.109,-0.762,-0.046,0.122
1570468882660,2019-10-07T13.21.22.660,1.130,-1.037,-0.122,0.107
1570468882680,2019-10-07T13.21.22.680,1.150,-1.082,-0.305,-0.061
1570468882701,2019-10-07T13.21.22.701,1.171,-0.777,0.168,0.046
1570468882720,2019-10-07T13.21.22.720,1.190,-0.549,0.229,0.122
1570468882740,2019-10-07T13.21.22.740,1.210,-0.457,-0.793,0.015
1570468882761,2019-10-07T13.21.22.761,1.231,-0.427,-1.402,-0.107
1570468882781,2019-10-07T13.21.22.781,1.251,-0.381,-1.204,-0.122
1570468882800,2019-10-07T13.21.22.800,1.270,-0.457,-1.799,-0.381
1570468882821,2019-10-07T13.21.22.821,1.291,-0.427,-2.759,-0.549
1570468882841,2019-10-07T13.21.22.841,1.311,-0.046,-2.271,-0.503
1570468882862,2019-10-07T13.21.22.862,1.332,0.427,-1.235,-0.549
1570468882882,2019-10-07T13.21.22.882,1.352,0.747,-0.808,-0.595
1570468882901,2019-10-07T13.21.22.901,1.371,0.945,-0.274,-0.549
1570468882922,2019-10-07T13.21.22.922,1.392,0.884,-0.229,-0.595
1570468882942,2019-10-07T13.21.22.942,1.412,0.854,-0.274,-0.671
1570468882963,2019-10-07T13.21.22.963,1.433,1.143,0.122,-0.686
1570468882982,2019-10-07T13.21.22.982,1.452,1.204,0.518,-0.686
1570468883003,2019-10-07T13.21.23.003,1.473,1.128,0.579,-0.701
1570468883023,2019-10-07T13.21.23.023,1.493,0.991,1.463,-0.488
1570468883044,2019-10-07T13.21.23.044,1.514,1.006,3.034,-0.396
1570468883063,2019-10-07T13.21.23.063,1.533,1.067,1.707,-0.579
1570468883083,2019-10-07T13.21.23.083,1.553,0.960,0.168,-0.610
1570468883104,2019-10-07T13.21.23.104,1.574,1.052,1.113,-0.518
1570468883124,2019-10-07T13.21.23.124,1.594,1.006,0.610,-0.595
1570468883145,2019-10-07T13.21.23.145,1.615,0.655,-0.640,-0.655
1570468883164,2019-10-07T13.21.23.164,1.634,0.503,-0.381,-0.686
1570468883184,2019-10-07T13.21.23.184,1.654,0.412,-0.122,-0.625
1570468883205,2019-10-07T13.21.23.205,1.675,0.335,0.244,-0.564
1570468883225,2019-10-07T13.21.23.225,1.695,0.412,0.534,-0.488
1570468883244,2019-10-07T13.21.23.244,1.714,0.290,0.427,-0.518
1570468883265,2019-10-07T13.21.23.265,1.735,0.579,0.488,-0.579
1570468883285,2019-10-07T13.21.23.285,1.755,0.701,-0.320,-0.655
1570468883306,2019-10-07T13.21.23.306,1.776,0.655,-0.732,-0.655
1570468883325,2019-10-07T13.21.23.325,1.795,0.625,0.366,-0.412
1570468883345,2019-10-07T13.21.23.345,1.815,0.579,0.701,-0.381
1570468883366,2019-10-07T13.21.23.366,1.836,0.290,-0.168,-0.488
1570468883386,2019-10-07T13.21.23.386,1.856,0.091,-0.640,-0.412
1570468883407,2019-10-07T13.21.23.407,1.877,0.000,0.168,-0.305
1570468883426,2019-10-07T13.21.23.426,1.896,0.137,0.549,-0.259
1570468883446,2019-10-07T13.21.23.446,1.916,0.076,0.213,-0.213
1570468883467,2019-10-07T13.21.23.467,1.937,0.000,0.534,-0.259
1570468883487,2019-10-07T13.21.23.487,1.957,0.137,0.168,-0.290
1570468883506,2019-10-07T13.21.23.506,1.976,0.168,-0.290,-0.244
1570468883527,2019-10-07T13.21.23.527,1.997,0.152,-0.473,-0.244
1570468883547,2019-10-07T13.21.23.547,2.017,0.427,-0.320,-0.198
1570468883568,2019-10-07T13.21.23.568,2.038,0.427,-0.518,-0.259
1570468883587,2019-10-07T13.21.23.587,2.057,0.320,-0.503,-0.244
1570468883607,2019-10-07T13.21.23.607,2.077,0.244,-0.351,-0.213
1570468883628,2019-10-07T13.21.23.628,2.098,0.137,-0.762,-0.244
1570468883648,2019-10-07T13.21.23.648,2.118,-0.076,-0.747,-0.229
1570468883669,2019-10-07T13.21.23.669,2.139,-0.091,-0.488,-0.320
1570468883688,2019-10-07T13.21.23.688,2.158,0.076,-0.503,-0.305
1570468883709,2019-10-07T13.21.23.709,2.179,0.290,-0.625,-0.442
1570468883729,2019-10-07T13.21.23.729,2.199,0.351,-1.021,-0.549
1570468883750,2019-10-07T13.21.23.750,2.220,0.381,-0.899,-0.595
1570468883769,2019-10-07T13.21.23.769,2.239,0.274,-0.610,-0.655
1570468883789,2019-10-07T13.21.23.789,2.259,-0.351,-0.808,-0.747
1570468883810,2019-10-07T13.21.23.810,2.280,-0.960,0.046,-0.732
1570468883830,2019-10-07T13.21.23.830,2.300,-0.762,1.555,-0.732
1570468883849,2019-10-07T13.21.23.849,2.319,-0.107,1.540,-0.930
1570468883870,2019-10-07T13.21.23.870,2.340,-0.046,-1.402,-1.235
1570468883890,2019-10-07T13.21.23.890,2.360,0.442,-3.308,-1.159
1570468883911,2019-10-07T13.21.23.911,2.381,1.448,-0.915,-0.945
1570468883931,2019-10-07T13.21.23.931,2.401,2.210,1.235,-0.777
