epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1570470731084,2019-10-07T13.52.11.084,0.000,0.503,-0.457,-0.259
1570470731104,2019-10-07T13.52.11.104,0.020,0.274,-0.213,-0.549
1570470731124,2019-10-07T13.52.11.124,0.040,0.183,-0.290,-0.335
1570470731144,2019-10-07T13.52.11.144,0.060,0.076,0.305,-0.244
1570470731164,2019-10-07T13.52.11.164,0.080,0.122,0.595,-0.229
1570470731184,2019-10-07T13.52.11.184,0.100,0.229,0.152,-0.366
1570470731204,2019-10-07T13.52.11.204,0.120,0.274,-0.518,-0.366
1570470731224,2019-10-07T13.52.11.224,0.140,0.274,-0.457,-0.320
1570470731244,2019-10-07T13.52.11.244,0.160,0.290,0.000,-0.351
1570470731264,2019-10-07T13.52.11.264,0.180,0.198,0.381,-0.351
1570470731284,2019-10-07T13.52.11.284,0.200,0.137,0.107,-0.351
1570470731304,2019-10-07T13.52.11.304,0.220,0.152,-0.412,-0.396
1570470731324,2019-10-07T13.52.11.324,0.240,0.168,-0.259,-0.457
1570470731344,2019-10-07T13.52.11.344,0.260,0.152,-0.091,-0.381
1570470731364,2019-10-07T13.52.11.364,0.280,0.229,-0.259,-0.412
1570470731384,2019-10-07T13.52.11.384,0.300,0.290,-0.213,-0.366
1570470731404,2019-10-07T13.52.11.404,0.320,0.259,-0.168,-0.396
1570470731424,2019-10-07T13.52.11.424,0.340,0.152,-0.213,-0.351
1570470731444,2019-10-07T13.52.11.444,0.360,0.107,0.122,-0.305
1570470731464,2019-10-07T13.52.11.464,0.380,0.122,-0.091,-0.320
1570470731484,2019-10-07T13.52.11.484,0.400,0.229,-0.351,-0.305
1570470731504,2019-10-07T13.52.11.504,0.420,0.168,0.183,-0.183
1570470731524,2019-10-07T13.52.11.524,0.440,0.137,1.189,-0.229
1570470731544,2019-10-07T13.52.11.544,0.460,0.335,0.183,-0.305
1570470731564,2019-10-07T13.52.11.564,0.480,0.503,-0.762,-0.305
1570470731584,2019-10-07T13.52.11.584,0.500,0.229,-0.854,-0.442
1570470731604,2019-10-07T13.52.11.604,0.520,0.229,-0.518,-0.320
1570470731624,2019-10-07T13.52.11.624,0.540,0.229,0.030,-0.259
1570470731644,2019-10-07T13.52.11.644,0.560,0.183,0.030,-0.244
1570470731664,2019-10-07T13.52.11.664,0.580,0.366,-0.396,-0.259
1570470731684,2019-10-07T13.52.11.684,0.600,0.473,-0.610,-0.305
1570470731704,2019-10-07T13.52.11.704,0.620,0.335,-0.229,-0.259
1570470731724,2019-10-07T13.52.11.724,0.640,0.168,0.152,-0.198
1570470731744,2019-10-07T13.52.11.744,0.660,-0.076,0.107,-0.152
1570470731764,2019-10-07T13.52.11.764,0.680,-0.351,-0.137,-0.137
1570470731784,2019-10-07T13.52.11.784,0.700,-0.686,0.244,-0.091
1570470731804,2019-10-07T13.52.11.804,0.720,-0.518,1.082,-0.274
1570470731824,2019-10-07T13.52.11.824,0.740,-0.015,0.640,-0.274
1570470731844,2019-10-07T13.52.11.844,0.760,0.595,-0.198,-0.259
1570470731864,2019-10-07T13.52.11.864,0.780,0.930,-0.716,-0.412
1570470731884,2019-10-07T13.52.11.884,0.800,0.945,-1.646,-0.549
1570470731904,2019-10-07T13.52.11.904,0.820,0.838,-0.945,-0.503
1570470731924,2019-10-07T13.52.11.924,0.840,0.640,-0.061,-0.427
1570470731944,2019-10-07T13.52.11.944,0.860,0.488,-0.503,-0.473
1570470731964,2019-10-07T13.52.11.964,0.880,0.473,-0.915,-0.488
1570470731984,2019-10-07T13.52.11.984,0.900,0.366,-0.915,-0.381
1570470732004,2019-10-07T13.52.12.004,0.920,0.000,-0.381,-0.290
1570470732024,2019-10-07T13.52.12.024,0.940,-0.503,0.076,-0.290
1570470732044,2019-10-07T13.52.12.044,0.960,-0.793,-0.381,-0.290
1570470732064,2019-10-07T13.52.12.064,0.980,-0.549,-0.823,-0.381
