epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1570465438461,2019-10-07T12.23.58.461,0.000,0.091,0.442,-0.686
1570465438482,2019-10-07T12.23.58.482,0.021,0.015,0.290,-0.107
1570465438502,2019-10-07T12.23.58.502,0.041,-0.107,0.412,-0.351
1570465438523,2019-10-07T12.23.58.523,0.062,-0.198,0.823,-0.427
1570465438542,2019-10-07T12.23.58.542,0.081,-0.091,0.229,-0.457
1570465438562,2019-10-07T12.23.58.562,0.101,0.122,-0.046,-0.412
1570465438583,2019-10-07T12.23.58.583,0.122,0.351,-0.305,-0.518
1570465438603,2019-10-07T12.23.58.603,0.142,0.305,-0.213,-0.488
1570465438622,2019-10-07T12.23.58.622,0.161,0.091,1.098,-0.290
1570465438643,2019-10-07T12.23.58.643,0.182,0.290,1.021,-0.198
1570465438663,2019-10-07T12.23.58.663,0.202,0.473,0.854,-0.061
1570465438684,2019-10-07T12.23.58.684,0.223,0.473,1.448,-0.259
1570465438704,2019-10-07T12.23.58.704,0.243,0.488,0.259,-0.351
1570465438724,2019-10-07T12.23.58.724,0.263,0.305,0.061,-0.366
1570465438744,2019-10-07T12.23.58.744,0.283,0.351,0.610,-0.290
1570465438765,2019-10-07T12.23.58.765,0.304,0.549,0.610,-0.259
1570465438785,2019-10-07T12.23.58.785,0.324,0.777,0.046,-0.290
1570465438804,2019-10-07T12.23.58.804,0.343,0.777,0.290,-0.213
1570465438825,2019-10-07T12.23.58.825,0.364,0.655,0.549,-0.183
1570465438845,2019-10-07T12.23.58.845,0.384,0.396,0.503,-0.183
1570465438866,2019-10-07T12.23.58.866,0.405,0.168,0.640,-0.091
1570465438885,2019-10-07T12.23.58.885,0.424,0.168,0.366,-0.137
1570465438905,2019-10-07T12.23.58.905,0.444,0.457,-0.534,-0.213
1570465438926,2019-10-07T12.23.58.926,0.465,0.747,-0.701,-0.152
1570465438946,2019-10-07T12.23.58.946,0.485,0.747,-0.076,-0.030
1570465438967,2019-10-07T12.23.58.967,0.506,0.595,0.076,-0.015
1570465438986,2019-10-07T12.23.58.986,0.525,0.518,-0.305,-0.015
1570465439006,2019-10-07T12.23.59.006,0.545,0.579,-0.488,-0.015
1570465439027,2019-10-07T12.23.59.027,0.566,0.610,-0.564,-0.046
1570465439047,2019-10-07T12.23.59.047,0.586,0.503,-1.372,-0.061
1570465439066,2019-10-07T12.23.59.066,0.605,0.305,-1.479,-0.061
1570465439087,2019-10-07T12.23.59.087,0.626,0.213,-0.579,-0.061
1570465439107,2019-10-07T12.23.59.107,0.646,0.152,-0.335,-0.046
1570465439128,2019-10-07T12.23.59.128,0.667,0.107,-0.442,-0.061
1570465439147,2019-10-07T12.23.59.147,0.686,0.122,-0.534,-0.107
1570465439167,2019-10-07T12.23.59.167,0.706,0.259,-1.082,-0.213
1570465439188,2019-10-07T12.23.59.188,0.727,0.305,-1.829,-0.396
1570465439208,2019-10-07T12.23.59.208,0.747,0.305,-1.753,-0.259
1570465439229,2019-10-07T12.23.59.229,0.768,0.168,0.335,0.000
1570465439248,2019-10-07T12.23.59.248,0.787,0.198,0.838,-0.091
1570465439268,2019-10-07T12.23.59.268,0.807,0.473,-0.427,-0.168
1570465439289,2019-10-07T12.23.59.289,0.828,0.579,-0.381,-0.351
1570465439309,2019-10-07T12.23.59.309,0.848,0.625,-0.244,-0.366
1570465439329,2019-10-07T12.23.59.329,0.868,0.625,-0.046,-0.335
1570465439349,2019-10-07T12.23.59.349,0.888,0.457,0.015,-0.259
1570465439370,2019-10-07T12.23.59.370,0.909,0.396,0.381,-0.274
1570465439390,2019-10-07T12.23.59.390,0.929,0.442,0.366,-0.290
1570465439409,2019-10-07T12.23.59.409,0.948,0.579,0.076,-0.107
1570465439430,2019-10-07T12.23.59.430,0.969,0.503,1.037,-0.046
