epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1570470817911,2019-10-07T13.53.37.911,0.000,0.564,0.198,-0.747
1570470817931,2019-10-07T13.53.37.931,0.020,0.503,0.671,-0.274
1570470817951,2019-10-07T13.53.37.951,0.040,0.671,0.534,-0.168
1570470817971,2019-10-07T13.53.37.971,0.060,0.534,-0.091,-0.335
1570470817991,2019-10-07T13.53.37.991,0.080,0.488,-0.473,-0.396
1570470818011,2019-10-07T13.53.38.011,0.100,0.427,-0.030,-0.213
1570470818031,2019-10-07T13.53.38.031,0.120,0.351,0.473,-0.076
1570470818051,2019-10-07T13.53.38.051,0.140,0.229,-0.290,-0.290
1570470818071,2019-10-07T13.53.38.071,0.160,0.335,-0.595,-0.442
1570470818091,2019-10-07T13.53.38.091,0.180,0.534,-0.107,-0.320
1570470818111,2019-10-07T13.53.38.111,0.200,0.579,0.579,-0.168
1570470818131,2019-10-07T13.53.38.131,0.220,0.503,0.686,-0.183
1570470818151,2019-10-07T13.53.38.151,0.240,0.274,0.640,-0.198
1570470818171,2019-10-07T13.53.38.171,0.260,0.442,0.793,-0.290
1570470818191,2019-10-07T13.53.38.191,0.280,0.732,0.061,-0.366
1570470818211,2019-10-07T13.53.38.211,0.300,0.808,-0.793,-0.351
1570470818231,2019-10-07T13.53.38.231,0.320,0.823,0.046,-0.259
1570470818251,2019-10-07T13.53.38.251,0.340,0.655,1.082,-0.229
1570470818271,2019-10-07T13.53.38.271,0.360,0.625,0.915,-0.213
1570470818291,2019-10-07T13.53.38.291,0.380,0.701,0.549,-0.213
1570470818311,2019-10-07T13.53.38.311,0.400,0.732,0.030,-0.229
1570470818331,2019-10-07T13.53.38.331,0.420,0.549,-0.183,-0.229
1570470818351,2019-10-07T13.53.38.351,0.440,0.320,-0.305,-0.290
1570470818371,2019-10-07T13.53.38.371,0.460,0.213,0.137,-0.274
1570470818391,2019-10-07T13.53.38.391,0.480,0.351,0.488,-0.183
1570470818411,2019-10-07T13.53.38.411,0.500,0.488,0.030,-0.183
1570470818431,2019-10-07T13.53.38.431,0.520,0.595,0.244,-0.137
1570470818451,2019-10-07T13.53.38.451,0.540,0.564,0.412,-0.152
1570470818471,2019-10-07T13.53.38.471,0.560,0.396,-0.046,-0.152
1570470818491,2019-10-07T13.53.38.491,0.580,0.351,-0.442,-0.183
1570470818511,2019-10-07T13.53.38.511,0.600,0.274,-0.244,-0.168
1570470818531,2019-10-07T13.53.38.531,0.620,0.229,0.030,-0.183
