epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1570470852598,2019-10-07T13.54.12.598,0.000,-0.473,-1.052,-0.046
1570470852618,2019-10-07T13.54.12.618,0.020,-0.305,-1.006,0.777
1570470852638,2019-10-07T13.54.12.638,0.040,-0.259,-0.640,0.244
1570470852658,2019-10-07T13.54.12.658,0.060,-0.335,-0.244,0.152
1570470852678,2019-10-07T13.54.12.678,0.080,-0.442,-0.473,0.244
1570470852698,2019-10-07T13.54.12.698,0.100,-0.213,0.122,0.122
1570470852718,2019-10-07T13.54.12.718,0.120,-0.015,0.198,0.107
1570470852738,2019-10-07T13.54.12.738,0.140,-0.015,-0.686,-0.015
1570470852758,2019-10-07T13.54.12.758,0.160,0.046,-1.220,-0.183
1570470852778,2019-10-07T13.54.12.778,0.180,0.229,-0.960,-0.183
1570470852798,2019-10-07T13.54.12.798,0.200,0.396,-0.640,-0.076
1570470852818,2019-10-07T13.54.12.818,0.220,0.396,-0.671,-0.091
1570470852838,2019-10-07T13.54.12.838,0.240,0.366,-0.838,-0.122
1570470852858,2019-10-07T13.54.12.858,0.260,0.335,-0.838,-0.152
1570470852878,2019-10-07T13.54.12.878,0.280,0.213,-0.777,-0.152
1570470852898,2019-10-07T13.54.12.898,0.300,-0.046,-0.579,-0.107
1570470852918,2019-10-07T13.54.12.918,0.320,-0.229,-0.213,-0.046
1570470852938,2019-10-07T13.54.12.938,0.340,-0.320,-0.198,0.046
1570470852958,2019-10-07T13.54.12.958,0.360,-0.457,-0.259,0.000
1570470852978,2019-10-07T13.54.12.978,0.380,-0.534,0.168,-0.030
1570470852998,2019-10-07T13.54.12.998,0.400,-0.503,1.021,0.076
1570470853018,2019-10-07T13.54.13.018,0.420,-0.244,0.777,0.046
1570470853038,2019-10-07T13.54.13.038,0.440,-0.015,-0.030,-0.015
1570470853058,2019-10-07T13.54.13.058,0.460,0.244,-0.595,-0.137
1570470853078,2019-10-07T13.54.13.078,0.480,0.564,-0.412,-0.183
1570470853098,2019-10-07T13.54.13.098,0.500,0.823,0.107,-0.152
1570470853118,2019-10-07T13.54.13.118,0.520,0.854,0.351,-0.046
1570470853138,2019-10-07T13.54.13.138,0.540,1.021,1.006,-0.091
1570470853158,2019-10-07T13.54.13.158,0.560,1.448,0.884,-0.137
1570470853178,2019-10-07T13.54.13.178,0.580,1.845,0.427,0.015
1570470853198,2019-10-07T13.54.13.198,0.600,1.753,0.229,0.244
1570470853218,2019-10-07T13.54.13.218,0.620,1.738,-0.640,0.274
1570470853238,2019-10-07T13.54.13.238,0.640,2.012,0.229,0.351
1570470853258,2019-10-07T13.54.13.258,0.660,2.332,0.747,0.290
1570470853278,2019-10-07T13.54.13.278,0.680,2.271,0.640,0.320
1570470853298,2019-10-07T13.54.13.298,0.700,2.226,-0.183,0.518
1570470853318,2019-10-07T13.54.13.318,0.720,2.348,-0.595,0.701
1570470853338,2019-10-07T13.54.13.338,0.740,2.287,1.494,0.823
1570470853358,2019-10-07T13.54.13.358,0.760,2.546,1.037,0.534
1570470853378,2019-10-07T13.54.13.378,0.780,2.912,-2.881,0.381
1570470853398,2019-10-07T13.54.13.398,0.800,3.034,-3.049,0.640
1570470853418,2019-10-07T13.54.13.418,0.820,2.820,-0.899,1.052
1570470853438,2019-10-07T13.54.13.438,0.840,2.287,-0.396,1.189
1570470853458,2019-10-07T13.54.13.458,0.860,1.509,-1.037,1.280
1570470853478,2019-10-07T13.54.13.478,0.880,0.625,-1.143,1.387
1570470853498,2019-10-07T13.54.13.498,0.900,0.213,0.015,1.616
1570470853518,2019-10-07T13.54.13.518,0.920,-0.076,0.259,1.723
1570470853538,2019-10-07T13.54.13.538,0.940,-0.015,-0.671,1.570
1570470853558,2019-10-07T13.54.13.558,0.960,0.198,-2.302,1.418
1570470853578,2019-10-07T13.54.13.578,0.980,0.122,-3.674,1.418
1570470853598,2019-10-07T13.54.13.598,1.000,0.229,-3.704,1.448
1570470853618,2019-10-07T13.54.13.618,1.020,0.412,-2.744,1.662
1570470853638,2019-10-07T13.54.13.638,1.040,0.595,-2.439,1.601
1570470853658,2019-10-07T13.54.13.658,1.060,0.534,-3.186,1.479
1570470853678,2019-10-07T13.54.13.678,1.080,0.046,-3.841,1.646
1570470853698,2019-10-07T13.54.13.698,1.100,-0.793,-2.759,1.753
1570470853718,2019-10-07T13.54.13.718,1.120,-0.899,-1.631,1.768
1570470853738,2019-10-07T13.54.13.738,1.140,-0.884,-1.753,1.784
1570470853758,2019-10-07T13.54.13.758,1.160,-1.052,-2.149,1.951
1570470853778,2019-10-07T13.54.13.778,1.180,-1.448,-1.738,2.073
1570470853798,2019-10-07T13.54.13.798,1.200,-2.012,-0.442,2.393
1570470853818,2019-10-07T13.54.13.818,1.220,-3.125,0.549,2.698
1570470853838,2019-10-07T13.54.13.838,1.240,-4.009,-2.332,2.530
1570470853858,2019-10-07T13.54.13.858,1.260,-5.259,-4.985,2.576
1570470853878,2019-10-07T13.54.13.878,1.280,-8.171,-3.079,3.338
1570470853898,2019-10-07T13.54.13.898,1.300,-13.384,-2.149,4.040
1570470853918,2019-10-07T13.54.13.918,1.320,-20.046,-5.107,4.314
1570470853938,2019-10-07T13.54.13.938,1.340,-26.585,-8.674,4.070
1570470853958,2019-10-07T13.54.13.958,1.360,-34.223,-9.299,4.345
1570470853978,2019-10-07T13.54.13.978,1.380,-40.854,-5.274,5.076
1570470853998,2019-10-07T13.54.13.998,1.400,-47.363,-9.085,5.107
1570470854018,2019-10-07T13.54.14.018,1.420,-56.174,-18.003,6.646
1570470854038,2019-10-07T13.54.14.038,1.440,-66.341,-23.155,5.030
1570470854058,2019-10-07T13.54.14.058,1.460,-75.777,-32.530,3.674
1570470854078,2019-10-07T13.54.14.078,1.480,-87.027,-37.256,2.637
1570470854098,2019-10-07T13.54.14.098,1.500,-114.024,-31.235,-3.079
