epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1570465365501,2019-10-07T12.22.45.501,1.068,0.473,-0.915,-0.290
1570465365522,2019-10-07T12.22.45.522,1.089,0.274,-0.198,-0.168
1570465365542,2019-10-07T12.22.45.542,1.109,0.183,0.564,-0.091
1570465365563,2019-10-07T12.22.45.563,1.130,0.137,-0.488,-0.274
1570465365583,2019-10-07T12.22.45.583,1.150,0.046,-1.037,-0.366
1570465365602,2019-10-07T12.22.45.602,1.169,0.091,-0.488,-0.442
1570465365623,2019-10-07T12.22.45.623,1.190,0.137,-0.305,-0.213
1570465365643,2019-10-07T12.22.45.643,1.210,0.000,0.945,-0.076
1570465365664,2019-10-07T12.22.45.664,1.231,-0.046,1.601,-0.061
1570465365683,2019-10-07T12.22.45.683,1.250,-0.229,1.067,-0.152
1570465365703,2019-10-07T12.22.45.703,1.270,-0.244,0.442,-0.244
1570465365724,2019-10-07T12.22.45.724,1.291,-0.183,0.701,-0.183
1570465365744,2019-10-07T12.22.45.744,1.311,-0.061,0.091,-0.274
1570465365763,2019-10-07T12.22.45.763,1.330,0.183,-0.305,-0.381
1570465365784,2019-10-07T12.22.45.784,1.351,0.183,0.610,-0.305
1570465365804,2019-10-07T12.22.45.804,1.371,0.213,0.473,-0.335
1570465365825,2019-10-07T12.22.45.825,1.392,0.061,0.244,-0.396
1570465365845,2019-10-07T12.22.45.845,1.412,-0.015,0.335,-0.335
1570465365864,2019-10-07T12.22.45.864,1.431,0.061,0.671,-0.244
1570465365885,2019-10-07T12.22.45.885,1.452,0.213,0.412,-0.305
1570465365905,2019-10-07T12.22.45.905,1.472,0.274,-0.335,-0.366
1570465365926,2019-10-07T12.22.45.926,1.493,0.274,0.030,-0.244
1570465365945,2019-10-07T12.22.45.945,1.512,0.305,0.152,-0.213
1570465365965,2019-10-07T12.22.45.965,1.532,0.366,0.427,-0.152
1570465365986,2019-10-07T12.22.45.986,1.553,0.473,0.595,-0.122
1570465366006,2019-10-07T12.22.46.006,1.573,0.671,0.564,0.046
1570465366025,2019-10-07T12.22.46.025,1.592,0.686,0.564,0.030
1570465366046,2019-10-07T12.22.46.046,1.613,0.625,0.412,-0.076
1570465366067,2019-10-07T12.22.46.067,1.634,0.579,0.152,-0.168
1570465366087,2019-10-07T12.22.46.087,1.654,0.655,-0.747,-0.213
1570465366108,2019-10-07T12.22.46.108,1.675,0.671,-1.494,-0.229
1570465366127,2019-10-07T12.22.46.127,1.694,0.427,-1.021,-0.213
1570465366147,2019-10-07T12.22.46.147,1.714,0.229,0.183,-0.137
1570465366168,2019-10-07T12.22.46.168,1.735,0.351,0.396,-0.076
1570465366188,2019-10-07T12.22.46.188,1.755,0.610,-0.488,-0.107
1570465366207,2019-10-07T12.22.46.207,1.774,0.716,-0.534,-0.076
1570465366228,2019-10-07T12.22.46.228,1.795,0.686,-0.381,-0.137
1570465366248,2019-10-07T12.22.46.248,1.815,0.640,-0.488,-0.076
1570465366269,2019-10-07T12.22.46.269,1.836,0.640,-0.046,-0.076
1570465366288,2019-10-07T12.22.46.288,1.855,0.488,-0.351,-0.168
1570465366308,2019-10-07T12.22.46.308,1.875,0.274,-1.372,-0.274
1570465366329,2019-10-07T12.22.46.329,1.896,0.046,-1.174,-0.137
1570465366349,2019-10-07T12.22.46.349,1.916,-0.030,0.183,0.107
1570465366370,2019-10-07T12.22.46.370,1.937,0.030,1.189,0.152
1570465366389,2019-10-07T12.22.46.389,1.956,0.305,-0.061,0.061
1570465366409,2019-10-07T12.22.46.409,1.976,0.427,-0.655,-0.015
1570465366430,2019-10-07T12.22.46.430,1.997,0.427,0.503,0.030
1570465366450,2019-10-07T12.22.46.450,2.017,0.351,0.747,0.137
1570465366469,2019-10-07T12.22.46.469,2.036,0.457,-0.183,0.000
1570465366490,2019-10-07T12.22.46.490,2.057,0.534,-1.265,-0.198
1570465366510,2019-10-07T12.22.46.510,2.077,0.640,-1.021,-0.213
1570465366531,2019-10-07T12.22.46.531,2.098,0.686,-0.762,-0.061
1570465366550,2019-10-07T12.22.46.550,2.117,0.686,-0.518,-0.015
1570465366570,2019-10-07T12.22.46.570,2.137,0.625,-0.396,-0.137
1570465366591,2019-10-07T12.22.46.591,2.158,0.564,-1.037,-0.198
1570465366611,2019-10-07T12.22.46.611,2.178,0.503,-1.402,-0.229
1570465366632,2019-10-07T12.22.46.632,2.199,0.564,-1.128,-0.168
1570465366651,2019-10-07T12.22.46.651,2.218,0.442,0.320,0.061
1570465366671,2019-10-07T12.22.46.671,2.238,0.381,0.808,0.046
1570465366692,2019-10-07T12.22.46.692,2.259,0.366,0.046,-0.076
1570465366712,2019-10-07T12.22.46.712,2.279,0.457,-0.823,-0.198
1570465366732,2019-10-07T12.22.46.732,2.299,0.412,-0.412,-0.061
1570465366752,2019-10-07T12.22.46.752,2.319,0.488,0.290,0.107
1570465366773,2019-10-07T12.22.46.773,2.340,0.595,0.366,0.030
1570465366793,2019-10-07T12.22.46.793,2.360,0.625,-0.320,-0.091
1570465366812,2019-10-07T12.22.46.812,2.379,0.640,-1.113,-0.122
1570465366833,2019-10-07T12.22.46.833,2.400,0.793,-0.534,-0.076
1570465366853,2019-10-07T12.22.46.853,2.420,0.793,0.183,-0.122
1570465366874,2019-10-07T12.22.46.874,2.441,0.838,-0.244,-0.122
1570465366894,2019-10-07T12.22.46.894,2.461,0.823,0.168,0.000
1570465366913,2019-10-07T12.22.46.913,2.480,0.732,0.655,0.015
1570465366934,2019-10-07T12.22.46.934,2.501,0.640,0.473,0.046
1570465366954,2019-10-07T12.22.46.954,2.521,0.595,0.412,0.015
1570465366975,2019-10-07T12.22.46.975,2.542,0.762,0.488,0.015
1570465366994,2019-10-07T12.22.46.994,2.561,1.021,0.198,0.107
1570465367014,2019-10-07T12.22.47.014,2.581,1.052,0.213,0.213
1570465367035,2019-10-07T12.22.47.035,2.602,0.930,0.290,0.183
1570465367055,2019-10-07T12.22.47.055,2.622,0.960,0.412,-0.061
1570465367074,2019-10-07T12.22.47.074,2.641,1.174,-0.976,-0.244
1570465367095,2019-10-07T12.22.47.095,2.662,1.372,-1.692,-0.152
1570465367115,2019-10-07T12.22.47.115,2.682,1.296,-0.655,-0.107
1570465367136,2019-10-07T12.22.47.136,2.703,1.037,-0.457,-0.168
1570465367156,2019-10-07T12.22.47.156,2.723,0.823,-1.387,-0.168
1570465367175,2019-10-07T12.22.47.175,2.742,0.396,-1.174,0.046
1570465367196,2019-10-07T12.22.47.196,2.763,0.107,0.152,0.244
1570465367216,2019-10-07T12.22.47.216,2.783,0.229,-0.137,0.259
1570465367237,2019-10-07T12.22.47.237,2.804,0.244,-0.671,0.274
1570465367256,2019-10-07T12.22.47.256,2.823,0.107,-0.412,0.213
1570465367276,2019-10-07T12.22.47.276,2.843,0.229,-1.753,0.061
1570465367297,2019-10-07T12.22.47.297,2.864,0.457,-3.476,0.000
1570465367317,2019-10-07T12.22.47.317,2.884,0.335,-3.338,0.259
1570465367338,2019-10-07T12.22.47.338,2.905,-0.122,-1.753,0.534
1570465367357,2019-10-07T12.22.47.357,2.924,-0.579,-1.235,0.610
1570465367378,2019-10-07T12.22.47.378,2.945,-0.915,-2.607,0.549
1570465367398,2019-10-07T12.22.47.398,2.965,-1.098,-4.314,0.366
1570465367419,2019-10-07T12.22.47.419,2.986,-1.250,-4.497,0.320
1570465367438,2019-10-07T12.22.47.438,3.005,-1.265,-4.085,0.320
1570465367458,2019-10-07T12.22.47.458,3.025,-1.174,-4.070,0.396
1570465367479,2019-10-07T12.22.47.479,3.046,-0.960,-3.506,0.473
1570465367499,2019-10-07T12.22.47.499,3.066,-0.579,-2.073,0.564
1570465367518,2019-10-07T12.22.47.518,3.085,-0.412,-0.549,0.838
1570465367539,2019-10-07T12.22.47.539,3.106,-0.549,0.152,0.854
1570465367559,2019-10-07T12.22.47.559,3.126,-0.655,-0.808,0.640
1570465367580,2019-10-07T12.22.47.580,3.147,-0.777,-1.768,0.396
1570465367600,2019-10-07T12.22.47.600,3.167,-0.854,-1.951,0.259
1570465367619,2019-10-07T12.22.47.619,3.186,-0.808,-1.875,0.290
1570465367640,2019-10-07T12.22.47.640,3.207,-0.793,-1.982,0.335
1570465367660,2019-10-07T12.22.47.660,3.227,-0.701,-1.570,0.152
1570465367681,2019-10-07T12.22.47.681,3.248,-0.732,-1.220,0.122
1570465367700,2019-10-07T12.22.47.700,3.267,-0.945,-0.396,0.229
1570465367720,2019-10-07T12.22.47.720,3.287,-1.220,0.137,0.274
1570465367741,2019-10-07T12.22.47.741,3.308,-1.433,0.274,0.229
1570465367761,2019-10-07T12.22.47.761,3.328,-1.387,-0.091,0.061
1570465367780,2019-10-07T12.22.47.780,3.347,-0.976,-0.747,-0.091
1570465367801,2019-10-07T12.22.47.801,3.368,-0.473,-0.686,-0.229
1570465367821,2019-10-07T12.22.47.821,3.388,-0.290,-0.320,-0.198
1570465367842,2019-10-07T12.22.47.842,3.409,-0.152,-0.030,-0.107
1570465367862,2019-10-07T12.22.47.862,3.429,-0.427,1.341,-0.046
1570465367881,2019-10-07T12.22.47.881,3.448,-0.732,1.677,-0.046
1570465367902,2019-10-07T12.22.47.902,3.469,-0.808,0.457,-0.274
1570465367922,2019-10-07T12.22.47.922,3.489,-0.732,-0.838,-0.518
1570465367943,2019-10-07T12.22.47.943,3.510,-0.625,-0.884,-0.579
1570465367962,2019-10-07T12.22.47.962,3.529,-0.503,0.701,-0.412
1570465367983,2019-10-07T12.22.47.983,3.550,-0.442,1.616,-0.335
1570465368003,2019-10-07T12.22.48.003,3.570,-0.488,1.768,-0.442
1570465368024,2019-10-07T12.22.48.024,3.591,-0.427,1.387,-0.396
1570465368043,2019-10-07T12.22.48.043,3.610,-0.229,1.479,-0.427
1570465368063,2019-10-07T12.22.48.063,3.630,-0.107,1.402,-0.473
1570465368084,2019-10-07T12.22.48.084,3.651,0.091,0.564,-0.473
1570465368104,2019-10-07T12.22.48.104,3.671,0.274,-0.274,-0.549
1570465368125,2019-10-07T12.22.48.125,3.692,0.335,-0.213,-0.640
1570465368144,2019-10-07T12.22.48.144,3.711,0.396,0.244,-0.549
1570465368164,2019-10-07T12.22.48.164,3.731,0.457,1.220,-0.503
1570465368185,2019-10-07T12.22.48.185,3.752,0.671,0.686,-0.595
1570465368205,2019-10-07T12.22.48.205,3.772,0.732,-0.198,-0.625
1570465368224,2019-10-07T12.22.48.224,3.791,0.671,0.488,-0.503
1570465368245,2019-10-07T12.22.48.245,3.812,0.518,0.610,-0.488
1570465368265,2019-10-07T12.22.48.265,3.832,0.381,0.122,-0.579
1570465368286,2019-10-07T12.22.48.286,3.853,0.381,0.000,-0.625
1570465368305,2019-10-07T12.22.48.305,3.872,0.290,0.854,-0.457
1570465368325,2019-10-07T12.22.48.325,3.892,0.229,1.189,-0.427
1570465368346,2019-10-07T12.22.48.346,3.913,0.351,-0.549,-0.595
1570465368366,2019-10-07T12.22.48.366,3.933,0.351,-1.204,-0.701
1570465368387,2019-10-07T12.22.48.387,3.954,0.168,-0.183,-0.625
1570465368406,2019-10-07T12.22.48.406,3.973,0.107,0.808,-0.366
1570465368426,2019-10-07T12.22.48.426,3.993,0.366,0.610,-0.427
1570465368447,2019-10-07T12.22.48.447,4.014,0.655,0.198,-0.427
1570465368467,2019-10-07T12.22.48.467,4.034,0.777,0.640,-0.335
1570465368486,2019-10-07T12.22.48.486,4.053,0.777,0.869,-0.381
1570465368507,2019-10-07T12.22.48.507,4.074,0.640,0.595,-0.366
1570465368527,2019-10-07T12.22.48.527,4.094,0.518,0.701,-0.320
1570465368548,2019-10-07T12.22.48.548,4.115,0.595,0.701,-0.244
1570465368567,2019-10-07T12.22.48.567,4.134,0.732,0.564,-0.168
1570465368587,2019-10-07T12.22.48.587,4.154,0.610,0.183,-0.198
1570465368608,2019-10-07T12.22.48.608,4.175,0.137,1.052,-0.091
1570465368629,2019-10-07T12.22.48.629,4.196,-0.168,1.265,-0.152
1570465368649,2019-10-07T12.22.48.649,4.216,0.000,-0.869,-0.351
1570465368668,2019-10-07T12.22.48.668,4.235,0.198,-1.265,-0.305
1570465368689,2019-10-07T12.22.48.689,4.256,0.244,-0.107,-0.152
1570465368709,2019-10-07T12.22.48.709,4.276,0.122,0.259,-0.122
1570465368730,2019-10-07T12.22.48.730,4.297,-0.076,0.168,-0.091
1570465368749,2019-10-07T12.22.48.749,4.316,-0.091,0.579,0.000
1570465368769,2019-10-07T12.22.48.769,4.336,-0.061,0.473,0.076
1570465368790,2019-10-07T12.22.48.790,4.357,0.229,0.213,0.168
1570465368810,2019-10-07T12.22.48.810,4.377,0.473,-0.366,0.091
1570465368829,2019-10-07T12.22.48.829,4.396,0.457,-1.326,0.091
1570465368850,2019-10-07T12.22.48.850,4.417,0.183,-0.473,0.229
1570465368870,2019-10-07T12.22.48.870,4.437,-0.168,-0.152,0.335
1570465368891,2019-10-07T12.22.48.891,4.458,-0.381,0.305,0.549
1570465368911,2019-10-07T12.22.48.911,4.478,-0.518,0.930,0.747
1570465368930,2019-10-07T12.22.48.930,4.497,-0.396,0.229,0.701
1570465368951,2019-10-07T12.22.48.951,4.518,-0.168,-1.646,0.473
1570465368971,2019-10-07T12.22.48.971,4.538,-0.091,-2.409,0.518
1570465368992,2019-10-07T12.22.48.992,4.559,-0.503,-0.351,0.991
1570465369011,2019-10-07T12.22.49.011,4.578,-0.899,0.442,1.189
1570465369031,2019-10-07T12.22.49.031,4.598,-0.884,-0.945,1.113
1570465369052,2019-10-07T12.22.49.052,4.619,-0.686,-1.387,1.296
1570465369072,2019-10-07T12.22.49.072,4.639,-0.518,-0.686,1.585
1570465369091,2019-10-07T12.22.49.091,4.658,-0.518,-0.869,1.631
1570465369112,2019-10-07T12.22.49.112,4.679,-0.762,-1.463,1.677
1570465369132,2019-10-07T12.22.49.132,4.699,-1.128,-1.692,1.890
1570465369153,2019-10-07T12.22.49.153,4.720,-1.616,-0.137,2.241
1570465369173,2019-10-07T12.22.49.173,4.740,-1.799,-0.122,2.332
1570465369192,2019-10-07T12.22.49.192,4.759,-1.723,-2.683,2.271
1570465369213,2019-10-07T12.22.49.213,4.780,-1.829,-3.476,2.500
1570465369233,2019-10-07T12.22.49.233,4.800,-2.409,-1.936,2.942
1570465369254,2019-10-07T12.22.49.254,4.821,-2.957,-1.204,3.186
1570465369273,2019-10-07T12.22.49.273,4.840,-3.415,-2.180,3.491
1570465369294,2019-10-07T12.22.49.294,4.861,-3.765,-2.332,3.765
1570465369314,2019-10-07T12.22.49.314,4.881,-4.055,-2.988,3.933
1570465369335,2019-10-07T12.22.49.335,4.902,-4.451,-3.384,3.994
1570465369354,2019-10-07T12.22.49.354,4.921,-4.588,-3.415,4.192
1570465369374,2019-10-07T12.22.49.374,4.941,-4.466,-3.460,4.268
1570465369395,2019-10-07T12.22.49.395,4.962,-3.811,-2.637,3.994
1570465369415,2019-10-07T12.22.49.415,4.982,-3.155,-1.433,3.780
1570465369436,2019-10-07T12.22.49.436,5.003,-2.668,-2.500,3.689
1570465369455,2019-10-07T12.22.49.455,5.022,-2.180,-4.497,3.537
1570465369475,2019-10-07T12.22.49.475,5.042,-2.088,-5.777,3.232
1570465369496,2019-10-07T12.22.49.496,5.063,-2.713,-6.098,2.896
1570465369516,2019-10-07T12.22.49.516,5.083,-3.491,-6.601,2.973
1570465369535,2019-10-07T12.22.49.535,5.102,-4.299,-3.079,3.933
1570465369556,2019-10-07T12.22.49.556,5.123,-5.122,3.049,4.680
1570465369576,2019-10-07T12.22.49.576,5.143,-5.442,4.405,4.771
1570465369597,2019-10-07T12.22.49.597,5.164,-5.122,2.988,4.497
1570465369616,2019-10-07T12.22.49.616,5.183,-4.527,1.646,4.238
1570465369636,2019-10-07T12.22.49.636,5.203,-3.841,1.082,3.857
1570465369657,2019-10-07T12.22.49.657,5.224,-3.064,-1.341,3.247
1570465369677,2019-10-07T12.22.49.677,5.244,-2.607,-3.034,3.095
1570465369698,2019-10-07T12.22.49.698,5.265,-2.530,-1.677,2.851
1570465369717,2019-10-07T12.22.49.717,5.284,-2.820,-1.921,2.439
1570465369737,2019-10-07T12.22.49.737,5.304,-2.942,-3.232,2.226
1570465369758,2019-10-07T12.22.49.758,5.325,-3.034,-1.265,2.409
1570465369778,2019-10-07T12.22.49.778,5.345,-2.912,0.274,2.485
1570465369797,2019-10-07T12.22.49.797,5.364,-2.454,-1.799,2.149
1570465369818,2019-10-07T12.22.49.818,5.385,-1.799,-3.704,1.768
1570465369838,2019-10-07T12.22.49.838,5.405,-1.280,-2.622,1.662
1570465369859,2019-10-07T12.22.49.859,5.426,-0.945,-1.463,1.601
1570465369879,2019-10-07T12.22.49.879,5.446,-0.747,-1.311,1.570
1570465369899,2019-10-07T12.22.49.899,5.466,-0.503,-0.366,1.524
1570465369919,2019-10-07T12.22.49.919,5.486,-0.351,0.274,1.311
1570465369940,2019-10-07T12.22.49.940,5.507,0.046,-1.448,0.884
1570465369960,2019-10-07T12.22.49.960,5.527,0.427,-3.155,0.595
1570465369979,2019-10-07T12.22.49.979,5.546,0.488,-3.247,0.595
1570465370000,2019-10-07T12.22.50.000,5.567,0.427,-2.713,0.518
1570465370020,2019-10-07T12.22.50.020,5.587,0.457,-2.774,0.244
1570465370041,2019-10-07T12.22.50.041,5.608,0.640,-4.101,-0.107
1570465370060,2019-10-07T12.22.50.060,5.627,0.869,-4.604,-0.168
1570465370080,2019-10-07T12.22.50.080,5.647,0.930,-2.866,0.061
1570465370101,2019-10-07T12.22.50.101,5.668,0.823,-0.869,0.244
1570465370121,2019-10-07T12.22.50.121,5.688,0.793,-0.823,0.076
1570465370142,2019-10-07T12.22.50.142,5.709,0.671,-1.524,-0.076
1570465370161,2019-10-07T12.22.50.161,5.728,0.381,-1.143,-0.168
1570465370181,2019-10-07T12.22.50.181,5.748,0.152,-0.808,-0.305
1570465370202,2019-10-07T12.22.50.202,5.769,0.030,-0.351,-0.274
1570465370222,2019-10-07T12.22.50.222,5.789,0.183,0.046,-0.427
1570465370241,2019-10-07T12.22.50.241,5.808,0.686,-1.692,-0.838
1570465370262,2019-10-07T12.22.50.262,5.829,1.037,-2.957,-1.128
1570465370282,2019-10-07T12.22.50.282,5.849,0.991,-2.088,-0.884
1570465370303,2019-10-07T12.22.50.303,5.870,0.991,0.122,-0.549
1570465370322,2019-10-07T12.22.50.322,5.889,1.235,0.595,-0.564
1570465370342,2019-10-07T12.22.50.342,5.909,1.631,-0.960,-0.762
1570465370363,2019-10-07T12.22.50.363,5.930,1.845,-1.982,-0.701
1570465370383,2019-10-07T12.22.50.383,5.950,1.433,-0.915,-0.564
1570465370404,2019-10-07T12.22.50.404,5.971,0.396,-0.198,-0.534
1570465370423,2019-10-07T12.22.50.423,5.990,-0.899,-1.692,-0.457
1570465370443,2019-10-07T12.22.50.443,6.010,-2.957,-1.479,-0.137
1570465370464,2019-10-07T12.22.50.464,6.031,-5.777,-1.189,-0.351
1570465370484,2019-10-07T12.22.50.484,6.051,-10.046,-6.402,-1.311
1570465370504,2019-10-07T12.22.50.504,6.071,-18.506,-10.046,0.534
1570465370524,2019-10-07T12.22.50.524,6.091,-32.622,-1.646,3.338
1570465370545,2019-10-07T12.22.50.545,6.112,-50.122,5.122,3.750
1570465370565,2019-10-07T12.22.50.565,6.132,-67.134,-4.238,0.732
1570465370584,2019-10-07T12.22.50.584,6.151,-80.320,-30.579,-5.976
1570465370605,2019-10-07T12.22.50.605,6.172,-89.619,-54.314,-12.058
1570465370625,2019-10-07T12.22.50.625,6.192,-94.162,-64.619,-18.704
1570465370646,2019-10-07T12.22.50.646,6.213,-90.473,-57.530,-25.655
1570465370665,2019-10-07T12.22.50.665,6.232,-75.945,-33.476,-33.674
1570465370685,2019-10-07T12.22.50.685,6.252,-42.729,-28.003,-42.210
1570465370706,2019-10-07T12.22.50.706,6.273,1.585,-39.451,-46.021
1570465370726,2019-10-07T12.22.50.726,6.293,44.680,-37.851,-45.793
1570465370747,2019-10-07T12.22.50.747,6.314,79.619,-24.985,-45.899
1570465370766,2019-10-07T12.22.50.766,6.333,108.735,-21.860,-43.598
1570465370786,2019-10-07T12.22.50.786,6.353,131.616,-25.473,-38.430
1570465370807,2019-10-07T12.22.50.807,6.374,145.427,-14.055,-33.598
1570465370827,2019-10-07T12.22.50.827,6.394,149.375,13.430,-27.652
1570465370846,2019-10-07T12.22.50.846,6.413,146.037,31.311,-18.689
1570465370867,2019-10-07T12.22.50.867,6.434,141.326,26.540,-8.720
1570465370887,2019-10-07T12.22.50.887,6.454,134.832,13.034,-0.579
1570465370908,2019-10-07T12.22.50.908,6.475,125.259,10.015,4.863
1570465370927,2019-10-07T12.22.50.927,6.494,113.140,22.302,8.201
1570465370947,2019-10-07T12.22.50.947,6.514,99.970,30.671,10.107
1570465370968,2019-10-07T12.22.50.968,6.535,87.652,33.765,9.299
1570465370988,2019-10-07T12.22.50.988,6.555,74.116,23.780,8.216
1570465371009,2019-10-07T12.22.51.009,6.576,58.887,7.027,7.287
1570465371028,2019-10-07T12.22.51.028,6.595,41.646,1.662,5.107
1570465371048,2019-10-07T12.22.51.048,6.615,22.835,-0.610,3.506
1570465371069,2019-10-07T12.22.51.069,6.636,4.345,-2.058,3.826
1570465371089,2019-10-07T12.22.51.089,6.656,-12.500,0.808,4.527
1570465371108,2019-10-07T12.22.51.108,6.675,-26.174,2.500,4.375
1570465371129,2019-10-07T12.22.51.129,6.696,-35.488,-3.064,2.530
1570465371150,2019-10-07T12.22.51.150,6.717,-40.290,-12.195,0.015
1570465371170,2019-10-07T12.22.51.170,6.737,-42.546,-10.945,-1.585
1570465371189,2019-10-07T12.22.51.189,6.756,-43.552,-6.860,-1.433
1570465371210,2019-10-07T12.22.51.210,6.777,-44.573,-7.896,-1.280
1570465371230,2019-10-07T12.22.51.230,6.797,-47.591,-13.140,-4.512
1570465371251,2019-10-07T12.22.51.251,6.818,-51.280,-39.070,-10.579
1570465371271,2019-10-07T12.22.51.271,6.838,-62.729,-87.210,-14.558
1570465371290,2019-10-07T12.22.51.290,6.857,-110.686,-105.640,-6.235
1570465371311,2019-10-07T12.22.51.311,6.878,-118.841,14.466,0.701
1570465371331,2019-10-07T12.22.51.331,6.898,-77.485,14.985,-23.765
1570465371352,2019-10-07T12.22.51.352,6.919,-77.409,10.777,-34.604
1570465371371,2019-10-07T12.22.51.371,6.938,-95.076,36.250,-10.610
1570465371391,2019-10-07T12.22.51.391,6.958,-124.893,78.979,23.902
1570465371412,2019-10-07T12.22.51.412,6.979,-160.534,137.622,26.524
1570465371432,2019-10-07T12.22.51.432,6.999,-109.405,82.393,6.280
1570465371451,2019-10-07T12.22.51.451,7.018,-40.854,-56.829,-12.744
1570465371472,2019-10-07T12.22.51.472,7.039,-9.238,-82.470,-4.680
1570465371492,2019-10-07T12.22.51.492,7.059,-23.079,7.774,7.683
1570465371513,2019-10-07T12.22.51.513,7.080,-49.253,89.024,8.354
1570465371533,2019-10-07T12.22.51.533,7.100,-45.869,30.366,0.823
1570465371552,2019-10-07T12.22.51.552,7.119,-37.439,-52.439,-1.494
1570465371573,2019-10-07T12.22.51.573,7.140,-39.756,-40.899,0.640
1570465371593,2019-10-07T12.22.51.593,7.160,-47.454,28.216,6.021
1570465371614,2019-10-07T12.22.51.614,7.181,-57.729,78.537,12.226
1570465371633,2019-10-07T12.22.51.633,7.200,-73.125,74.299,8.765
1570465371653,2019-10-07T12.22.51.653,7.220,-86.677,24.024,2.241
