epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1570459781116,2019-10-07T10.49.41.116,1.146,0.976,0.457,0.091
1570459781135,2019-10-07T10.49.41.135,1.165,1.098,0.716,0.091
1570459781155,2019-10-07T10.49.41.155,1.185,1.235,0.808,0.076
1570459781174,2019-10-07T10.49.41.174,1.204,1.296,0.823,0.107
1570459781195,2019-10-07T10.49.41.195,1.225,1.296,1.021,-0.015
1570459781214,2019-10-07T10.49.41.214,1.244,1.387,0.655,-0.168
1570459781235,2019-10-07T10.49.41.235,1.265,1.418,-0.046,-0.213
1570459781254,2019-10-07T10.49.41.254,1.284,1.540,0.107,-0.152
1570459781274,2019-10-07T10.49.41.274,1.304,1.463,0.213,-0.168
1570459781293,2019-10-07T10.49.41.293,1.323,1.524,0.000,-0.229
1570459781314,2019-10-07T10.49.41.314,1.344,1.418,0.137,-0.229
1570459781333,2019-10-07T10.49.41.333,1.363,1.189,0.290,-0.122
1570459781353,2019-10-07T10.49.41.353,1.383,1.082,0.259,-0.061
1570459781372,2019-10-07T10.49.41.372,1.402,0.991,0.381,0.030
1570459781393,2019-10-07T10.49.41.393,1.423,1.006,0.686,0.076
1570459781412,2019-10-07T10.49.41.412,1.442,1.021,0.579,-0.030
1570459781432,2019-10-07T10.49.41.432,1.462,1.052,0.213,-0.061
1570459781451,2019-10-07T10.49.41.451,1.481,1.037,0.137,-0.046
1570459781472,2019-10-07T10.49.41.472,1.502,0.915,0.488,0.061
1570459781491,2019-10-07T10.49.41.491,1.521,0.762,0.915,0.076
1570459781511,2019-10-07T10.49.41.511,1.541,0.640,0.854,0.046
1570459781530,2019-10-07T10.49.41.530,1.560,0.549,0.625,0.000
1570459781551,2019-10-07T10.49.41.551,1.581,0.442,0.732,-0.046
1570459781570,2019-10-07T10.49.41.570,1.600,0.427,0.473,-0.076
1570459781590,2019-10-07T10.49.41.590,1.620,0.396,0.351,-0.122
1570459781610,2019-10-07T10.49.41.610,1.640,0.412,0.457,-0.107
1570459781630,2019-10-07T10.49.41.630,1.660,0.351,0.564,-0.137
1570459781649,2019-10-07T10.49.41.649,1.679,0.198,0.777,-0.137
1570459781670,2019-10-07T10.49.41.670,1.700,0.213,0.762,-0.290
1570459781689,2019-10-07T10.49.41.689,1.719,0.183,0.259,-0.320
1570459781709,2019-10-07T10.49.41.709,1.739,0.274,0.335,-0.320
1570459781728,2019-10-07T10.49.41.728,1.758,0.412,0.503,-0.351
1570459781749,2019-10-07T10.49.41.749,1.779,0.564,0.503,-0.381
1570459781768,2019-10-07T10.49.41.768,1.798,0.686,0.549,-0.366
1570459781787,2019-10-07T10.49.41.787,1.817,0.671,0.442,-0.412
1570459781807,2019-10-07T10.49.41.807,1.837,0.610,0.366,-0.412
1570459781826,2019-10-07T10.49.41.826,1.856,0.595,0.442,-0.351
1570459781847,2019-10-07T10.49.41.847,1.877,0.610,0.381,-0.412
1570459781866,2019-10-07T10.49.41.866,1.896,0.701,0.152,-0.442
1570459781886,2019-10-07T10.49.41.886,1.916,0.854,0.168,-0.442
1570459781905,2019-10-07T10.49.41.905,1.935,0.854,0.412,-0.396
1570459781926,2019-10-07T10.49.41.926,1.956,0.869,0.701,-0.305
1570459781945,2019-10-07T10.49.41.945,1.975,0.899,0.625,-0.381
1570459781965,2019-10-07T10.49.41.965,1.995,0.945,0.396,-0.534
1570459781985,2019-10-07T10.49.41.985,2.015,1.006,0.351,-0.534
1570459782005,2019-10-07T10.49.42.005,2.035,1.082,0.213,-0.579
1570459782024,2019-10-07T10.49.42.024,2.054,1.067,0.168,-0.595
1570459782045,2019-10-07T10.49.42.045,2.075,1.052,0.137,-0.518
1570459782064,2019-10-07T10.49.42.064,2.094,0.945,0.396,-0.503
1570459782084,2019-10-07T10.49.42.084,2.114,0.808,0.823,-0.381
1570459782103,2019-10-07T10.49.42.103,2.133,0.762,1.113,-0.305
1570459782124,2019-10-07T10.49.42.124,2.154,0.747,1.189,-0.335
1570459782143,2019-10-07T10.49.42.143,2.173,0.823,1.113,-0.396
1570459782163,2019-10-07T10.49.42.163,2.193,0.930,0.732,-0.412
1570459782182,2019-10-07T10.49.42.182,2.212,0.976,0.564,-0.366
1570459782203,2019-10-07T10.49.42.203,2.233,0.915,0.595,-0.457
1570459782222,2019-10-07T10.49.42.222,2.252,0.930,0.503,-0.579
1570459782242,2019-10-07T10.49.42.242,2.272,1.006,0.671,-0.564
1570459782261,2019-10-07T10.49.42.261,2.291,0.991,0.534,-0.534
1570459782282,2019-10-07T10.49.42.282,2.312,0.884,0.122,-0.503
1570459782301,2019-10-07T10.49.42.301,2.331,0.732,-0.091,-0.534
1570459782321,2019-10-07T10.49.42.321,2.351,0.564,-0.259,-0.518
1570459782340,2019-10-07T10.49.42.340,2.370,0.412,0.168,-0.442
1570459782361,2019-10-07T10.49.42.361,2.391,0.518,0.579,-0.457
1570459782380,2019-10-07T10.49.42.380,2.410,0.564,1.006,-0.259
1570459782401,2019-10-07T10.49.42.401,2.431,0.549,1.540,-0.213
1570459782420,2019-10-07T10.49.42.420,2.450,0.564,1.814,-0.213
1570459782440,2019-10-07T10.49.42.440,2.470,0.564,1.448,-0.274
1570459782459,2019-10-07T10.49.42.459,2.489,0.640,0.869,-0.396
1570459782478,2019-10-07T10.49.42.478,2.508,0.671,0.091,-0.534
1570459782499,2019-10-07T10.49.42.499,2.529,0.625,-0.290,-0.640
1570459782518,2019-10-07T10.49.42.518,2.548,0.701,0.000,-0.503
1570459782538,2019-10-07T10.49.42.538,2.568,0.793,0.091,-0.503
1570459782557,2019-10-07T10.49.42.557,2.587,0.732,0.091,-0.518
1570459782578,2019-10-07T10.49.42.578,2.608,0.564,0.091,-0.534
1570459782597,2019-10-07T10.49.42.597,2.627,0.534,0.015,-0.473
1570459782617,2019-10-07T10.49.42.617,2.647,0.579,-0.198,-0.518
1570459782636,2019-10-07T10.49.42.636,2.666,0.579,-0.473,-0.549
1570459782657,2019-10-07T10.49.42.657,2.687,0.640,-0.091,-0.442
1570459782676,2019-10-07T10.49.42.676,2.706,0.625,0.076,-0.412
1570459782696,2019-10-07T10.49.42.696,2.726,0.473,-0.046,-0.457
1570459782715,2019-10-07T10.49.42.715,2.745,0.381,0.290,-0.366
1570459782736,2019-10-07T10.49.42.736,2.766,0.305,0.518,-0.351
1570459782755,2019-10-07T10.49.42.755,2.785,0.381,0.381,-0.335
1570459782776,2019-10-07T10.49.42.776,2.806,0.412,0.457,-0.213
1570459782795,2019-10-07T10.49.42.795,2.825,0.473,0.305,-0.274
1570459782815,2019-10-07T10.49.42.815,2.845,0.518,0.457,-0.183
1570459782834,2019-10-07T10.49.42.834,2.864,0.427,1.021,-0.122
1570459782855,2019-10-07T10.49.42.855,2.885,0.518,0.854,-0.076
1570459782874,2019-10-07T10.49.42.874,2.904,0.671,0.168,-0.229
1570459782894,2019-10-07T10.49.42.894,2.924,0.747,-0.107,-0.274
1570459782913,2019-10-07T10.49.42.913,2.943,0.732,0.030,-0.229
1570459782934,2019-10-07T10.49.42.934,2.964,0.793,-0.198,-0.229
1570459782953,2019-10-07T10.49.42.953,2.983,0.808,-0.335,-0.259
1570459782973,2019-10-07T10.49.42.973,3.003,0.793,0.122,-0.244
1570459782992,2019-10-07T10.49.42.992,3.022,0.793,0.152,-0.259
1570459783013,2019-10-07T10.49.43.013,3.043,0.686,-0.046,-0.259
1570459783032,2019-10-07T10.49.43.032,3.062,0.747,-0.152,-0.305
1570459783052,2019-10-07T10.49.43.052,3.082,0.945,-0.213,-0.396
1570459783071,2019-10-07T10.49.43.071,3.101,1.006,-0.076,-0.412
1570459783092,2019-10-07T10.49.43.092,3.122,1.052,0.183,-0.335
1570459783111,2019-10-07T10.49.43.111,3.141,0.945,0.305,-0.320
1570459783132,2019-10-07T10.49.43.132,3.162,0.899,0.091,-0.427
1570459783151,2019-10-07T10.49.43.151,3.181,0.808,0.076,-0.412
1570459783171,2019-10-07T10.49.43.171,3.201,0.671,0.152,-0.412
1570459783190,2019-10-07T10.49.43.190,3.220,0.640,0.198,-0.396
1570459783209,2019-10-07T10.49.43.209,3.239,0.503,0.198,-0.381
1570459783230,2019-10-07T10.49.43.230,3.260,0.503,0.290,-0.366
1570459783249,2019-10-07T10.49.43.249,3.279,0.518,0.579,-0.366
1570459783269,2019-10-07T10.49.43.269,3.299,0.655,0.534,-0.473
1570459783288,2019-10-07T10.49.43.288,3.318,0.655,0.213,-0.457
1570459783309,2019-10-07T10.49.43.309,3.339,0.610,0.229,-0.412
1570459783328,2019-10-07T10.49.43.328,3.358,0.534,0.290,-0.457
1570459783348,2019-10-07T10.49.43.348,3.378,0.564,0.213,-0.351
1570459783367,2019-10-07T10.49.43.367,3.397,0.564,0.488,-0.335
1570459783388,2019-10-07T10.49.43.388,3.418,0.595,0.305,-0.381
1570459783407,2019-10-07T10.49.43.407,3.437,0.549,0.198,-0.244
1570459783427,2019-10-07T10.49.43.427,3.457,0.625,0.396,-0.183
1570459783446,2019-10-07T10.49.43.446,3.476,0.793,0.396,-0.290
1570459783467,2019-10-07T10.49.43.467,3.497,0.976,0.244,-0.290
1570459783486,2019-10-07T10.49.43.486,3.516,1.128,0.320,-0.320
1570459783507,2019-10-07T10.49.43.507,3.537,1.189,0.473,-0.229
1570459783526,2019-10-07T10.49.43.526,3.556,1.204,0.793,-0.183
1570459783546,2019-10-07T10.49.43.546,3.576,1.220,1.250,-0.107
1570459783565,2019-10-07T10.49.43.565,3.595,1.311,1.341,-0.168
1570459783586,2019-10-07T10.49.43.586,3.616,1.448,0.457,-0.305
1570459783605,2019-10-07T10.49.43.605,3.635,1.616,-0.290,-0.442
1570459783625,2019-10-07T10.49.43.625,3.655,1.646,-0.625,-0.503
1570459783644,2019-10-07T10.49.43.644,3.674,1.524,-0.046,-0.320
1570459783665,2019-10-07T10.49.43.665,3.695,1.418,0.915,-0.213
1570459783684,2019-10-07T10.49.43.684,3.714,1.372,1.067,-0.366
1570459783704,2019-10-07T10.49.43.704,3.734,1.265,0.503,-0.518
1570459783723,2019-10-07T10.49.43.723,3.753,1.159,0.030,-0.534
1570459783744,2019-10-07T10.49.43.744,3.774,1.159,-0.076,-0.534
1570459783763,2019-10-07T10.49.43.763,3.793,1.113,-0.107,-0.488
1570459783783,2019-10-07T10.49.43.783,3.813,1.037,0.610,-0.351
1570459783802,2019-10-07T10.49.43.802,3.832,0.991,0.793,-0.351
1570459783823,2019-10-07T10.49.43.823,3.853,0.976,0.412,-0.396
1570459783842,2019-10-07T10.49.43.842,3.872,0.991,0.595,-0.244
1570459783862,2019-10-07T10.49.43.862,3.892,1.204,1.631,0.107
1570459783882,2019-10-07T10.49.43.882,3.912,1.250,3.338,0.503
1570459783901,2019-10-07T10.49.43.901,3.931,1.037,3.933,0.595
1570459783921,2019-10-07T10.49.43.921,3.951,1.220,2.332,0.564
1570459783940,2019-10-07T10.49.43.940,3.970,1.235,1.509,0.610
1570459783961,2019-10-07T10.49.43.961,3.991,1.311,1.021,0.671
1570459783980,2019-10-07T10.49.43.980,4.010,1.479,0.838,0.808
1570459784000,2019-10-07T10.49.44.000,4.030,1.677,1.784,1.098
1570459784019,2019-10-07T10.49.44.019,4.049,1.707,2.912,1.311
1570459784040,2019-10-07T10.49.44.040,4.070,1.646,1.875,1.220
1570459784059,2019-10-07T10.49.44.059,4.089,1.631,1.098,1.372
1570459784079,2019-10-07T10.49.44.079,4.109,1.601,2.393,1.905
1570459784098,2019-10-07T10.49.44.098,4.128,1.402,4.665,2.241
1570459784119,2019-10-07T10.49.44.119,4.149,1.585,4.192,2.134
1570459784138,2019-10-07T10.49.44.138,4.168,1.707,1.982,2.027
1570459784158,2019-10-07T10.49.44.158,4.188,1.738,0.747,1.951
1570459784177,2019-10-07T10.49.44.177,4.207,1.753,0.259,2.149
1570459784198,2019-10-07T10.49.44.198,4.228,1.723,0.274,2.576
1570459784217,2019-10-07T10.49.44.217,4.247,1.753,0.564,2.759
1570459784237,2019-10-07T10.49.44.237,4.267,1.220,-1.875,2.500
1570459784257,2019-10-07T10.49.44.257,4.287,0.503,-5.015,2.302
1570459784277,2019-10-07T10.49.44.277,4.307,0.259,-10.442,2.165
1570459784296,2019-10-07T10.49.44.296,4.326,0.274,-18.674,3.857
1570459784317,2019-10-07T10.49.44.317,4.347,-1.966,-20.122,5.335
1570459784336,2019-10-07T10.49.44.336,4.366,-6.204,-18.384,7.165
1570459784356,2019-10-07T10.49.44.356,4.386,-11.555,-20.884,9.070
1570459784375,2019-10-07T10.49.44.375,4.405,-20.838,-20.259,10.610
1570459784396,2019-10-07T10.49.44.396,4.426,-32.363,-11.784,12.378
1570459784415,2019-10-07T10.49.44.415,4.445,-43.338,-3.872,12.942
1570459784435,2019-10-07T10.49.44.435,4.465,-54.817,-7.134,12.454
1570459784454,2019-10-07T10.49.44.454,4.484,-81.692,-12.744,11.662
1570459784475,2019-10-07T10.49.44.475,4.505,-111.082,-20.716,13.963
1570459784494,2019-10-07T10.49.44.494,4.524,-89.832,-31.723,17.866
1570459784514,2019-10-07T10.49.44.514,4.544,-69.893,-28.643,21.890
1570459784533,2019-10-07T10.49.44.533,4.563,-75.686,-3.537,23.171
1570459784554,2019-10-07T10.49.44.554,4.584,-89.207,17.317,19.832
1570459784573,2019-10-07T10.49.44.573,4.603,-93.338,1.646,13.125
1570459784592,2019-10-07T10.49.44.592,4.622,-86.555,-32.302,0.320
1570459784612,2019-10-07T10.49.44.612,4.642,-83.430,-35.884,-3.902
1570459784632,2019-10-07T10.49.44.632,4.662,-71.082,16.631,0.244
1570459784652,2019-10-07T10.49.44.652,4.682,-47.180,74.040,5.213
1570459784671,2019-10-07T10.49.44.671,4.701,-10.091,101.524,5.152
1570459784692,2019-10-07T10.49.44.692,4.722,33.293,99.146,-0.564
1570459784711,2019-10-07T10.49.44.711,4.741,62.866,78.110,-13.918
1570459784731,2019-10-07T10.49.44.731,4.761,85.732,52.744,-26.875
1570459784750,2019-10-07T10.49.44.750,4.780,105.518,26.570,-34.421
1570459784771,2019-10-07T10.49.44.771,4.801,121.448,8.811,-37.134
1570459784790,2019-10-07T10.49.44.790,4.820,132.454,6.204,-35.655
1570459784810,2019-10-07T10.49.44.810,4.840,136.692,17.591,-25.290
1570459784829,2019-10-07T10.49.44.829,4.859,126.463,24.177,-10.015
1570459784850,2019-10-07T10.49.44.850,4.880,101.768,24.192,-0.701
1570459784869,2019-10-07T10.49.44.869,4.899,74.924,16.174,8.293
1570459784889,2019-10-07T10.49.44.889,4.919,45.091,10.838,19.451
1570459784908,2019-10-07T10.49.44.908,4.938,11.159,32.409,31.128
1570459784929,2019-10-07T10.49.44.929,4.959,-19.634,62.729,40.473
1570459784948,2019-10-07T10.49.44.948,4.978,-44.588,80.061,38.125
1570459784968,2019-10-07T10.49.44.968,4.998,-97.896,66.768,17.866
1570459784987,2019-10-07T10.49.44.987,5.017,-67.957,0.610,-11.509
1570459785008,2019-10-07T10.49.45.008,5.038,-5.122,-54.146,-22.149
1570459785027,2019-10-07T10.49.45.027,5.057,-4.710,-79.726,-21.951
1570459785048,2019-10-07T10.49.45.048,5.078,-21.098,-43.399,-4.878
1570459785067,2019-10-07T10.49.45.067,5.097,14.985,55.747,11.387
1570459785087,2019-10-07T10.49.45.087,5.117,30.213,86.189,7.942
1570459785106,2019-10-07T10.49.45.106,5.136,17.287,18.415,-5.549
1570459785127,2019-10-07T10.49.45.127,5.157,15.549,-40.030,-12.195
1570459785146,2019-10-07T10.49.45.146,5.176,24.817,-30.046,-9.360
1570459785166,2019-10-07T10.49.45.166,5.196,31.402,-1.402,-5.442
1570459785185,2019-10-07T10.49.45.185,5.215,35.152,4.207,-5.549
1570459785206,2019-10-07T10.49.45.206,5.236,37.881,-11.037,-6.845
1570459785225,2019-10-07T10.49.45.225,5.255,38.415,-29.482,-7.104
1570459785244,2019-10-07T10.49.45.244,5.274,41.753,-27.302,-6.966
1570459785264,2019-10-07T10.49.45.264,5.294,42.713,-14.146,-8.628
1570459785283,2019-10-07T10.49.45.283,5.313,39.680,-15.564,-8.171
1570459785304,2019-10-07T10.49.45.304,5.334,33.201,-20.381,-5.838
1570459785323,2019-10-07T10.49.45.323,5.353,25.198,1.540,-2.637
1570459785343,2019-10-07T10.49.45.343,5.373,16.159,41.646,0.152
1570459785362,2019-10-07T10.49.45.362,5.392,-0.686,50.320,0.107
1570459785383,2019-10-07T10.49.45.383,5.413,-16.037,2.180,-3.293
1570459785402,2019-10-07T10.49.45.402,5.432,-27.317,-32.104,-2.119
1570459785423,2019-10-07T10.49.45.423,5.453,-36.037,-17.424,0.381
1570459785442,2019-10-07T10.49.45.442,5.472,-39.040,3.613,0.427
1570459785462,2019-10-07T10.49.45.462,5.492,-39.268,9.924,1.890
1570459785481,2019-10-07T10.49.45.481,5.511,-41.113,3.643,4.939
1570459785502,2019-10-07T10.49.45.502,5.532,-44.726,-12.104,6.448
1570459785521,2019-10-07T10.49.45.521,5.551,-48.811,-37.180,9.177
1570459785541,2019-10-07T10.49.45.541,5.571,-54.985,-41.280,13.659
1570459785560,2019-10-07T10.49.45.560,5.590,-67.424,-54.314,14.497
1570459785581,2019-10-07T10.49.45.581,5.611,-75.899,-110.015,6.585
1570459785600,2019-10-07T10.49.45.600,5.630,-111.280,-132.393,0.000
1570459785620,2019-10-07T10.49.45.620,5.650,-152.881,-67.729,7.165
1570459785639,2019-10-07T10.49.45.639,5.669,-182.256,0.655,18.750
1570459785660,2019-10-07T10.49.45.660,5.690,-195.000,65.412,30.640
1570459785679,2019-10-07T10.49.45.679,5.709,-205.046,63.933,17.454
1570459785699,2019-10-07T10.49.45.699,5.729,-179.710,1.540,0.122
1570459785718,2019-10-07T10.49.45.718,5.748,-147.652,-20.793,-7.424
1570459785739,2019-10-07T10.49.45.739,5.769,-96.143,20.732,3.796
1570459785758,2019-10-07T10.49.45.758,5.788,-36.174,70.884,24.909
1570459785778,2019-10-07T10.49.45.778,5.808,18.857,108.049,29.024
1570459785798,2019-10-07T10.49.45.798,5.828,76.052,105.442,21.402
1570459785818,2019-10-07T10.49.45.818,5.848,122.439,41.784,14.390
1570459785837,2019-10-07T10.49.45.837,5.867,155.976,-10.686,16.768
1570459785858,2019-10-07T10.49.45.858,5.888,178.506,-25.061,14.848
1570459785877,2019-10-07T10.49.45.877,5.907,191.784,-2.774,2.317
1570459785897,2019-10-07T10.49.45.897,5.927,201.738,31.829,1.189
1570459785916,2019-10-07T10.49.45.916,5.946,196.235,37.302,14.665
1570459785935,2019-10-07T10.49.45.935,5.965,169.893,2.805,16.402
1570459785956,2019-10-07T10.49.45.956,5.986,133.963,-31.799,-1.402
1570459785975,2019-10-07T10.49.45.975,6.005,92.454,-54.954,-17.896
1570459785995,2019-10-07T10.49.45.995,6.025,43.933,-48.628,-16.936
1570459786014,2019-10-07T10.49.46.014,6.044,-12.820,6.143,-1.723
1570459786035,2019-10-07T10.49.46.035,6.065,-139.177,82.027,8.140
1570459786054,2019-10-07T10.49.46.054,6.084,-63.308,45.107,13.720
1570459786074,2019-10-07T10.49.46.074,6.104,22.180,-64.207,-7.104
1570459786093,2019-10-07T10.49.46.093,6.123,2.957,-74.192,-28.933
1570459786114,2019-10-07T10.49.46.114,6.144,-11.951,12.652,-1.098
1570459786133,2019-10-07T10.49.46.133,6.163,9.909,88.857,13.125
1570459786153,2019-10-07T10.49.46.153,6.183,23.552,60.183,-6.707
1570459786173,2019-10-07T10.49.46.173,6.203,14.162,-13.628,-19.787
1570459786193,2019-10-07T10.49.46.193,6.223,14.390,-52.927,-19.024
1570459786212,2019-10-07T10.49.46.212,6.242,23.674,-26.677,-10.671
1570459786233,2019-10-07T10.49.46.233,6.263,29.573,12.668,-4.527
1570459786252,2019-10-07T10.49.46.252,6.282,32.134,18.384,-5.137
1570459786272,2019-10-07T10.49.46.272,6.302,33.064,-0.915,-7.470
1570459786291,2019-10-07T10.49.46.291,6.321,33.095,-17.896,-8.689
1570459786312,2019-10-07T10.49.46.312,6.342,36.265,-20.945,-9.101
1570459786331,2019-10-07T10.49.46.331,6.361,38.262,-15.274,-10.564
1570459786351,2019-10-07T10.49.46.351,6.381,38.110,-8.902,-8.445
1570459786370,2019-10-07T10.49.46.370,6.400,36.280,-5.046,-7.652
1570459786391,2019-10-07T10.49.46.391,6.421,30.229,-3.720,-9.619
1570459786410,2019-10-07T10.49.46.410,6.440,23.933,-5.884,-10.076
1570459786430,2019-10-07T10.49.46.430,6.460,10.015,-4.345,-7.744
1570459786449,2019-10-07T10.49.46.449,6.479,-6.159,-8.308,-5.579
1570459786470,2019-10-07T10.49.46.470,6.500,-21.418,-15.884,-3.811
1570459786489,2019-10-07T10.49.46.489,6.519,-32.271,0.015,2.317
1570459786509,2019-10-07T10.49.46.509,6.539,-40.442,28.430,8.750
1570459786528,2019-10-07T10.49.46.528,6.558,-48.430,22.637,11.631
1570459786549,2019-10-07T10.49.46.549,6.579,-52.043,-23.704,11.448
1570459786568,2019-10-07T10.49.46.568,6.598,-55.655,-53.994,14.360
1570459786587,2019-10-07T10.49.46.587,6.617,-68.445,-65.473,16.845
1570459786608,2019-10-07T10.49.46.608,6.638,-88.887,-95.564,11.220
1570459786627,2019-10-07T10.49.46.627,6.657,-122.866,-109.497,1.890
1570459786647,2019-10-07T10.49.46.647,6.677,-165.061,-71.845,1.021
1570459786666,2019-10-07T10.49.46.666,6.696,-181.021,-9.131,11.220
1570459786687,2019-10-07T10.49.46.687,6.717,-190.899,38.079,12.713
1570459786706,2019-10-07T10.49.46.706,6.736,-193.323,10.290,2.759
1570459786726,2019-10-07T10.49.46.726,6.756,-165.213,-45.915,-4.710
1570459786745,2019-10-07T10.49.46.745,6.775,-139.116,-47.348,-8.003
1570459786766,2019-10-07T10.49.46.766,6.796,-94.726,12.942,-0.015
1570459786785,2019-10-07T10.49.46.785,6.815,-36.037,79.451,18.582
1570459786805,2019-10-07T10.49.46.805,6.835,11.707,108.674,25.488
1570459786824,2019-10-07T10.49.46.824,6.854,64.055,101.341,21.143
1570459786845,2019-10-07T10.49.46.845,6.875,104.162,60.823,8.674
1570459786864,2019-10-07T10.49.46.864,6.894,131.677,19.314,3.963
1570459786884,2019-10-07T10.49.46.884,6.914,154.207,-1.479,3.948
1570459786903,2019-10-07T10.49.46.903,6.933,172.210,8.323,2.195
1570459786924,2019-10-07T10.49.46.924,6.954,183.125,40.595,9.588
1570459786943,2019-10-07T10.49.46.943,6.973,181.220,49.299,24.878
1570459786964,2019-10-07T10.49.46.964,6.994,161.616,8.811,30.152
1570459786983,2019-10-07T10.49.46.983,7.013,128.887,-17.393,20.534
1570459787003,2019-10-07T10.49.47.003,7.033,89.695,-15.640,12.591
1570459787022,2019-10-07T10.49.47.022,7.052,45.046,4.573,10.320
1570459787043,2019-10-07T10.49.47.043,7.073,-10.655,41.768,5.915
1570459787062,2019-10-07T10.49.47.062,7.092,-100.000,65.366,-3.857
1570459787082,2019-10-07T10.49.47.082,7.112,-66.220,-7.805,-2.317
1570459787101,2019-10-07T10.49.47.101,7.131,9.695,-83.918,-5.274
1570459787122,2019-10-07T10.49.47.122,7.152,9.817,-33.826,-21.845
