epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1570465405094,2019-10-07T12.23.25.094,3.450,0.793,0.061,-0.473
1570465405115,2019-10-07T12.23.25.115,3.471,0.762,-0.457,-0.564
1570465405135,2019-10-07T12.23.25.135,3.491,0.701,-0.427,-0.518
1570465405154,2019-10-07T12.23.25.154,3.510,0.747,0.046,-0.412
1570465405175,2019-10-07T12.23.25.175,3.531,0.595,0.091,-0.366
1570465405195,2019-10-07T12.23.25.195,3.551,0.473,-0.015,-0.366
1570465405216,2019-10-07T12.23.25.216,3.572,0.503,0.168,-0.381
1570465405235,2019-10-07T12.23.25.235,3.591,0.457,0.396,-0.335
1570465405255,2019-10-07T12.23.25.255,3.611,0.518,0.503,-0.259
1570465405276,2019-10-07T12.23.25.276,3.632,0.595,0.229,-0.335
1570465405296,2019-10-07T12.23.25.296,3.652,0.534,0.320,-0.290
1570465405317,2019-10-07T12.23.25.317,3.673,0.534,0.107,-0.305
1570465405336,2019-10-07T12.23.25.336,3.692,0.610,-0.046,-0.335
1570465405356,2019-10-07T12.23.25.356,3.712,0.610,0.259,-0.290
1570465405377,2019-10-07T12.23.25.377,3.733,0.549,0.366,-0.274
1570465405397,2019-10-07T12.23.25.397,3.753,0.473,0.046,-0.351
1570465405416,2019-10-07T12.23.25.416,3.772,0.366,-0.183,-0.396
1570465405437,2019-10-07T12.23.25.437,3.793,0.244,0.290,-0.259
1570465405457,2019-10-07T12.23.25.457,3.813,0.335,0.655,-0.320
1570465405478,2019-10-07T12.23.25.478,3.834,0.381,0.457,-0.274
1570465405497,2019-10-07T12.23.25.497,3.853,0.473,-0.183,-0.335
1570465405517,2019-10-07T12.23.25.517,3.873,0.396,-0.107,-0.396
1570465405538,2019-10-07T12.23.25.538,3.894,0.488,0.168,-0.335
1570465405558,2019-10-07T12.23.25.558,3.914,0.701,-0.030,-0.320
1570465405579,2019-10-07T12.23.25.579,3.935,0.671,-0.030,-0.366
1570465405598,2019-10-07T12.23.25.598,3.954,0.732,0.076,-0.351
1570465405618,2019-10-07T12.23.25.618,3.974,0.793,-0.320,-0.396
1570465405639,2019-10-07T12.23.25.639,3.995,0.838,-0.610,-0.396
1570465405659,2019-10-07T12.23.25.659,4.015,0.762,-0.396,-0.412
1570465405679,2019-10-07T12.23.25.679,4.035,0.716,-0.030,-0.351
1570465405699,2019-10-07T12.23.25.699,4.055,0.732,0.091,-0.290
1570465405720,2019-10-07T12.23.25.720,4.076,0.595,0.259,-0.213
1570465405740,2019-10-07T12.23.25.740,4.096,0.442,0.183,-0.274
1570465405759,2019-10-07T12.23.25.759,4.115,0.442,0.259,-0.229
1570465405780,2019-10-07T12.23.25.780,4.136,0.442,0.716,-0.244
1570465405800,2019-10-07T12.23.25.800,4.156,0.534,0.320,-0.259
1570465405821,2019-10-07T12.23.25.821,4.177,0.549,-0.137,-0.183
1570465405841,2019-10-07T12.23.25.841,4.197,0.503,0.122,-0.168
1570465405860,2019-10-07T12.23.25.860,4.216,0.457,0.305,-0.091
1570465405881,2019-10-07T12.23.25.881,4.237,0.412,0.122,-0.015
1570465405901,2019-10-07T12.23.25.901,4.257,0.534,0.061,0.000
1570465405922,2019-10-07T12.23.25.922,4.278,0.610,0.198,0.030
1570465405941,2019-10-07T12.23.25.941,4.297,0.655,-0.290,-0.015
1570465405961,2019-10-07T12.23.25.961,4.317,0.534,-0.777,-0.061
1570465405982,2019-10-07T12.23.25.982,4.338,0.320,-0.198,0.030
1570465406002,2019-10-07T12.23.26.002,4.358,0.290,0.274,0.000
1570465406021,2019-10-07T12.23.26.021,4.377,0.366,-0.076,-0.046
1570465406042,2019-10-07T12.23.26.042,4.398,0.412,-0.305,-0.152
1570465406062,2019-10-07T12.23.26.062,4.418,0.488,-0.259,-0.152
1570465406083,2019-10-07T12.23.26.083,4.439,0.427,-0.213,-0.198
1570465406103,2019-10-07T12.23.26.103,4.459,0.412,-0.701,-0.290
1570465406122,2019-10-07T12.23.26.122,4.478,0.488,-1.143,-0.412
1570465406143,2019-10-07T12.23.26.143,4.499,0.549,-1.006,-0.396
1570465406163,2019-10-07T12.23.26.163,4.519,0.381,-0.442,-0.229
1570465406184,2019-10-07T12.23.26.184,4.540,0.244,-0.198,-0.229
1570465406203,2019-10-07T12.23.26.203,4.559,0.381,-0.686,-0.290
1570465406223,2019-10-07T12.23.26.223,4.579,0.442,-0.747,-0.183
1570465406244,2019-10-07T12.23.26.244,4.600,0.518,-0.183,-0.168
1570465406264,2019-10-07T12.23.26.264,4.620,0.488,-0.122,-0.137
1570465406283,2019-10-07T12.23.26.283,4.639,0.427,-0.762,-0.229
1570465406304,2019-10-07T12.23.26.304,4.660,0.183,-0.793,-0.213
1570465406325,2019-10-07T12.23.26.325,4.681,0.046,-0.335,-0.091
1570465406345,2019-10-07T12.23.26.345,4.701,0.091,-0.396,-0.015
1570465406366,2019-10-07T12.23.26.366,4.722,0.061,-0.457,0.000
1570465406385,2019-10-07T12.23.26.385,4.741,0.076,-0.595,-0.015
1570465406405,2019-10-07T12.23.26.405,4.761,0.168,-0.442,0.000
1570465406426,2019-10-07T12.23.26.426,4.782,0.244,-0.030,0.091
1570465406446,2019-10-07T12.23.26.446,4.802,0.335,0.168,0.152
1570465406465,2019-10-07T12.23.26.465,4.821,0.351,0.015,0.076
1570465406486,2019-10-07T12.23.26.486,4.842,0.259,-0.198,0.091
1570465406506,2019-10-07T12.23.26.506,4.862,0.335,-0.396,0.046
1570465406527,2019-10-07T12.23.26.527,4.883,0.335,-0.320,0.076
1570465406546,2019-10-07T12.23.26.546,4.902,0.427,-0.229,0.183
1570465406566,2019-10-07T12.23.26.566,4.922,0.518,-0.564,0.091
1570465406587,2019-10-07T12.23.26.587,4.943,0.396,-0.488,0.061
1570465406607,2019-10-07T12.23.26.607,4.963,0.244,0.213,0.198
1570465406628,2019-10-07T12.23.26.628,4.984,0.290,0.351,0.183
1570465406647,2019-10-07T12.23.26.647,5.003,0.351,-0.274,0.061
1570465406667,2019-10-07T12.23.26.667,5.023,0.412,-0.595,0.137
1570465406688,2019-10-07T12.23.26.688,5.044,0.427,-0.290,0.061
1570465406708,2019-10-07T12.23.26.708,5.064,0.579,-0.915,0.107
1570465406727,2019-10-07T12.23.26.727,5.083,0.732,-0.762,0.061
1570465406748,2019-10-07T12.23.26.748,5.104,0.777,-0.137,0.091
1570465406768,2019-10-07T12.23.26.768,5.124,0.930,-0.091,0.122
1570465406789,2019-10-07T12.23.26.789,5.145,1.128,-0.381,0.091
1570465406808,2019-10-07T12.23.26.808,5.164,1.143,-0.793,0.030
1570465406828,2019-10-07T12.23.26.828,5.184,0.899,-1.067,0.015
1570465406849,2019-10-07T12.23.26.849,5.205,0.366,-0.930,0.000
1570465406869,2019-10-07T12.23.26.869,5.225,-0.015,-0.793,0.030
1570465406890,2019-10-07T12.23.26.890,5.246,-0.122,-0.716,0.229
1570465406909,2019-10-07T12.23.26.909,5.265,-0.061,0.122,0.366
1570465406929,2019-10-07T12.23.26.929,5.285,-0.030,0.534,0.244
1570465406950,2019-10-07T12.23.26.950,5.306,0.198,-0.305,0.335
1570465406971,2019-10-07T12.23.26.971,5.327,0.305,0.000,0.366
1570465406990,2019-10-07T12.23.26.990,5.346,0.412,0.518,0.305
1570465407010,2019-10-07T12.23.27.010,5.366,0.640,0.198,0.198
1570465407031,2019-10-07T12.23.27.031,5.387,0.915,-0.091,0.274
1570465407051,2019-10-07T12.23.27.051,5.407,0.854,0.229,0.274
1570465407070,2019-10-07T12.23.27.070,5.426,0.732,0.244,0.244
1570465407091,2019-10-07T12.23.27.091,5.447,0.640,0.229,0.305
1570465407111,2019-10-07T12.23.27.111,5.467,0.564,0.686,0.351
1570465407132,2019-10-07T12.23.27.132,5.488,0.671,0.686,0.381
1570465407152,2019-10-07T12.23.27.152,5.508,0.793,0.442,0.381
1570465407171,2019-10-07T12.23.27.171,5.527,0.915,-0.320,0.351
1570465407192,2019-10-07T12.23.27.192,5.548,0.762,-0.076,0.671
1570465407212,2019-10-07T12.23.27.212,5.568,0.503,3.765,2.027
1570465407233,2019-10-07T12.23.27.233,5.589,-0.518,9.893,2.393
1570465407252,2019-10-07T12.23.27.252,5.608,-1.250,-0.320,0.808
1570465407272,2019-10-07T12.23.27.272,5.628,-3.095,-10.671,0.564
1570465407293,2019-10-07T12.23.27.293,5.649,-7.043,-5.107,1.951
1570465407313,2019-10-07T12.23.27.313,5.669,-11.570,-2.195,2.500
1570465407334,2019-10-07T12.23.27.334,5.690,-16.296,-10.427,2.881
1570465407353,2019-10-07T12.23.27.353,5.709,-22.973,-15.381,3.674
1570465407373,2019-10-07T12.23.27.373,5.729,-30.991,-11.021,4.588
1570465407394,2019-10-07T12.23.27.394,5.750,-38.155,-6.433,4.543
1570465407414,2019-10-07T12.23.27.414,5.770,-44.268,-7.622,4.223
1570465407433,2019-10-07T12.23.27.433,5.789,-51.189,-16.966,4.040
1570465407454,2019-10-07T12.23.27.454,5.810,-60.640,-21.204,4.329
1570465407474,2019-10-07T12.23.27.474,5.830,-71.220,-20.000,5.564
1570465407495,2019-10-07T12.23.27.495,5.851,-77.835,-38.201,3.902
1570465407514,2019-10-07T12.23.27.514,5.870,-80.091,-64.024,-0.046
1570465407534,2019-10-07T12.23.27.534,5.890,-91.509,-57.774,-5.549
1570465407555,2019-10-07T12.23.27.555,5.911,-113.262,-28.064,-14.482
1570465407575,2019-10-07T12.23.27.575,5.931,-123.034,-29.863,-20.335
1570465407596,2019-10-07T12.23.27.596,5.952,-125.168,-68.567,-25.061
1570465407615,2019-10-07T12.23.27.615,5.971,-111.692,-75.412,-20.427
1570465407636,2019-10-07T12.23.27.636,5.992,-95.777,-22.576,-7.607
1570465407656,2019-10-07T12.23.27.656,6.012,-82.851,52.409,4.238
1570465407677,2019-10-07T12.23.27.677,6.033,-63.277,105.320,13.308
1570465407696,2019-10-07T12.23.27.696,6.052,-33.582,116.082,18.018
1570465407716,2019-10-07T12.23.27.716,6.072,2.927,93.979,15.899
1570465407737,2019-10-07T12.23.27.737,6.093,39.116,70.168,10.777
1570465407757,2019-10-07T12.23.27.757,6.113,70.259,56.631,8.857
1570465407776,2019-10-07T12.23.27.776,6.132,95.716,45.168,8.872
1570465407797,2019-10-07T12.23.27.797,6.153,115.183,30.015,7.942
1570465407817,2019-10-07T12.23.27.817,6.173,128.415,18.811,6.220
1570465407838,2019-10-07T12.23.27.838,6.194,132.363,16.509,7.607
1570465407858,2019-10-07T12.23.27.858,6.214,125.396,18.506,12.576
1570465407877,2019-10-07T12.23.27.877,6.233,107.195,15.945,15.595
1570465407898,2019-10-07T12.23.27.898,6.254,80.457,9.055,17.729
1570465407918,2019-10-07T12.23.27.918,6.274,50.046,11.768,21.372
1570465407939,2019-10-07T12.23.27.939,6.295,17.256,31.280,25.000
1570465407958,2019-10-07T12.23.27.958,6.314,-10.152,47.119,25.457
1570465407978,2019-10-07T12.23.27.978,6.334,-33.369,56.265,18.796
1570465407999,2019-10-07T12.23.27.999,6.355,-25.884,48.537,1.082
1570465408019,2019-10-07T12.23.28.019,6.375,-32.180,2.454,7.317
1570465408038,2019-10-07T12.23.28.038,6.394,-44.466,-28.277,-3.506
1570465408059,2019-10-07T12.23.28.059,6.415,-0.579,-37.241,-19.558
1570465408079,2019-10-07T12.23.28.079,6.435,42.470,-31.479,-17.363
1570465408100,2019-10-07T12.23.28.100,6.456,31.738,17.378,-1.006
1570465408120,2019-10-07T12.23.28.120,6.476,4.055,58.552,8.628
1570465408139,2019-10-07T12.23.28.139,6.495,23.659,21.402,-5.442
1570465408160,2019-10-07T12.23.28.160,6.516,43.720,-34.497,-21.433
1570465408180,2019-10-07T12.23.28.180,6.536,44.527,-42.058,-18.445
1570465408201,2019-10-07T12.23.28.201,6.557,39.375,-20.610,-9.360
1570465408220,2019-10-07T12.23.28.220,6.576,42.332,-7.881,-7.104
1570465408241,2019-10-07T12.23.28.241,6.597,46.921,-12.363,-8.003
1570465408261,2019-10-07T12.23.28.261,6.617,46.997,-20.366,-5.808
1570465408282,2019-10-07T12.23.28.282,6.638,44.771,-17.637,-2.805
1570465408301,2019-10-07T12.23.28.301,6.657,42.012,-2.348,-1.341
1570465408321,2019-10-07T12.23.28.321,6.677,39.223,0.564,-0.899
1570465408342,2019-10-07T12.23.28.342,6.698,38.537,-10.915,0.488
1570465408362,2019-10-07T12.23.28.362,6.718,34.619,-5.046,1.723
1570465408383,2019-10-07T12.23.28.383,6.739,26.311,10.473,2.896
1570465408402,2019-10-07T12.23.28.402,6.758,17.378,11.753,3.216
1570465408422,2019-10-07T12.23.28.422,6.778,7.500,1.966,2.088
1570465408443,2019-10-07T12.23.28.443,6.799,-1.189,-3.140,1.601
1570465408463,2019-10-07T12.23.28.463,6.819,-8.796,-1.357,1.463
1570465408482,2019-10-07T12.23.28.482,6.838,-15.534,2.271,2.942
1570465408503,2019-10-07T12.23.28.503,6.859,-16.631,15.030,6.006
1570465408523,2019-10-07T12.23.28.523,6.879,-14.573,36.707,4.375
1570465408544,2019-10-07T12.23.28.544,6.900,-15.915,15.869,1.143
1570465408563,2019-10-07T12.23.28.563,6.919,-15.716,-28.537,1.387
1570465408583,2019-10-07T12.23.28.583,6.939,-22.713,-33.933,2.210
1570465408604,2019-10-07T12.23.28.604,6.960,-39.680,-40.320,2.149
1570465408624,2019-10-07T12.23.28.624,6.980,-55.838,-74.954,3.994
1570465408645,2019-10-07T12.23.28.645,7.001,-70.503,-104.268,6.128
1570465408664,2019-10-07T12.23.28.664,7.020,-93.521,-91.006,10.381
1570465408684,2019-10-07T12.23.28.684,7.040,-113.841,-82.287,8.003
1570465408705,2019-10-07T12.23.28.705,7.061,-130.518,-88.643,4.497
1570465408725,2019-10-07T12.23.28.725,7.081,-164.466,-68.628,12.820
1570465408744,2019-10-07T12.23.28.744,7.100,-213.293,28.476,11.921
1570465408765,2019-10-07T12.23.28.765,7.121,-253.598,108.460,-9.619
1570465408785,2019-10-07T12.23.28.785,7.141,-242.332,44.619,-27.576
1570465408806,2019-10-07T12.23.28.806,7.162,-198.186,-60.595,-27.302
1570465408825,2019-10-07T12.23.28.825,7.181,-147.485,-53.582,-14.573
1570465408846,2019-10-07T12.23.28.846,7.202,-99.604,23.765,-1.174
1570465408866,2019-10-07T12.23.28.866,7.222,-60.625,86.662,9.085
1570465408887,2019-10-07T12.23.28.887,7.243,-25.808,88.354,17.866
1570465408907,2019-10-07T12.23.28.907,7.263,32.485,52.165,17.271
