epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1570470584719,2019-10-07T13.49.44.719,0.000,0.854,0.046,0.046
1570470584739,2019-10-07T13.49.44.739,0.020,0.762,0.366,-1.037
1570470584759,2019-10-07T13.49.44.759,0.040,0.488,0.000,-0.640
1570470584779,2019-10-07T13.49.44.779,0.060,0.610,-0.747,-0.473
1570470584799,2019-10-07T13.49.44.799,0.080,0.564,-0.381,-0.534
1570470584819,2019-10-07T13.49.44.819,0.100,0.366,0.396,-0.503
1570470584839,2019-10-07T13.49.44.839,0.120,0.274,0.381,-0.457
1570470584859,2019-10-07T13.49.44.859,0.140,0.335,-0.122,-0.442
1570470584879,2019-10-07T13.49.44.879,0.160,0.396,0.534,-0.412
1570470584899,2019-10-07T13.49.44.899,0.180,0.290,0.412,-0.442
1570470584919,2019-10-07T13.49.44.919,0.200,0.229,0.122,-0.442
1570470584939,2019-10-07T13.49.44.939,0.220,0.198,0.610,-0.412
1570470584959,2019-10-07T13.49.44.959,0.240,0.213,0.412,-0.381
1570470584979,2019-10-07T13.49.44.979,0.260,0.076,-0.274,-0.442
1570470584999,2019-10-07T13.49.44.999,0.280,-0.076,0.091,-0.351
1570470585019,2019-10-07T13.49.45.019,0.300,-0.168,0.762,-0.320
1570470585039,2019-10-07T13.49.45.039,0.320,-0.137,0.655,-0.335
1570470585059,2019-10-07T13.49.45.059,0.340,-0.046,0.015,-0.290
1570470585079,2019-10-07T13.49.45.079,0.360,0.107,-0.137,-0.320
1570470585099,2019-10-07T13.49.45.099,0.380,0.412,-0.030,-0.366
1570470585119,2019-10-07T13.49.45.119,0.400,0.457,-0.030,-0.351
1570470585139,2019-10-07T13.49.45.139,0.420,0.412,-0.290,-0.381
1570470585159,2019-10-07T13.49.45.159,0.440,0.381,-0.198,-0.351
1570470585179,2019-10-07T13.49.45.179,0.460,-0.061,0.427,-0.213
1570470585199,2019-10-07T13.49.45.199,0.480,-0.061,0.381,-0.213
1570470585219,2019-10-07T13.49.45.219,0.500,0.137,-0.198,-0.320
1570470585239,2019-10-07T13.49.45.239,0.520,0.274,-0.152,-0.259
1570470585259,2019-10-07T13.49.45.259,0.540,0.320,0.274,-0.198
1570470585279,2019-10-07T13.49.45.279,0.560,0.412,0.473,-0.183
1570470585299,2019-10-07T13.49.45.299,0.580,0.473,0.244,-0.152
1570470585319,2019-10-07T13.49.45.319,0.600,0.442,0.244,-0.046
1570470585339,2019-10-07T13.49.45.339,0.620,0.366,0.305,-0.076
1570470585359,2019-10-07T13.49.45.359,0.640,0.244,-0.152,-0.244
1570470585379,2019-10-07T13.49.45.379,0.660,0.213,-0.655,-0.290
1570470585399,2019-10-07T13.49.45.399,0.680,0.442,-0.808,-0.213
1570470585419,2019-10-07T13.49.45.419,0.700,0.457,-0.610,-0.107
1570470585439,2019-10-07T13.49.45.439,0.720,0.473,0.198,-0.076
1570470585459,2019-10-07T13.49.45.459,0.740,0.518,0.320,-0.152
1570470585479,2019-10-07T13.49.45.479,0.760,0.473,-0.442,-0.198
1570470585499,2019-10-07T13.49.45.499,0.780,0.579,-0.777,-0.183
1570470585519,2019-10-07T13.49.45.519,0.800,0.655,-0.762,-0.229
1570470585539,2019-10-07T13.49.45.539,0.820,0.579,-0.960,-0.244
1570470585559,2019-10-07T13.49.45.559,0.840,0.518,-0.976,-0.229
1570470585579,2019-10-07T13.49.45.579,0.860,0.412,-0.686,-0.198
1570470585599,2019-10-07T13.49.45.599,0.880,0.427,-0.137,-0.137
1570470585619,2019-10-07T13.49.45.619,0.900,0.518,0.107,-0.030
1570470585639,2019-10-07T13.49.45.639,0.920,0.427,-0.290,-0.015
1570470585659,2019-10-07T13.49.45.659,0.940,0.335,-1.052,-0.137
1570470585679,2019-10-07T13.49.45.679,0.960,0.213,-1.113,-0.046
1570470585699,2019-10-07T13.49.45.699,0.980,0.244,-0.701,0.046
1570470585719,2019-10-07T13.49.45.719,1.000,0.473,-0.503,0.122
