epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1570468842589,2019-10-07T13.20.42.589,1.371,0.305,0.244,-0.091
1570468842609,2019-10-07T13.20.42.609,1.391,0.335,0.046,-0.122
1570468842630,2019-10-07T13.20.42.630,1.412,0.534,-0.442,-0.137
1570468842650,2019-10-07T13.20.42.650,1.432,0.579,-0.732,-0.168
1570468842671,2019-10-07T13.20.42.671,1.453,0.457,-0.122,0.000
1570468842690,2019-10-07T13.20.42.690,1.472,0.351,0.335,0.046
1570468842711,2019-10-07T13.20.42.711,1.493,0.305,-0.122,-0.061
1570468842731,2019-10-07T13.20.42.731,1.513,0.335,-0.229,-0.107
1570468842752,2019-10-07T13.20.42.752,1.534,0.381,-0.198,-0.046
1570468842771,2019-10-07T13.20.42.771,1.553,0.396,-0.244,0.000
1570468842791,2019-10-07T13.20.42.791,1.573,0.534,-0.183,-0.046
1570468842812,2019-10-07T13.20.42.812,1.594,0.655,-0.534,-0.107
1570468842832,2019-10-07T13.20.42.832,1.614,0.503,-0.549,-0.168
1570468842851,2019-10-07T13.20.42.851,1.633,0.274,-0.015,-0.076
1570468842872,2019-10-07T13.20.42.872,1.654,0.229,0.290,-0.061
1570468842892,2019-10-07T13.20.42.892,1.674,0.244,0.046,-0.122
1570468842913,2019-10-07T13.20.42.913,1.695,0.381,-0.183,-0.183
1570468842933,2019-10-07T13.20.42.933,1.715,0.564,-0.381,-0.229
1570468842952,2019-10-07T13.20.42.952,1.734,0.686,-0.351,-0.244
1570468842973,2019-10-07T13.20.42.973,1.755,0.762,-0.183,-0.137
1570468842993,2019-10-07T13.20.42.993,1.775,0.625,-0.076,-0.168
1570468843014,2019-10-07T13.20.43.014,1.796,0.610,-0.305,-0.229
1570468843033,2019-10-07T13.20.43.033,1.815,0.610,-0.640,-0.320
1570468843053,2019-10-07T13.20.43.053,1.835,0.610,-0.732,-0.290
1570468843074,2019-10-07T13.20.43.074,1.856,0.625,-0.412,-0.213
1570468843094,2019-10-07T13.20.43.094,1.876,0.381,-0.244,-0.168
1570468843113,2019-10-07T13.20.43.113,1.895,0.396,-0.076,-0.229
1570468843134,2019-10-07T13.20.43.134,1.916,0.549,0.168,-0.213
1570468843154,2019-10-07T13.20.43.154,1.936,0.701,0.168,-0.229
1570468843175,2019-10-07T13.20.43.175,1.957,0.899,-0.168,-0.305
1570468843195,2019-10-07T13.20.43.195,1.977,0.960,-0.655,-0.305
1570468843214,2019-10-07T13.20.43.214,1.996,0.686,-0.640,-0.320
1570468843235,2019-10-07T13.20.43.235,2.017,0.503,0.259,-0.198
1570468843255,2019-10-07T13.20.43.255,2.037,0.549,0.595,-0.213
1570468843276,2019-10-07T13.20.43.276,2.058,0.610,-0.290,-0.335
1570468843295,2019-10-07T13.20.43.295,2.077,0.564,-0.686,-0.320
1570468843315,2019-10-07T13.20.43.315,2.097,0.473,-0.030,-0.274
1570468843336,2019-10-07T13.20.43.336,2.118,0.442,0.351,-0.259
1570468843356,2019-10-07T13.20.43.356,2.138,0.457,0.290,-0.213
1570468843376,2019-10-07T13.20.43.376,2.158,0.427,0.137,-0.229
1570468843396,2019-10-07T13.20.43.396,2.178,0.366,-0.076,-0.229
1570468843417,2019-10-07T13.20.43.417,2.199,0.366,-0.152,-0.198
1570468843437,2019-10-07T13.20.43.437,2.219,0.366,0.122,-0.244
1570468843458,2019-10-07T13.20.43.458,2.240,0.396,-0.046,-0.259
1570468843477,2019-10-07T13.20.43.477,2.259,0.503,-0.381,-0.183
1570468843497,2019-10-07T13.20.43.497,2.279,0.564,-0.595,-0.152
1570468843518,2019-10-07T13.20.43.518,2.300,0.595,-0.335,-0.213
1570468843538,2019-10-07T13.20.43.538,2.320,0.579,0.274,-0.152
1570468843557,2019-10-07T13.20.43.557,2.339,0.534,0.442,-0.137
1570468843578,2019-10-07T13.20.43.578,2.360,0.488,0.320,-0.091
1570468843598,2019-10-07T13.20.43.598,2.380,0.534,0.168,-0.046
1570468843619,2019-10-07T13.20.43.619,2.401,0.640,-0.076,-0.152
1570468843638,2019-10-07T13.20.43.638,2.420,0.671,-0.854,-0.213
1570468843658,2019-10-07T13.20.43.658,2.440,0.747,-0.945,-0.183
1570468843679,2019-10-07T13.20.43.679,2.461,0.549,-0.396,-0.107
1570468843699,2019-10-07T13.20.43.699,2.481,0.335,0.000,0.030
1570468843720,2019-10-07T13.20.43.720,2.502,0.229,-0.244,-0.076
1570468843739,2019-10-07T13.20.43.739,2.521,0.137,-0.488,-0.046
1570468843759,2019-10-07T13.20.43.759,2.541,0.061,-0.091,0.015
1570468843780,2019-10-07T13.20.43.780,2.562,0.000,-0.030,-0.046
1570468843800,2019-10-07T13.20.43.800,2.582,0.091,-0.518,-0.076
1570468843819,2019-10-07T13.20.43.819,2.601,0.091,-0.457,-0.046
1570468843840,2019-10-07T13.20.43.840,2.622,0.198,0.183,-0.076
1570468843860,2019-10-07T13.20.43.860,2.642,0.259,0.107,-0.137
1570468843881,2019-10-07T13.20.43.881,2.663,0.473,-0.793,-0.213
1570468843900,2019-10-07T13.20.43.900,2.682,0.655,-1.082,-0.168
1570468843920,2019-10-07T13.20.43.920,2.702,0.716,-0.655,-0.107
1570468843941,2019-10-07T13.20.43.941,2.723,0.716,-0.229,-0.122
1570468843961,2019-10-07T13.20.43.961,2.743,0.625,-0.396,-0.168
1570468843982,2019-10-07T13.20.43.982,2.764,0.412,-0.716,-0.183
1570468844001,2019-10-07T13.20.44.001,2.783,0.290,-0.686,-0.213
1570468844022,2019-10-07T13.20.44.022,2.804,0.244,-0.732,-0.198
1570468844042,2019-10-07T13.20.44.042,2.824,0.259,-0.930,-0.152
1570468844063,2019-10-07T13.20.44.063,2.845,0.244,-0.838,-0.198
1570468844082,2019-10-07T13.20.44.082,2.864,0.137,-0.625,-0.091
1570468844102,2019-10-07T13.20.44.102,2.884,-0.015,-0.610,-0.122
1570468844123,2019-10-07T13.20.44.123,2.905,0.000,-0.595,-0.183
1570468844143,2019-10-07T13.20.44.143,2.925,-0.061,-0.716,-0.183
1570468844164,2019-10-07T13.20.44.164,2.946,-0.030,-0.686,-0.183
1570468844183,2019-10-07T13.20.44.183,2.965,0.335,-0.076,-0.168
1570468844203,2019-10-07T13.20.44.203,2.985,0.579,-0.442,-0.305
1570468844224,2019-10-07T13.20.44.224,3.006,0.640,-1.098,-0.366
1570468844244,2019-10-07T13.20.44.244,3.026,0.488,-0.320,-0.351
1570468844263,2019-10-07T13.20.44.263,3.045,0.290,0.274,-0.274
1570468844284,2019-10-07T13.20.44.284,3.066,0.305,-0.183,-0.396
1570468844304,2019-10-07T13.20.44.304,3.086,0.198,-0.457,-0.381
1570468844325,2019-10-07T13.20.44.325,3.107,0.244,-0.442,-0.335
1570468844344,2019-10-07T13.20.44.344,3.126,0.503,-0.488,-0.320
1570468844364,2019-10-07T13.20.44.364,3.146,0.823,-0.183,-0.244
1570468844385,2019-10-07T13.20.44.385,3.167,0.793,0.335,-0.091
1570468844405,2019-10-07T13.20.44.405,3.187,0.564,0.960,-0.076
1570468844426,2019-10-07T13.20.44.426,3.208,0.396,0.518,-0.152
1570468844445,2019-10-07T13.20.44.445,3.227,0.290,-0.076,-0.183
1570468844465,2019-10-07T13.20.44.465,3.247,0.168,-0.259,-0.168
1570468844486,2019-10-07T13.20.44.486,3.268,0.015,-0.244,-0.107
1570468844506,2019-10-07T13.20.44.506,3.288,0.137,0.351,-0.046
1570468844525,2019-10-07T13.20.44.525,3.307,0.244,0.671,-0.061
1570468844546,2019-10-07T13.20.44.546,3.328,0.244,0.762,-0.046
1570468844566,2019-10-07T13.20.44.566,3.348,0.381,0.564,-0.122
1570468844587,2019-10-07T13.20.44.587,3.369,0.503,0.229,-0.168
1570468844606,2019-10-07T13.20.44.606,3.388,0.610,-0.442,-0.259
1570468844627,2019-10-07T13.20.44.627,3.409,0.503,-0.640,-0.274
1570468844647,2019-10-07T13.20.44.647,3.429,0.366,-0.122,-0.320
1570468844668,2019-10-07T13.20.44.668,3.450,0.381,0.290,-0.320
1570468844688,2019-10-07T13.20.44.688,3.470,0.335,-0.107,-0.305
1570468844707,2019-10-07T13.20.44.707,3.489,0.290,-0.655,-0.427
1570468844728,2019-10-07T13.20.44.728,3.510,0.427,-0.534,-0.412
1570468844748,2019-10-07T13.20.44.748,3.530,0.442,-0.244,-0.320
1570468844769,2019-10-07T13.20.44.769,3.551,0.457,0.046,-0.335
1570468844788,2019-10-07T13.20.44.788,3.570,0.351,-0.320,-0.366
1570468844808,2019-10-07T13.20.44.808,3.590,0.213,-0.503,-0.351
1570468844829,2019-10-07T13.20.44.829,3.611,0.229,-0.351,-0.320
1570468844849,2019-10-07T13.20.44.849,3.631,0.107,-0.442,-0.290
1570468844868,2019-10-07T13.20.44.868,3.650,0.000,-0.777,-0.366
1570468844889,2019-10-07T13.20.44.889,3.671,-0.046,-0.869,-0.396
1570468844909,2019-10-07T13.20.44.909,3.691,0.076,-0.259,-0.244
1570468844930,2019-10-07T13.20.44.930,3.712,0.152,0.259,-0.152
1570468844950,2019-10-07T13.20.44.950,3.732,0.168,-0.213,-0.229
1570468844969,2019-10-07T13.20.44.969,3.751,0.305,-0.473,-0.213
1570468844990,2019-10-07T13.20.44.990,3.772,0.442,0.015,-0.168
1570468845010,2019-10-07T13.20.45.010,3.792,0.518,0.152,-0.168
1570468845031,2019-10-07T13.20.45.031,3.813,0.534,-0.625,-0.229
1570468845050,2019-10-07T13.20.45.050,3.832,0.610,-1.098,-0.152
1570468845070,2019-10-07T13.20.45.070,3.852,0.457,-0.534,0.015
1570468845091,2019-10-07T13.20.45.091,3.873,0.244,-0.046,0.046
1570468845111,2019-10-07T13.20.45.111,3.893,-0.030,-0.229,-0.046
1570468845130,2019-10-07T13.20.45.130,3.912,-0.244,-0.442,0.030
1570468845151,2019-10-07T13.20.45.151,3.933,-0.442,-0.137,0.137
1570468845171,2019-10-07T13.20.45.171,3.953,-0.655,0.061,0.137
1570468845192,2019-10-07T13.20.45.192,3.974,-0.579,0.061,0.137
1570468845212,2019-10-07T13.20.45.212,3.994,-0.152,0.213,0.122
1570468845231,2019-10-07T13.20.45.231,4.013,-0.091,0.488,0.183
1570468845252,2019-10-07T13.20.45.252,4.034,0.000,0.625,0.183
1570468845273,2019-10-07T13.20.45.273,4.055,0.015,0.076,0.015
1570468845293,2019-10-07T13.20.45.293,4.075,0.000,-0.595,-0.061
1570468845312,2019-10-07T13.20.45.312,4.094,0.137,-0.290,0.000
1570468845333,2019-10-07T13.20.45.333,4.115,0.305,0.107,0.076
1570468845353,2019-10-07T13.20.45.353,4.135,0.351,0.000,-0.015
1570468845374,2019-10-07T13.20.45.374,4.156,0.351,-0.351,-0.107
1570468845393,2019-10-07T13.20.45.393,4.175,0.244,-0.442,-0.107
1570468845413,2019-10-07T13.20.45.413,4.195,0.076,-0.244,-0.107
1570468845434,2019-10-07T13.20.45.434,4.216,0.213,-0.091,-0.168
1570468845454,2019-10-07T13.20.45.454,4.236,0.457,-0.335,-0.198
1570468845475,2019-10-07T13.20.45.475,4.257,0.473,-0.671,-0.168
1570468845494,2019-10-07T13.20.45.494,4.276,0.427,-0.412,-0.091
1570468845514,2019-10-07T13.20.45.514,4.296,0.229,-0.137,-0.076
1570468845535,2019-10-07T13.20.45.535,4.317,0.168,-0.518,-0.213
1570468845555,2019-10-07T13.20.45.555,4.337,0.198,-0.884,-0.198
1570468845574,2019-10-07T13.20.45.574,4.356,0.213,-0.747,-0.122
1570468845595,2019-10-07T13.20.45.595,4.377,0.152,-0.534,-0.091
1570468845615,2019-10-07T13.20.45.615,4.397,0.198,-0.610,-0.213
1570468845636,2019-10-07T13.20.45.636,4.418,0.229,-0.732,-0.152
1570468845655,2019-10-07T13.20.45.655,4.437,0.198,-0.305,-0.076
1570468845675,2019-10-07T13.20.45.675,4.457,0.259,0.259,-0.046
1570468845696,2019-10-07T13.20.45.696,4.478,0.335,-0.091,-0.015
1570468845716,2019-10-07T13.20.45.716,4.498,0.244,-0.381,-0.046
1570468845737,2019-10-07T13.20.45.737,4.519,0.290,-0.076,0.015
1570468845756,2019-10-07T13.20.45.756,4.538,0.290,-0.412,-0.030
1570468845776,2019-10-07T13.20.45.776,4.558,0.381,-0.579,-0.046
1570468845797,2019-10-07T13.20.45.797,4.579,0.442,-0.046,0.076
1570468845817,2019-10-07T13.20.45.817,4.599,0.564,0.305,0.030
1570468845836,2019-10-07T13.20.45.836,4.618,0.503,-0.366,-0.152
1570468845857,2019-10-07T13.20.45.857,4.639,0.396,-1.128,-0.229
1570468845877,2019-10-07T13.20.45.877,4.659,0.351,-0.640,-0.168
1570468845898,2019-10-07T13.20.45.898,4.680,0.381,0.152,-0.015
1570468845917,2019-10-07T13.20.45.917,4.699,0.366,0.320,-0.015
1570468845938,2019-10-07T13.20.45.938,4.720,0.412,0.198,-0.061
1570468845958,2019-10-07T13.20.45.958,4.740,0.396,0.259,-0.107
1570468845979,2019-10-07T13.20.45.979,4.761,0.290,0.305,-0.076
1570468845999,2019-10-07T13.20.45.999,4.781,0.412,0.488,-0.076
1570468846018,2019-10-07T13.20.46.018,4.800,0.625,0.320,-0.152
1570468846039,2019-10-07T13.20.46.039,4.821,0.762,0.076,-0.213
1570468846059,2019-10-07T13.20.46.059,4.841,0.808,-0.091,-0.229
1570468846080,2019-10-07T13.20.46.080,4.862,0.732,0.030,-0.290
1570468846099,2019-10-07T13.20.46.099,4.881,0.457,0.046,-0.259
1570468846119,2019-10-07T13.20.46.119,4.901,0.290,0.259,-0.229
1570468846140,2019-10-07T13.20.46.140,4.922,0.259,0.305,-0.320
1570468846160,2019-10-07T13.20.46.160,4.942,0.198,-0.305,-0.351
1570468846179,2019-10-07T13.20.46.179,4.961,0.259,-0.671,-0.305
1570468846200,2019-10-07T13.20.46.200,4.982,0.396,0.000,-0.274
1570468846220,2019-10-07T13.20.46.220,5.002,0.412,0.335,-0.274
1570468846241,2019-10-07T13.20.46.241,5.023,0.457,0.198,-0.274
1570468846261,2019-10-07T13.20.46.261,5.043,0.503,0.549,-0.229
1570468846280,2019-10-07T13.20.46.280,5.062,0.610,0.899,-0.168
1570468846301,2019-10-07T13.20.46.301,5.083,0.732,0.503,-0.198
1570468846321,2019-10-07T13.20.46.321,5.103,0.640,-0.564,-0.335
1570468846342,2019-10-07T13.20.46.342,5.124,0.396,-0.716,-0.412
1570468846361,2019-10-07T13.20.46.361,5.143,0.168,-0.381,-0.366
1570468846381,2019-10-07T13.20.46.381,5.163,0.015,-0.061,-0.305
1570468846402,2019-10-07T13.20.46.402,5.184,0.015,0.213,-0.305
1570468846422,2019-10-07T13.20.46.422,5.204,0.122,0.366,-0.305
1570468846441,2019-10-07T13.20.46.441,5.223,0.290,-0.213,-0.366
1570468846462,2019-10-07T13.20.46.462,5.244,0.335,-0.213,-0.290
1570468846482,2019-10-07T13.20.46.482,5.264,0.442,0.488,-0.213
1570468846503,2019-10-07T13.20.46.503,5.285,0.716,0.396,-0.198
1570468846523,2019-10-07T13.20.46.523,5.305,0.838,0.381,-0.259
1570468846543,2019-10-07T13.20.46.543,5.325,0.869,-0.930,-0.351
1570468846563,2019-10-07T13.20.46.563,5.345,0.991,-0.747,-0.183
1570468846584,2019-10-07T13.20.46.584,5.366,1.204,1.220,-0.015
1570468846604,2019-10-07T13.20.46.604,5.386,1.235,0.930,0.061
1570468846623,2019-10-07T13.20.46.623,5.405,0.534,-1.692,-0.015
1570468846644,2019-10-07T13.20.46.644,5.426,0.229,-1.631,0.351
1570468846664,2019-10-07T13.20.46.664,5.446,0.595,1.829,0.884
1570468846685,2019-10-07T13.20.46.685,5.467,0.259,1.006,1.220
1570468846704,2019-10-07T13.20.46.704,5.486,-0.229,-0.579,1.601
1570468846724,2019-10-07T13.20.46.724,5.506,-0.716,-1.494,1.784
1570468846745,2019-10-07T13.20.46.745,5.527,-1.585,-5.091,1.845
1570468846765,2019-10-07T13.20.46.765,5.547,-3.399,-11.738,2.256
1570468846786,2019-10-07T13.20.46.786,5.568,-5.595,-12.012,3.262
1570468846805,2019-10-07T13.20.46.805,5.587,-7.973,-5.274,4.497
1570468846825,2019-10-07T13.20.46.825,5.607,-12.317,-4.924,5.534
1570468846846,2019-10-07T13.20.46.846,5.628,-18.064,-8.384,6.174
1570468846866,2019-10-07T13.20.46.866,5.648,-24.909,-13.674,6.799
1570468846885,2019-10-07T13.20.46.885,5.667,-31.875,-14.116,7.546
1570468846906,2019-10-07T13.20.46.906,5.688,-37.104,-10.655,8.567
1570468846926,2019-10-07T13.20.46.926,5.708,-41.311,-9.527,9.527
1570468846947,2019-10-07T13.20.46.947,5.729,-45.442,-9.253,10.412
1570468846967,2019-10-07T13.20.46.967,5.749,-51.082,-11.631,10.793
1570468846986,2019-10-07T13.20.46.986,5.768,-60.869,-21.174,10.854
1570468847007,2019-10-07T13.20.47.007,5.789,-71.067,-24.329,11.646
1570468847027,2019-10-07T13.20.47.027,5.809,-77.332,-21.631,14.207
1570468847048,2019-10-07T13.20.47.048,5.830,-79.558,-27.241,17.134
1570468847067,2019-10-07T13.20.47.067,5.849,-78.476,-32.942,16.311
1570468847087,2019-10-07T13.20.47.087,5.869,-87.668,-12.546,7.790
1570468847108,2019-10-07T13.20.47.108,5.890,-113.552,11.677,-4.329
1570468847128,2019-10-07T13.20.47.128,5.910,-128.811,-3.537,-11.463
1570468847148,2019-10-07T13.20.47.148,5.930,-130.244,-47.210,-19.909
1570468847168,2019-10-07T13.20.47.168,5.950,-124.649,-53.994,-26.814
1570468847189,2019-10-07T13.20.47.189,5.971,-106.585,-3.079,-21.052
1570468847209,2019-10-07T13.20.47.209,5.991,-86.098,52.668,-5.183
1570468847230,2019-10-07T13.20.47.230,6.012,-65.366,84.878,7.226
1570468847249,2019-10-07T13.20.47.249,6.031,-39.329,95.671,15.777
1570468847269,2019-10-07T13.20.47.269,6.051,-8.598,91.646,18.933
1570468847290,2019-10-07T13.20.47.290,6.072,21.296,78.872,16.494
1570468847310,2019-10-07T13.20.47.310,6.092,48.003,63.491,14.299
1570468847329,2019-10-07T13.20.47.329,6.111,71.875,53.186,12.896
1570468847350,2019-10-07T13.20.47.350,6.132,92.912,50.976,12.271
1570468847370,2019-10-07T13.20.47.370,6.152,110.991,45.701,11.128
1570468847391,2019-10-07T13.20.47.391,6.173,122.317,36.387,10.747
1570468847410,2019-10-07T13.20.47.410,6.192,125.076,28.430,11.707
1570468847430,2019-10-07T13.20.47.430,6.212,122.820,21.524,13.491
1570468847451,2019-10-07T13.20.47.451,6.233,115.152,18.948,15.747
1570468847471,2019-10-07T13.20.47.471,6.253,100.076,16.905,17.027
1570468847492,2019-10-07T13.20.47.492,6.274,81.966,17.332,19.909
1570468847511,2019-10-07T13.20.47.511,6.293,62.149,29.116,26.067
1570468847531,2019-10-07T13.20.47.531,6.313,36.174,42.652,30.076
1570468847552,2019-10-07T13.20.47.552,6.334,10.640,37.088,29.070
1570468847572,2019-10-07T13.20.47.572,6.354,-46.128,20.229,11.707
1570468847591,2019-10-07T13.20.47.591,6.373,-82.866,29.177,-4.390
1570468847612,2019-10-07T13.20.47.612,6.394,-39.390,23.445,12.622
1570468847632,2019-10-07T13.20.47.632,6.414,-16.875,-9.055,2.546
1570468847653,2019-10-07T13.20.47.653,6.435,-15.366,-14.878,-18.049
1570468847672,2019-10-07T13.20.47.672,6.454,-16.814,-13.369,-8.750
1570468847692,2019-10-07T13.20.47.692,6.474,-0.625,-18.186,-1.159
1570468847713,2019-10-07T13.20.47.713,6.495,21.479,0.274,-5.244
1570468847733,2019-10-07T13.20.47.733,6.515,32.759,11.341,-3.460
1570468847754,2019-10-07T13.20.47.754,6.536,40.076,3.613,-1.159
1570468847773,2019-10-07T13.20.47.773,6.555,44.817,18.704,-0.290
1570468847794,2019-10-07T13.20.47.794,6.576,45.381,26.707,-3.125
1570468847814,2019-10-07T13.20.47.814,6.596,46.235,2.256,-7.485
1570468847835,2019-10-07T13.20.47.835,6.617,48.506,-19.710,-7.622
1570468847854,2019-10-07T13.20.47.854,6.636,50.838,-16.021,-5.716
1570468847874,2019-10-07T13.20.47.874,6.656,49.832,-7.729,-5.107
1570468847895,2019-10-07T13.20.47.895,6.677,47.256,-8.887,-5.366
1570468847915,2019-10-07T13.20.47.915,6.697,45.305,-10.915,-5.244
1570468847934,2019-10-07T13.20.47.934,6.716,44.299,-16.524,-5.457
1570468847955,2019-10-07T13.20.47.955,6.737,41.402,-18.476,-5.091
1570468847975,2019-10-07T13.20.47.975,6.757,34.695,-16.921,-4.970
1570468847996,2019-10-07T13.20.47.996,6.778,30.579,-15.854,-5.229
1570468848016,2019-10-07T13.20.48.016,6.798,28.201,-16.524,-5.473
1570468848035,2019-10-07T13.20.48.035,6.817,21.845,-17.256,-2.622
1570468848056,2019-10-07T13.20.48.056,6.838,13.140,-6.890,0.732
1570468848076,2019-10-07T13.20.48.076,6.858,8.598,10.732,3.369
1570468848097,2019-10-07T13.20.48.097,6.879,2.561,7.759,3.735
1570468848116,2019-10-07T13.20.48.116,6.898,-5.030,-15.549,1.341
1570468848136,2019-10-07T13.20.48.136,6.918,-12.790,-29.162,-0.229
1570468848157,2019-10-07T13.20.48.157,6.939,-18.155,-24.741,0.091
1570468848177,2019-10-07T13.20.48.177,6.959,-18.674,-20.107,0.671
1570468848196,2019-10-07T13.20.48.196,6.978,-19.223,-22.348,0.442
1570468848217,2019-10-07T13.20.48.217,6.999,-24.436,-29.466,-0.457
1570468848237,2019-10-07T13.20.48.237,7.019,-30.183,-36.723,-1.509
1570468848258,2019-10-07T13.20.48.258,7.040,-40.351,-48.095,0.198
1570468848278,2019-10-07T13.20.48.278,7.060,-53.476,-52.790,3.399
1570468848297,2019-10-07T13.20.48.297,7.079,-61.966,-70.030,3.064
1570468848318,2019-10-07T13.20.48.318,7.100,-72.073,-90.457,4.695
1570468848338,2019-10-07T13.20.48.338,7.120,-87.957,-100.747,7.409
1570468848359,2019-10-07T13.20.48.359,7.141,-106.311,-64.223,9.466
1570468848378,2019-10-07T13.20.48.378,7.160,-129.878,-4.162,16.555
1570468848398,2019-10-07T13.20.48.398,7.180,-163.552,51.220,20.381
1570468848419,2019-10-07T13.20.48.419,7.201,-209.268,69.314,4.604
1570468848440,2019-10-07T13.20.48.440,7.222,-235.320,22.988,-14.345
