epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1570470883578,2019-10-07T13.54.43.578,0.000,0.000,-0.823,-0.351
1570470883598,2019-10-07T13.54.43.598,0.020,0.366,-0.793,-0.061
1570470883618,2019-10-07T13.54.43.618,0.040,0.213,0.168,0.122
1570470883638,2019-10-07T13.54.43.638,0.060,0.137,0.701,-0.030
1570470883658,2019-10-07T13.54.43.658,0.080,0.198,0.366,-0.107
1570470883678,2019-10-07T13.54.43.678,0.100,0.198,-0.122,-0.183
1570470883698,2019-10-07T13.54.43.698,0.120,0.290,-0.503,-0.229
1570470883718,2019-10-07T13.54.43.718,0.140,0.335,-0.549,-0.213
1570470883738,2019-10-07T13.54.43.738,0.160,0.320,-0.259,-0.274
1570470883758,2019-10-07T13.54.43.758,0.180,0.335,0.030,-0.198
1570470883778,2019-10-07T13.54.43.778,0.200,0.305,-0.091,-0.213
1570470883798,2019-10-07T13.54.43.798,0.220,0.305,-0.061,-0.274
1570470883818,2019-10-07T13.54.43.818,0.240,0.335,-0.183,-0.335
1570470883838,2019-10-07T13.54.43.838,0.260,0.366,-0.305,-0.274
1570470883858,2019-10-07T13.54.43.858,0.280,0.305,0.061,-0.229
1570470883878,2019-10-07T13.54.43.878,0.300,0.091,-0.015,-0.320
1570470883898,2019-10-07T13.54.43.898,0.320,0.107,-0.549,-0.320
1570470883918,2019-10-07T13.54.43.918,0.340,0.122,-0.091,-0.213
1570470883938,2019-10-07T13.54.43.938,0.360,0.320,0.168,-0.290
1570470883958,2019-10-07T13.54.43.958,0.380,0.320,-0.198,-0.274
1570470883978,2019-10-07T13.54.43.978,0.400,0.396,-0.518,-0.244
1570470883998,2019-10-07T13.54.43.998,0.420,0.686,-0.640,-0.244
1570470884018,2019-10-07T13.54.44.018,0.440,0.640,-0.762,-0.213
1570470884038,2019-10-07T13.54.44.038,0.460,0.473,-0.320,-0.076
1570470884058,2019-10-07T13.54.44.058,0.480,0.229,-0.107,-0.030
1570470884078,2019-10-07T13.54.44.078,0.500,0.046,-0.503,-0.091
1570470884098,2019-10-07T13.54.44.098,0.520,-0.091,-0.549,-0.122
1570470884118,2019-10-07T13.54.44.118,0.540,-0.122,-0.152,-0.076
1570470884138,2019-10-07T13.54.44.138,0.560,0.046,-0.046,-0.122
1570470884158,2019-10-07T13.54.44.158,0.580,0.274,-0.091,-0.122
1570470884178,2019-10-07T13.54.44.178,0.600,0.534,-0.259,-0.183
1570470884198,2019-10-07T13.54.44.198,0.620,0.518,-0.640,-0.274
1570470884218,2019-10-07T13.54.44.218,0.640,0.610,-1.204,-0.274
1570470884238,2019-10-07T13.54.44.238,0.660,0.488,-1.387,-0.244
1570470884258,2019-10-07T13.54.44.258,0.680,0.168,-1.082,-0.152
1570470884278,2019-10-07T13.54.44.278,0.700,0.000,-0.442,0.000
1570470884298,2019-10-07T13.54.44.298,0.720,0.046,0.473,-0.015
1570470884318,2019-10-07T13.54.44.318,0.740,0.076,0.762,0.107
1570470884338,2019-10-07T13.54.44.338,0.760,0.000,0.671,0.183
1570470884358,2019-10-07T13.54.44.358,0.780,-0.076,0.457,0.152
1570470884378,2019-10-07T13.54.44.378,0.800,-0.183,0.579,0.107
1570470884398,2019-10-07T13.54.44.398,0.820,-0.076,0.152,-0.015
1570470884418,2019-10-07T13.54.44.418,0.840,0.122,-0.442,-0.046
1570470884438,2019-10-07T13.54.44.438,0.860,0.061,-0.198,-0.030
1570470884458,2019-10-07T13.54.44.458,0.880,0.061,-0.107,-0.091
1570470884478,2019-10-07T13.54.44.478,0.900,-0.015,-0.183,-0.107
1570470884498,2019-10-07T13.54.44.498,0.920,0.335,0.137,-0.091
1570470884518,2019-10-07T13.54.44.518,0.940,0.610,-0.091,-0.122
1570470884538,2019-10-07T13.54.44.538,0.960,0.549,-1.006,-0.229
1570470884558,2019-10-07T13.54.44.558,0.980,0.473,-0.732,-0.168
1570470884578,2019-10-07T13.54.44.578,1.000,0.152,-0.335,-0.229
1570470884598,2019-10-07T13.54.44.598,1.020,-0.091,-0.595,-0.320
1570470884618,2019-10-07T13.54.44.618,1.040,0.061,-0.823,-0.351
1570470884638,2019-10-07T13.54.44.638,1.060,0.229,-0.671,-0.290
1570470884658,2019-10-07T13.54.44.658,1.080,0.473,-0.198,-0.229
1570470884678,2019-10-07T13.54.44.678,1.100,0.412,0.168,-0.137
1570470884698,2019-10-07T13.54.44.698,1.120,0.122,0.183,-0.152
1570470884718,2019-10-07T13.54.44.718,1.140,0.320,-0.137,-0.244
1570470884738,2019-10-07T13.54.44.738,1.160,0.427,-0.457,-0.259
1570470884758,2019-10-07T13.54.44.758,1.180,0.442,-0.549,-0.198
1570470884778,2019-10-07T13.54.44.778,1.200,0.503,-0.396,-0.229
1570470884798,2019-10-07T13.54.44.798,1.220,0.488,-0.503,-0.305
1570470884818,2019-10-07T13.54.44.818,1.240,0.579,-0.579,-0.244
1570470884838,2019-10-07T13.54.44.838,1.260,0.762,-0.259,-0.122
1570470884858,2019-10-07T13.54.44.858,1.280,0.854,-0.061,-0.122
1570470884878,2019-10-07T13.54.44.878,1.300,0.732,-0.290,-0.061
1570470884898,2019-10-07T13.54.44.898,1.320,0.488,-0.777,-0.122
1570470884918,2019-10-07T13.54.44.918,1.340,0.442,-0.976,-0.183
1570470884938,2019-10-07T13.54.44.938,1.360,0.442,-1.067,-0.244
1570470884958,2019-10-07T13.54.44.958,1.380,0.518,-0.564,-0.137
1570470884978,2019-10-07T13.54.44.978,1.400,0.579,0.412,-0.061
1570470884998,2019-10-07T13.54.44.998,1.420,0.625,1.082,-0.061
1570470885018,2019-10-07T13.54.45.018,1.440,0.671,0.625,-0.030
1570470885038,2019-10-07T13.54.45.038,1.460,0.701,-0.244,-0.137
1570470885058,2019-10-07T13.54.45.058,1.480,0.412,-0.290,-0.229
1570470885078,2019-10-07T13.54.45.078,1.500,0.122,0.274,-0.198
1570470885098,2019-10-07T13.54.45.098,1.520,0.152,0.808,-0.305
1570470885118,2019-10-07T13.54.45.118,1.540,0.107,0.030,-0.412
1570470885138,2019-10-07T13.54.45.138,1.560,0.061,-0.701,-0.381
1570470885158,2019-10-07T13.54.45.158,1.580,0.061,-0.122,-0.396
1570470885178,2019-10-07T13.54.45.178,1.600,0.076,0.274,-0.412
1570470885198,2019-10-07T13.54.45.198,1.620,0.137,0.000,-0.412
1570470885218,2019-10-07T13.54.45.218,1.640,0.168,-0.152,-0.396
1570470885238,2019-10-07T13.54.45.238,1.660,0.335,0.091,-0.274
1570470885258,2019-10-07T13.54.45.258,1.680,0.305,0.427,-0.366
1570470885278,2019-10-07T13.54.45.278,1.700,0.122,0.137,-0.473
1570470885298,2019-10-07T13.54.45.298,1.720,0.183,-0.122,-0.442
1570470885318,2019-10-07T13.54.45.318,1.740,0.488,-0.229,-0.366
1570470885338,2019-10-07T13.54.45.338,1.760,0.457,-0.549,-0.351
1570470885358,2019-10-07T13.54.45.358,1.780,0.183,-0.381,-0.351
1570470885378,2019-10-07T13.54.45.378,1.800,0.076,0.076,-0.320
1570470885398,2019-10-07T13.54.45.398,1.820,0.213,-0.046,-0.274
1570470885418,2019-10-07T13.54.45.418,1.840,0.198,-0.747,-0.320
1570470885438,2019-10-07T13.54.45.438,1.860,0.015,-0.076,-0.274
1570470885458,2019-10-07T13.54.45.458,1.880,-0.137,0.762,-0.259
1570470885478,2019-10-07T13.54.45.478,1.900,-0.061,0.290,-0.152
1570470885498,2019-10-07T13.54.45.498,1.920,0.168,-0.046,-0.152
1570470885518,2019-10-07T13.54.45.518,1.940,0.320,-0.107,-0.244
1570470885538,2019-10-07T13.54.45.538,1.960,0.412,-0.427,-0.244
1570470885558,2019-10-07T13.54.45.558,1.980,0.259,-0.564,-0.183
1570470885578,2019-10-07T13.54.45.578,2.000,0.168,0.137,-0.076
1570470885598,2019-10-07T13.54.45.598,2.020,0.122,0.061,-0.168
1570470885618,2019-10-07T13.54.45.618,2.040,0.076,-0.564,-0.274
1570470885638,2019-10-07T13.54.45.638,2.060,-0.061,-0.930,-0.274
1570470885658,2019-10-07T13.54.45.658,2.080,-0.213,-0.503,-0.152
1570470885678,2019-10-07T13.54.45.678,2.100,-0.259,0.366,-0.091
1570470885698,2019-10-07T13.54.45.698,2.120,-0.351,0.625,-0.168
1570470885718,2019-10-07T13.54.45.718,2.140,-0.335,0.213,-0.183
1570470885738,2019-10-07T13.54.45.738,2.160,-0.061,0.091,-0.152
1570470885758,2019-10-07T13.54.45.758,2.180,-0.046,-0.290,-0.213
1570470885778,2019-10-07T13.54.45.778,2.200,-0.152,-0.579,-0.244
1570470885798,2019-10-07T13.54.45.798,2.220,-0.335,0.213,-0.198
1570470885818,2019-10-07T13.54.45.818,2.240,-0.564,0.579,-0.229
1570470885838,2019-10-07T13.54.45.838,2.260,-0.473,0.335,-0.183
1570470885858,2019-10-07T13.54.45.858,2.280,-0.183,-0.107,-0.290
1570470885878,2019-10-07T13.54.45.878,2.300,-0.107,-0.579,-0.259
1570470885898,2019-10-07T13.54.45.898,2.320,-0.107,-0.290,-0.274
1570470885918,2019-10-07T13.54.45.918,2.340,0.015,-0.046,-0.229
1570470885938,2019-10-07T13.54.45.938,2.360,-0.091,-0.625,-0.229
1570470885958,2019-10-07T13.54.45.958,2.380,-0.335,-0.107,-0.305
1570470885978,2019-10-07T13.54.45.978,2.400,-0.473,0.046,-0.351
1570470885998,2019-10-07T13.54.45.998,2.420,-0.290,-0.686,-0.381
1570470886018,2019-10-07T13.54.46.018,2.440,0.137,-0.747,-0.351
1570470886038,2019-10-07T13.54.46.038,2.460,0.335,-0.701,-0.290
1570470886058,2019-10-07T13.54.46.058,2.480,0.244,-0.427,-0.198
1570470886078,2019-10-07T13.54.46.078,2.500,0.183,0.076,-0.259
1570470886098,2019-10-07T13.54.46.098,2.520,0.168,-0.259,-0.244
1570470886118,2019-10-07T13.54.46.118,2.540,-0.015,-0.335,-0.229
1570470886138,2019-10-07T13.54.46.138,2.560,-0.183,-0.564,-0.351
1570470886158,2019-10-07T13.54.46.158,2.580,-0.122,-0.244,-0.335
1570470886178,2019-10-07T13.54.46.178,2.600,0.122,0.091,-0.229
1570470886198,2019-10-07T13.54.46.198,2.620,0.229,0.396,-0.091
1570470886218,2019-10-07T13.54.46.218,2.640,0.061,0.625,-0.122
1570470886238,2019-10-07T13.54.46.238,2.660,-0.091,0.549,-0.198
1570470886258,2019-10-07T13.54.46.258,2.680,0.168,0.229,-0.229
1570470886278,2019-10-07T13.54.46.278,2.700,0.442,-0.442,-0.244
1570470886298,2019-10-07T13.54.46.298,2.720,0.366,-0.549,-0.198
1570470886318,2019-10-07T13.54.46.318,2.740,0.259,-0.366,-0.183
1570470886338,2019-10-07T13.54.46.338,2.760,0.259,-0.091,-0.244
1570470886358,2019-10-07T13.54.46.358,2.780,0.335,0.015,-0.198
1570470886378,2019-10-07T13.54.46.378,2.800,0.412,0.061,-0.152
1570470886398,2019-10-07T13.54.46.398,2.820,0.396,-0.259,-0.274
1570470886418,2019-10-07T13.54.46.418,2.840,0.534,-0.305,-0.229
1570470886438,2019-10-07T13.54.46.438,2.860,0.686,-0.274,-0.122
1570470886458,2019-10-07T13.54.46.458,2.880,0.625,-0.457,-0.168
1570470886478,2019-10-07T13.54.46.478,2.900,0.381,-0.503,-0.229
1570470886498,2019-10-07T13.54.46.498,2.920,0.351,-0.122,-0.183
1570470886518,2019-10-07T13.54.46.518,2.940,0.579,-0.091,-0.030
1570470886538,2019-10-07T13.54.46.538,2.960,0.808,-0.610,-0.015
