0.004392,0.94794,-0.312564,0.09516,-1.012356,-0.140544,0,4,-2.7475,5.41625,-8.68,1.75875,-6.16875,-3.71
0.002928,0.937692,-0.314028,0.100284,-1.010892,-0.1464,0,4,-2.8175,6.79,-8.1725,1.82,-8.28625,-3.15
0.008052,0.94428,-0.30744,0.099552,-1.024068,-0.139812,0,4,-3.36,7.875,-7.805,1.89,-9.135,-2.77375
0.01098,0.948672,-0.313296,0.0915,-1.012356,-0.130296,0,4,-3.35125,9.03,-7.35,1.4,-10.05375,-2.625
0.010248,0.945012,-0.314028,0.087108,-1.016748,-0.13176,0,4,-3.00125,9.87875,-6.8775,1.18125,-10.22,-2.65125
0.006588,0.947208,-0.315492,0.081252,-1.020408,-0.13908,0,4,-2.72125,10.22,-6.5275,0.7525,-9.38,-2.6425
0.030744,0.939156,-0.322812,0.064416,-1.025532,-0.144204,0,10,-2.45875,9.44125,-5.94125,0.34125,-8.79375,-2.59
0.040992,0.941352,-0.335988,0.063684,-1.024068,-0.139812,0,4,-2.1525,8.44375,-5.915,0.18375,-8.855001,-2.6425
0.020496,0.937692,-0.282552,0.063684,-1.004304,-0.107604,0,4,2.54625,17.3775,-5.7225,0.42,-20.46625,1.42625
0.024156,0.942084,-0.290604,0.062952,-1.022604,-0.130296,0,4,1.9425,18.5325,-6.55375,0.875,-20.41375,2.17875
0.042456,0.92964,-0.292068,0.078324,-1.015284,-0.148596,0,4,1.25125,18.33125,-6.93875,1.785,-20.265,3.14125
0.043188,0.928176,-0.300852,0.084912,-1.003572,-0.167628,0,4,1.05875,17.5,-6.57125,2.26625,-19.53,3.89375
0.02928,0.925248,-0.315492,0.073932,-1.002108,-0.147132,0,4,0.6825,16.16125,-6.0725,2.02125,-19.1975,3.92875
0.032208,0.920856,-0.315492,0.081984,-1.007964,-0.15006,0,4,0.53375,14.56,-5.41625,1.2075,-18.69875,3.56125
0.0183,0.925248,-0.316956,0.077592,-0.997716,-0.130296,0,4,0.27125,14.27125,-4.59375,0.1925,-17.28125,3.00125
0.017568,0.931836,-0.326472,0.071004,-0.999912,-0.131028,0,4,-0.07,13.825,-4.17375,-0.49875,-15.58375,2.75625
0.012444,0.9699,-0.297192,0.109068,-1.040172,-0.120048,0,4,0.9275,-12.3025,0.62125,-6.39625,14.175,1.2075
0.002196,0.966972,-0.31476,0.098088,-1.029924,-0.12078,0,4,0.81375,-14.21,-0.2275,-7.11375,13.76375,1.74125
0.002196,0.95892,-0.308172,0.101748,-1.029924,-0.106872,0,4,1.05875,-14.8925,-0.84,-7.06125,13.09,2.28375
