-0.06954,2.147688,-0.65514,0.859368,-0.988932,0.549,0,2404,90.08125,39.76875,286.2213,32.06875,-12.2675,144.375
-0.049044,2.209908,0.02562,1.43472,-2.809416,0.417972,0,2190,55.6675,49.0175,286.4838,114.0038,84.735,147.4462
-0.030012,2.456592,0.659532,1.016748,-3.758088,-0.142008,0,731,-8.1725,-38.22875,286.6762,80.22875,31.0275,156.4238
0.511668,3.413316,0.576816,1.106052,-4.026732,-0.183732,0,3125,-43.89875,-93.6775,286.6762,37.00375,-51.695,121.8175
1.626504,4.260972,-0.890844,-0.310368,-3.785904,0.525576,0,3342,-32.68125,-24.31625,286.6762,7.385,-66.07125,90.3175
2.012268,3.428688,-0.590724,-0.769332,-3.163704,0.628056,0,0,-108.0713,122.4125,286.6413,37.4675,46.12125,105.0525
2.193804,2.952888,-0.619272,-2.127924,-3.60144,0.6222,0,0,39.9175,161.2975,286.6762,28.97125,52.6925,66.80625
2.33508,2.046672,-0.756888,-2.346792,-2.725236,0.553392,0,0,-25.55875,18.515,264.5038,0.25375,42.11375,49.4025
2.757444,1.030656,-0.92232,-2.828448,-2.330688,0.425292,0,0,54.73125,55.405,268.52,-10.5875,-74.22625,69.8075
4.482768,-0.360876,-1.700436,-2.739876,-1.748748,0.24888,0,0,27.43125,54.25875,224.4725,-11.55,-10.73625,91.06125
2.679852,-0.573888,-0.85644,-3.0744,-1.450092,-0.174216,0,0,-5.46,18.2875,195.9388,-2.87,70.88375,127.6975
3.099288,-0.221064,-0.91134,0.213012,-0.04392,-0.26718,0,0,17.6225,42.84875,80.50875,74.50625,60.47125,232.225
2.982168,0.434076,-0.751032,-2.793312,-1.46766,0.472872,0,0,-33.2675,13.04625,41.265,-49.21875,-284.2875,207.7337
3.011448,0.696132,-0.879132,-3.071472,-1.680672,-0.13908,0,0,-44.975,61.60875,36.42625,-3.70125,-272.5625,239.3737
3.300588,0.733464,-4.050156,-2.069364,-2.24358,0.199836,0,0,-31.00125,12.6,-48.5975,-27.32625,-286.72,286.6762
3.419904,0.95892,0.371124,-0.68442,-3.010716,-0.470676,0,0,-57.47,30.345,-54.845,-52.4825,-62.0725,286.6762
2.017392,-0.155916,0.393084,-1.631628,-2.251632,-0.509472,0,0,13.20375,76.58875,-70.5775,-31.535,206.5788,286.6762
1.60674,0.417972,0.964776,-1.477908,-2.07156,-0.094428,0,0,24.3425,62.895,-34.8075,-47.83625,145.8712,286.6762
0.524844,0.28182,-0.88938,-0.290604,-1.722396,0.167628,0,0,25.85625,-105.3325,-61.80125,-44.7825,286.6762,286.6762
0.12444,-0.055632,-0.22692,-0.396012,-1.43472,0.26352,0,0,-6.78125,-101.99,-75.97625,-54.4075,286.6762,286.6762
