0.234972,0.87108,0.198372,0.079056,-1.031388,0.31842,0,0,4.0425,11.36625,47.18875,-4.57625,11.7775,46.38375
0.246684,0.915,0.19764,0.103212,-0.9882,0.33672,0,0,15.30375,-2.38875,49.86625,-7.21,2.19625,48.22125
0.262788,1.004304,0.070272,0.11346,-0.969168,0.191052,0,0,-1.75875,-26.32875,49.6125,1.225,13.41375,48.02875
0.193248,1.002108,0.090768,0.144204,-1.0431,0.191052,0,0,8.33,-17.9725,55.475,3.19375,17.5525,45.35125
0.10248,1.005036,0.053436,0.23058,-0.983076,0.13176,0,0,4.94375,-20.1775,59.63125,7.74375,-2.70375,44.835
0.066612,0.982344,-0.064416,0.280356,-0.926712,0.106872,0,0,1.6975,-34.78125,65.72125,9.96625,-11.73375,45.87625
-0.030744,0.998448,0.01098,0.224724,-0.989664,0.134688,0,0,-8.89875,-43.28625,67.66375,7.805,-2.47625,47.15375
-0.040992,0.936228,0.039528,0.22692,-1.007232,0.174216,0,0,-1.82875,-30.03,68.17125,4.26125,0.77875,46.8825
-0.083448,0.99186,-0.015372,0.218136,-0.967704,0.234972,0,0,-1.07625,-35.5775,70.175,5.4075,10.9375,46.3575
-0.067344,0.961848,-0.02196,0.220332,-0.9699,0.218136,0,0,0.84,-31.395,72.8875,4.97875,21.0175,45.61375
-0.100284,0.95526,0.012444,0.231312,-1.00284,0.177144,0,0,0.35875,-30.7125,73.2375,7.98875,12.985,45.7975
-0.04026,0.994788,-0.054168,0.267912,-0.969168,0.138348,0,0,3.84125,-30.8,73.43,3.7275,18.90875,45.10625
-0.150792,0.883524,0.01098,0.202032,-0.93696,0.111264,0,0,6.23,-32.31375,73.12375,3.01,30.275,42.34125
-0.07686,0.892308,0.011712,0.195444,-0.950136,0.137616,0,0,6.11625,-36.86375,73.14125,-1.25125,31.05375,40.59125
-0.171288,0.912804,-0.125172,0.202764,-0.950868,0.16104,0,0,5.39875,-26.18,70.23625,1.5925,21.37625,40.5125
-0.194712,0.945012,-0.046116,0.229116,-0.99918,0.1647,0,0,-0.735,-24.535,60.61125,3.29,13.265,41.4575
-0.222528,0.986736,-0.027084,0.238632,-1.035048,0.13542,0,0,2.9925,-19.3725,54.48625,3.87625,7.13125,41.895
-0.144204,1.004304,-0.017568,0.288408,-1.022604,0.185928,0,0,0.7875,-15.225,50.82,4.33125,-2.91375,41.7725
-0.255468,0.996984,-0.030012,0.330132,-0.937692,0.104676,0,0,1.155,-5.29375,48.3,3.31625,2.61625,41.545
-0.140544,0.91866,0.099552,0.2928,-0.94794,0.118584,0,0,3.0975,14,47.31125,6.23,-5.01375,43.1025
-0.184464,0.945012,0.067344,0.231312,-0.956724,0.144204,0,0,0.0875,13.95625,49.0525,-1.81125,-1.14625,42.84
-0.218868,0.934032,0.031476,0.202764,-0.956724,0.205692,0,0,0.28,15.89,48.74625,-1.77625,-9.2225,40.355
-0.084912,0.841068,-0.071004,0.199836,-0.974292,0.12078,0,0,-2.2225,18.99625,48.85125,3.2725,-10.955,40.1625
-0.125172,0.9333,-0.112728,0.2379,-0.986736,0.13176,0,0,2.2575,18.94375,47.005,5.145,-12.73125,41.08125
0.027816,0.90402,0.059292,0.321348,-0.957456,0.105408,0,0,2.38,17.955,47.3025,1.82,-0.385,42.65625
-0.002196,0.872544,-0.03294,0.310368,-0.901092,0.101016,0,0,2.21375,21.48125,48.85125,4.33125,2.8525,44.03875
-0.057096,0.917928,-0.019032,0.249612,-0.890844,0.166164,0,0,4.12125,15.18125,51.9225,2.52,0.2975,43.47
